Headline,Attention
"When Global Warming Caused A Disaster In Their Town, They Decided To Do Something About It",1
"When CNN And The Weather Channel Left Town, These Folks Jumped In To Help Clean Up",0
"‘Give Me Your Tired, Your Poor, Your Huddled Masses Yearning To Breathe Free’",1
"How One Community Offered Help, Support, And Open Arms For Those Fleeing Another Country",0
"When You Break Down The Ages Of Tipped Workers, Lights Go On In Your Head. Well, At Least In Mine.",1
"Tipped Workers Still Make A Minimum Wage Of $2.13 An Hour, And Have For 23 Years",0
A Small Town Just Came Up With A Surprisingly Simple Way To Stop Fracking Dead In Its Tracks,1
The Way This Little Town Stood Up To An Industry That Seemed Unstoppable Made Me Stand Up And Cheer,0
The Biggest Plot Hole In The Superman Movies Seems To Fly Over Everyone’s Head,1
Superman Could Be Doing Some Of His Most Important Work In Home Depot Parking Lots,0
I Love It When Smart People Come Up With Solutions That Seem Obvious,1
"Back-Breaking Work For Women Just Got Much Less Back-Breaking. And Quicker, Too.",0
A White Girl Said She Was Shoved. A Black Boy Denied It. Guess Who Ended Up With The Principal?,1
Most Students Wouldn't Mind A Teacher Grading Them Easier Than Their Classmates. These Boys Do.,0
She Wore A Pretty Pink Halter Dress To Graduation But It Didn't Look The Same The Day After,1
You Wouldn't Look At Her And Know Where Or How She Slept Last Night,0
My German Friend Thinks Our System Of Tipping Is Absurd. Here's Some Stuff To Back That Up.,1
10% Of Tipped Workers are HOW Old?,0
The Frustrating Plot Hole In The Superman Movies That Seems To Fly Over Everyone’s Head,1
The Superman Plot Hole Big Enough To Fit The Entire Immigration Debate,0
A Politician Gets Real Honest About Why He's Actively Ruining His State,1
A Politician Candidly Describes How Easy It Is To Succumb To Corruption,0
Young Steve Jobs Once Said Something Great About Life And Other People Not Being Smarter Than You,1
"Some iLifeAdvice From The One And Only Steve Jobs, Pre-Turtleneck",0
Ignore The Haters And Listen To This 64 Year Old Instead. You're Never Too Old For Your Dreams.,1
When She Decided To Swim From Cuba To Florida. Nothing Could Stand In Her Way. Not Even Her Age.,0
Ignore The Haters And Listen To This 64 Year Old Instead. You're Never Too Old For Your Dreams.,1
The Hardest Journey Of Her Life Has Me Thinking I Can Conquer The World,0
A White Girl Said She Was Shoved. A Black Boy Denied It. Guess Who Went To The Principal's Office?,1
8 Boys Share Explain What It's Like To Live In Shackles And Boxes,0
These Simple Words and Images Have Me Totally Rethinking How I Talk Around Boys,1
How Many Guys Had These Labels Projected Onto Them Growing Up? I'm Guessing All Of Them.,0
"So, Corporations And Our Government Are Fooling Us About Unfertilized Chicken Babies?",1
Imagine A Picture Perfect Farm With Green Grassy Hills. Your Food Probably Does Not Come From There.,0
"50 Years Later, Here's Some Incredible, Rare Footage Of The Summer of '64",1
"Chaney, Goodman, Schwerner And The Summer That Changed America",0
"No Matter Your View On Immigration, Her Words Make Me Want To Welcome These Folks To Our Country",1
Sending These People Back Across The Border Is Murder,0
"College Sports Have A Dirty Secret, And It's Hiding At The Bottom Of This Chart",1
"They All Work Incredibly Hard. Some Make Millions. The Rest Get Applause, But Then What?",0
Your Boyfriend Could See This App On Your Phone And Have No Idea What It Is. And That's The Point.,1
Need Help Getting Out Of An Abusive Relationship? Just Click 'Download'.,0
The Footage You're About To See Hasn't Seen The Light Of Day In Almost A Half-Century.,1
3 Civil Rights Workers Went Missing 50 Years Ago And America Was Never Quite The Same Again.,0
"So Many People Watching Will Say 'Wow, That Happened To Me Once But I Had No Clue What It Was'",1
What's Behind The Door Scares The Heck Out Of Him. Now He's Inviting You To Walk In With Him.,0
Questions You Should Never Ask Your Biracial Bestie Unless You Want These Priceless Responses,1
"Even If You Think It’s A Compliment, Here’s Why “Wow … You Look So Exotic” May Offend Your Friend",0
"I'm Not Usually A Hugger, But These Facts Have Me Reaching Out For The Nearest Tree",1
"What's Big, Green, And Disappearing Rapidly Before Our Eyes?",0
Why Your Resume Will Eventually Stop Mattering,1
Are Grandfather Clocks Worth More Than Grandfathers?,0
Are Vaccines Unsafe For Children? These Two Minutes Cover Everything You Need To Know.,1
"A Well-Researched, Fact-Checked, Super Reasonable Two Minutes On Why You Should Vaccinate Your Kids",0
People From All Over The World Are Worried About Canada. But Do They Even Realize What's Happening?,1
"How Many Nice Canadians Does It Take To Stop Disaster In Its Tracks? So Far, Not Enough.",0
A Beautiful Picture Of What Happens When You Have To Figure Out Dad Stuff Without One Of Your Own,1
"Parenting Is No Easy Task, Especially For A Man Who’s Not Afraid To Be Soft",0
These Ladies Take 4 Simple Words And Own Them. More Of Us Should Do The Same.,1
These Women Just Reminded Me Of The Greatest Thing That I Own,0
They Scribbled Their Lives Onto Cardboard Pieces So That Fewer People Would Judge. Did It Work?,1
"Some Have Built Robots, Been Figure Skaters. Some Have Degrees. Now, They’re Homeless.",0
"She Was Married At 13, But It Was A Different Day That Changed Her Life",1
See The Program That's Changing The Way Child Bride's Think About Their Futures,0
A Cartoon Explains The Real Reason Waiters In The US Still Make Just $2 An Hour,1
The Most Obnoxious Cartoon Villain Since Shredder And Krang Is Real,0
Strange Weather? Maybe This'll Settle The Argument.,1
The Weather USED To Be The Boring Thing To Talk About,0
"If Science Got Ruined For You In High School, Let This Comic Bring It Back For You",1
How Else Do You Think We're Going To Figure Things Out?,0
There Are Two Groups Of People Who Don’t Have To Pay Income Tax. Guess Who They Are?,1
Tax Myths Debunked About Who’s Paying Taxes ... And Who's Not,0
"It Starts Off As A Lesson In Economic Balance, But Has A Twist Philosophical Ending",1
Understand This Balancing Act. Make Yourself And Your Government A Little Less Likely To Explode.,0
"The One Where A Pizza Chain Pays Workers More Than Minimum, And Managers $100,000 A Year",1
The Secret To Keeping Workers Happy And Growing A Business? Right Here.,0
The Footage You're About To See Hasn't Seen The Light Of Day In Almost A Half-Century,1
It's Been About 50 Years Since Anyone Has Seen This Footage Of The Civil Rights Movement,0
"If There's A Better Way To Describe Books, I Haven't Heard It Yet",1
"We May Not Have Invented Portals Into The Past, But We're Close",0
How A Lawyer Defended The Theory Of Evolution With Both Science Hands Tied Behind His Back,1
"Remember When Tennessee Put Evolution On Trial? Cheers To You, History!",0
You Know Those Jerks That Merge Into Traffic At The Last Moment? You Should Be One Of Those Jerks.,1
Why Robot-Driven Cars Could Be The Best Thing Possible Thing For Humanity.,0
"Here’s What They Risk Just By Going To Work. At 1:05, My Jaw Is On The Floor.",1
WHOA: There's A Chart That Shows How Much Each Of Your Body Parts Are Worth To Your Boss,0
Anyone Who Really Cares About The 'Middle Class' Will Think Good Thoughts As They Scroll Down,1
Remember When People Thought The US Was The Coolest Because It Built Sh*t? We Can Still Have That.,0
"There's Nothing Wrong With Teens Doing Teen Stuff, But Check Out What One Extraordinary Kid Is Doing",1
"He Has A Few Hundred Pairs Of Shoes, But They’re Not All For Him",0
"Weary Feminist Asks Wearily, 'Is It Really So Hard To Have Similar Numbers Of Each Gender In Film?'",1
FACT: Only 8 Women Have Won An Academy For Best Original Screenplay. In 73 Years.,0
"BUSTED! Hollywood Being Unfair To Women. Oh, Wait. That's Not News.",1
"I'd Write A Clever Screenplay About Hollywood's Sexism, But It Probably Wouldn't Get Picked Up",0
2 Nerd Guys Shut Down The Fake Geek Girl Myth With The Kind Of Logic Vulcans Would Be Proud Of,1
There Are Dudes Out There Who Think Girls Are Only Pretending To Like Comics To Be Cool. Seriously?,0
Do You Know The Silly Reason Why America Put A Man On The Moon? Do You Know Why We Stopped Going?,1
Neil DeGrasse Tyson Rants About The Ridiculous Reason We Stopped Going To The Moon,0
Read This If You've Ever Been Bullied On The Internet. Or If You Bully People On The Internet.,1
Think Getting Bullied On The Internet Isn't That Big A Deal? Ask The 1 in 4 Americans Who Have Been.,0
I Always Thought The US Was Christian/Jewish/Other. Nope. Check Out This Surprising Map.,1
"The Second Largest Faith In 19 US States Is Islam. In 12 Others, It’s Buddhism. I Had No Idea.",0
There's More Than One Way To Handle A Bully. Watch One Teacher Deal With It Beautifully.,1
A Teacher Knew The Stats On LGBTQ Suicide And Decided To Fight It At The Core,0
Do You Know The Simple Reason Why America Put A Man On The Moon? Do You Know Why We Stopped Going?,1
Do You Know The Reason Why America Put A Man On The Moon?,0
Here’s How You’re Part Of Absolutely The Most Incredible Thing Ever. And I’m Totally Serious.,1
Science Is Showing Us A Universe That Can Be As Awesome And Inspiring As Any Religion,0
Don't Tell Me You've Never Heard Of Malala? Get Acquainted. She's Out To Change EVERYTHING.,1
"With Girls All Over The World In Peril, It's Going To Take Lots Of Voices Like Malala's To Help",0
"Her Pitch Was Going Smoothly, But When She Asked For The Restroom, How She Saw The Company Changed",1
Who's Gonna Get More Women To The Top Of The World's Industries? Sheryl Sandberg Thinks It's You.,0
"If Science Is Right, Religion May Be Wrong. If That’s Scary To You, Try Watching This.",1
Maybe You’re Not The Center Of The Universe. Here’s How That's A Wonderful Thing.,0
3 Minutes Of Elizabeth Warren Talking About What We Need In This Country Is Pure 'HECK YES!',1
"If You Need Some Hope For Our Country, Just List To Elizabeth Warren For A Minute Or Three",0
"What Happens When A Study Swaps Out ""Heidi"" For ""Howard""? You See How We View Female Leaders.",1
"She's An Author, An Activist And A Facebook Executive And She Wants To See More Women At The Top",0
"Her Pitch Was Going Smoothly, But When She Asked For The Restroom, How She Saw The Company Changed",1
She's Pitching To A Huge Successful Company. So Why Don't They Know Where The Ladies' Room Is?,0
Michelle Obama Was Asked About Being A Working Mom. I Didn't Expect Her Answer To Be So Real.,1
Her Babysitter Quit And She Almost Gave Up. Yep. The First Lady Was Definitely A Real Working Mom.,0
"If You Can Watch This And Not Get Fired Up, You're Dead Inside",1
We Believe — I Can't Believe I Have To Say This in 2014 — We Believe In Equal Pay For Equal Work',0
"If You Can Watch This And Not Get Fired Up, You're Dead Inside",1
Hearing These Words Is A Breath Of Fresh Air,0
Can You Handle The Truth About Kevin Bacon?,1
"Kevin Bacon, Kevin Bacon, Kevin Bacon, Kevin Bacon, Kevin Bacon, Kevin Bacon. That's 6 Kevin Bacons.",0
Hear 1 Comic Book Writer’s Unique Response To The Generic ‘Strong Female Character’ Question,1
A Comic Book Writer Describes What She Looks For In ‘Strong Female Characters’,0
Why We Should Stop Wasting The Most Magical Part Of Our Bananas,1
Pity The Banana Peel Its Forced Embrace Of A Dirty Floor,0
What A Fabulous List From Senator Elizabeth Warren. #8 Got Me Out Of My Chair!,1
REVEALED! The Super-Secret Liberal Agenda,0
Here’s What Can Happen When A Country Really Makes Education A National Priority,1
"When People Believe In Education, All The Wild Horses In The World Won't Stop Them",0
A Tragic Event Caught On Video Played Out Like A Horrific Scene From A 25-Year-Old Movie,1
A One-Minute Mash-Up Shows A Frightening Similarity Between Art And Life,0
Here's Some Free Advice That Will Instantly Make You More Likable: Avoid This Insult At All Costs,1
Sometimes Clothes Say Something About You. Sometimes They Say Nothing Because Clothes Don't Talk.,0
Do You Know The Silly Reason Why America Put A Man On The Moon? Do You Know Why We Stopped Going?,1
The Biggest Science Celebrity  Talks About All The Things We Could Do With 1 Penny. Just 1.,0
She Confronted Her Bully And Asked Her One Thing. Now The Bully Has An Even Better Story To Tell.,1
Nobody Likes A Mean Girl. So How Did She End Up In Such A Beautiful Friendship?,0
A Photographer Went Into The Dark To Show You The People Who Work There Every Day,1
Meet Some Modern-Day Abolitionists. Thought That Was A 19th-Century Project? Think Again.,0
This State-Of-The-Art Preschool Looks Like The One You Probably Went To. Why Is It Unusual Now?,1
Life Is Full Of Waiting. Learning To Do It Well Is Vital.,0
We Remember Him As An 80's Heartthrob But There Was Something Darker Happening In His Mind,1
"Because There Are Some Things That Fame, Money, Sex And Booze Just Can't Fix",0
A Camera Follows A Guy To Show Something We're In Contact With All Day Without Realizing It,1
The Strange Connection Your Shoes And A Chicken Sandwich Have With Virtual Water,0
They've Been Tracking War And Peace For Seven Years. Care To Guess What They've Found?,1
"Peace Isn't Some Utopian Vision, We Build It. And They've Got Blueprints.",0
20 Myths About Sex. Some About Men. Some About Women. Some Silly. Some Funny. Two Deadly Serious.,1
"Sorry, You Can't Trade Your Treadmill For A Weird Sex Swing (And Other Silly, Sexy Myths Debunked)",0
There's A Lot Going On Around Us. Make Sure You Keep This Question In Mind.,1
What Makes A True Global Citizen?,0
Ever Notice How Hollywood Makes Certain Kinds Of People Extinct In Apocalyptic Movies?,1
What's So Historic About A Movie Where Main Characters Are Just Like Everyone Else In The World?,0
"Policemen Didn't Care, Politicians Did Nothing — So He Wrote A Song Catchy Enough To Make You Notice",1
A Musician Gets Up Onstage And Speaks Up For His Hometown And The Big Problems It Faces,0
Watching A Sneeze In Slow Motion Is Disgusting And Kind Of Beautiful,1
"Do You Like Traveling? Your Sneezes Sure Do, With Or Without You. But Mostly Without.",0
There’s One Question You’d Probably Never Ask Yourself Before Buying A House,1
"It Used To Be That Doctors Would Come To Your House. Now, You Might Have To Drive 100 Miles For One.",0
"He Had A Show That Everyone Loved, But Then He Took On A Taboo Topic — Which Went Over Hilariously",1
"‘If Our Economy Was A Little League Game, Someone Would Have Called It By Now’",0
Something We Pass Over All The Time Without Ever Realizing Their Greatness,1
"A Hopeful Message, Brought To You By The 'Inglorious' Produce You Never Thought To Buy",0
The Boy Scouts Ousted Him Because He Was Gay. So He Hung Their Blatant Hate Out To Dry.,1
Watch How One Of The Largest “Value” Based Organizations Gets A Basic One Screwed Up,0
"The Internet Called 2 Gay Scientists 'Women'. The Scientists Fired Back, 'How Is That An Insult?'",1
There Is A Reason Gay Men And Women Are Not More Visible In Science ...,0
"The Moment Before A Horrible Car Crash, The Kid's Dad Asked The Other Driver For Help. He Declined.",1
Watch This Terrible Accident Happen In Slow Motion And Remember It Next Time You're Tempted To Speed,0
Eric And Dylan Seemed Like Normal Kids With Normal Problems. Yet That Wasn't How Things Turned Out.,1
The Lasting Impact Of Columbine On Everything Everywhere,0
They Destroyed The Lives Of Countless Families. These Guys Rewinded The Tape To Try To Answer Why.,1
Shooting Kids In School Isn't The Answer To Your Problems,0
Ever Notice How Hollywood Makes Certain Kinds Of People Extinct In Apocalyptic Movies?,1
Ever Notice How Some Of Us Seem Extinct Already Before Some Disaster Movies Even Begin?,0
Watch Jeremy Irons Speak Absolutely Frankly About Killing People For The Things They’ve Done,1
"If Just One Person Is Put To Death For Something They Didn't Do, Doesn't It Indict The Whole System?",0
That Awkward Moment You Realize Just How Weird It Is For Women To Get Rid Of All Their Body Hair,1
The Media’s Always Blamed. But It's Clear They’ve Got Their Hands In This Hairy Situation.,0
He Was Sent Packing Because He's Gay. So He Smiled Nicely Before Airing All Of Their Dirty Laundry.,1
"Boy Scouts Of America —All About Boys Growing Into Men, Unless They’re Gay Troop Leading Men",0
10 Important Things To Know When Teaching Kids About Sex,1
Most Parents Suck At Talking To Their Kids About Sex. This Video Can Help.,0
What He Lived Through As a 16-Year-Old Is Something No Kid Should Ever Have To,1
How Come Some Prisons Can Send Kids Into A 6 X 8 Box?,0
"I Can Prove The War On Drugs Is Racist, And I Only Need Three Graphs",1
The Statistics That Prove You Don’t Have To Be An Actual Person To Be Racist,0
These Guys Figured Out Where The Internet Was So They Could Take It And Give It To Everyone,1
"It Looked Like A Protest, But It Really Was An Incubator For Some Crazy Technological Advances",0
"They Didn’t Like School. School Didn’t Like Them, Until Something Incredible Stepped Right In",1
"If Standing On Tables Is The Best Way For Them To Be Heard, I’m All About It",0
Everything That Was Wrong With 'We Are The World' They Got Right In This Celebrity Music Project,1
"While Their Leaders Face The Music, We Get To Groove To It",0
An Artist Shows What 7 Days Of Consumption Looks Like By Having People Lay In Their Own Garbage,1
"It's Easy To Ignore Our Rubbish, But If We Had To Lay In It ... Well, That'd Be A Different Story",0
"If We Put Kids In A Place Like This, It's Not Fixing Anything. It's Torture.",1
"8 X 6. Some Numbers, Right? What If That's Where You Lived For Several Days In A Row?",0
Listen To This Kid's Suicide Note. And Make Sure You Listen All The Way 'Til The End.,1
What Starts Out As A Tragic Suicide Note Becomes An Inspirational Story Of Recovery And Triumph,0
"A Woman, A Black Person, And A Lesbian All Walk Into A Bar In The Same Body. Then They Were Killed.",1
"She Wants People To Talk About Their Existence, Rather Than Just Pretending They Never Existed",0
A Simple But Provocative 2-Panel Comic Summarizes A Serious Problem,1
Surgeon General’s Warning: NYPD,0
These Two Ladies Were Sick Of Misogynist Country Music. So They Wrote A Song About It.,1
"Even If You've Never Heard Of Bro Country, You'll Love The Song It Inspired These Girls To Write",0
She Changed Her Profile Photo From A Black Woman To A White Man And Basically Broke The Internet,1
"If You Ever Want To See Into The Matrix, Change Your Twitter Profile Photo To A Black Woman",0
Ever Wonder What Happens To Your Body When You Fast?,1
Slow Down. Here's Everything You Need To Know About Fasting.,0
I Thought I Needed To Multitask Until I Learned About Single-Tasking. Now I Feel Multi-Silly.,1
How 'Tab-Less Thursdays' (And 'Taco Tuesdays') Will Change Your Life Forever,0
"If You're Looking For A Profoundly Better Relationship With Your Body, I Have A TED Talk For You",1
At What Age Do 40% Of Girls Say They've Tried To Lose Weight?,0
Ever Notice How Hollywood Makes Certain Kinds Of People Extinct In Apocalyptic Movies?,1
"Hollywood Makes It Look Like Some Demographics *Already Are* Extinct In Apocalyptic Movies, So...",0
The Way These People Answer One Question Makes Me Think About What I Would Say,1
"When It Feels Like Our World Is Big And Divided, One Question Helps Bring It Back Together",0
"So It Turns Out, The Things That Started The ‘Border Crisis’ Began Almost 30 Years Ago",1
Whatever Happened To Offering A Place Of Comfort And Aid To People Seeking Asylum?,0
I Can't Believe These Chicks Think We Should Take A Chance On Them' — Some Hollywood Finance Dude,1
Chicks Directing Movies? With My Money?' — Hollywood Finance Guys,0
Their Answers To This Question Made Me Want To Write A Children's Book All About Girls,1
Their Answers To This Question Made Me Want To Write A Children's Book All About Girls. ASAP.,0
"A Teen Is Excluded, So Others Decide To Teach Him A Lesson. I Was Biting My Nails.",1
"A Teen Is Outcast, Then Others Decide To Teach Him A Lesson. I Didn't Think I'd Learn Something Too.",0
"What's Going On With Honey Bees Is Kinda Weird. Like, Horror Movie, Freaks-Me-Out  Weird.",1
"Say What You Will About Bees, But They Sure Do Keep Us Alive And Stuff. And They're Dying.",0
Ever Notice How Hollywood Makes Certain Kinds Of People Extinct In Apocalyptic Movies?,1
"More Than 2,000 Sci-Fi Movies About Aliens, Gremlins, Androids, Time Travelers, But Not ONE About...",0
The Best Part Is When The Guy Who Thinks Women Are 'Asking For It' Gets Called All The Way Out,1
"At The End, A Guy Shows The Mindset That Gets So Many Women Harassed On The Street",0
They've Been Left In The Dark For So Long. Here's What The Sun Has To Do With It.,1
"The Key To Lifting 500 Million People Out Of Poverty? Yeah, It's In The Sky.",0
Maybe There’s So Many Men In Power Because There’s Only Been 1/2 The Competition,1
Want To Jumpstart Your Business? Here’s 50% Of The Population You Could Hire.,0
2 Mins Will Give You The Facts On The US/Mexico Border Crisis. You Can Draw Your Own Conclusions.,1
"50,000 Kids Are Alone And Scared. They'd Appreciate It If You Understood Why.",0
"This Chilled Me Right Out, And It's About Climate Change? How Often Does That Happen?",1
This Is So Nice. It Tells A Story About Us And Nature That'll Leave You Floating.,0
You Probably Didn’t Learn This Sex History In School — But Maybe You Should’ve,1
Time Travel Through All The Ways Humans Have Understood And Misunderstood A 3 Letter Word,0
Here’s A Tip If You’re Thinking About Getting A Dog. Go Look At Some Swedish Furniture. Trust Me.,1
IKEA Is Making It Easy To See If A Pound Pooch Looks Right In Your Home. No Assembly Required.,0
A Plastic Surgery Doctor Took Out A Billboard That Tried To Shame Overweight People. And …,1
This Is A Muffin. It Is Not A Human … Just So Ya Know.,0
"Suspended While Black? In Preschool. Yeah, It’s A Thing.",1
Guess How Much More Likely Kids In Preschool Will Get Suspended If They're African-American,0
"First, They Came For The Humans, And I Said Nothing. Next They Came For The...",1
"Do You Want To Know What's Happening To The Bees? Don't Worry, It Only Impacts 1/3rd Of Your Food.",0
Let’s Talk About Post Traumatic Stress Disorder,1
During A Given Year 5.2 Million People Have A Disorder And It’s Time We Better Understand It,0
She Starts As A Dressy Blonde. The Last 4 Minutes Is Her Saying ‘F*ck That’ In Spectacular Fashion.,1
Why Settle On 'Lady Like' When You Can Be Whatever Badass Version Of Yourself You Want To Be?,0
"These Kids Aren't Lovin' It, So They're Speaking Up About It",1
This Is What It Looks Like When Kids Fight Back Against Junk Food In Their Communities,0
Why Are The Bombs In Gaza Killing So Many People?,1
Why Are So Many People Hurt and Wounded From These Bombs?,0
"The Next Military Superpower Might Not Even Be A Country, But A Corporation. And That's Terrifying.",1
Should Corporations Be Able To Sell Armies? Why The Next Military Power Might Not Even Be A Country.,0
One Of The Most Brilliant Historians Of Our Time: What It Really Meant To Drop Atom Bombs On Japan.,1
"Paradoxically, War And Acts Of War Are Often Used As An Excuse To Save Lives",0
Their People Have Been In This Country Longer Than Almost All Of Us. They’re Running Out Of Water.,1
Most People In This Town Have No Running Water. Can We Help Them Fix That?,0
"A Woman, A Black Person, And A Lesbian All Walk Into A Bar At The Same Time. It Ended Horribly.",1
The Only Thing We Know About These Dead American Women Are Their Names. Because No One Said A Word.,0
"She Wanted To Report The Truth, And Ended Up A War Correspondent In Her Own Country",1
Four Of The Bravest Women In Journalism Describe Reporting From The World's Deadliest City,0
So America And The United States Are Not The Same Thing?,1
There Are Places On American Soil That Are More Like France Than Kansas,0
"At Age 11, His Parents 'Returned' Him. And It Only Gets More Interesting From There.",1
"To All The Kids Like Harry Potter And Luke Skywalker, This One's For You",0
"The First Time, She Called An Ambulance For Her Son. The Second Time, She Used A Pillow.",1
"When Saving Her Son's Life Didn't Work, She Helped End His Suffering Instead",0
What Costs $1.2 Trillion And Will Likely Cripple Our Economy For A Generation? (Hint: It's Not War.),1
You Would Need 15 Bill Gates To Deal With Student Debt In America (And Other Fun Facts),0
The Secret Advantage Behind The Big Nerdy Eyeglass Trend You Might Be Missing Out On,1
You Know Those Power Suits We Keep Seeing? They Really Do Have Certain Powers.,0
A Murphy Bed Is A Thing You Don't Know You Need...Here's An Apartment With Three Of Them.,1
Doing More With More Is Clearly Not Working For Us. Let's Try More With Less.,0
"What's Going On With Honey Bees Is Kinda Weird. Like, Horror Movie Weird.",1
What's This Science Nerd All Abuzz About? HINT: Weird Things Today That Could Cause Chaos Tomorrow.,0
You Really Need To See What's Under This Guy's Pants. It's Not Like That. Trust Me.,1
The Most Unusual Way To Stand Up For Justice While Dropping Your Pants,0
Some Smart People Were Asked For 1 Sentence On Why Race Still Matters. Here Are Their Answers.,1
"A List Of Simple, Convincing, Easy To Remember Reasons To Talk About Race",0
"When He Was 3 Years Old, Her Son Told Her That She Was Actually Her Daughter. Here's Their Story:",1
The Pink Dresses And Dolls Aside - What Makes Her A Girl Is So Much More Than All That,0
"10 Years Ago She Fell In Love. He Was Sweet, Kind, And Gorgeous. Then Things Went Terribly Wrong.",1
Fear and Anxiety Are Among His Patients' Most Common Ailments. And He's Not Talking To People.,0
A Crime That Can Put These Men Behind Bars For Decades Is Most Certainly Not A Crime,1
A Documentary About The Struggle Of LGBT People In Iran Exposes Both Injustice And Hope,0
Heres A Story About How Big Companies Work With The Government To Make You Pay More For Less,1
The Big Government Just Limited Access To Information But Your Local Government Could Save The Day,0
One 9-Letter Word That Begins With P Scares A Lot Of People. Here's Why We Should Talk About It.,1
There's Wonder Woman. There's Spider-Man. And There's 1 Cartoon Person With Powerful Things To Say.,0
"Relationships Aren't Always Sunshine And Rainbows, But No One Should Have To Deal With This",1
"These Women Are Standing Together Against Domestic Violence, And I'm Joining",0
"They're 1 Of Every 8 Residents, 16% of Our Labor Force, and Founded 40% of Our Fortune 500. Curious?",1
Now You Have It: A Top U.S. Strategy For Being An Economic Boss​,0
The Dirty Little Secrets Hiding Behind Our Pretty Little Processed Food,1
Stepping Into Your Kitchen Give You Anxiety? Me Too. Here’s Why We Should Get Over It.,0
A Super Fake Commercial With Unrealistic Beauty Standards That Are 100% Real,1
"A Revolutionary Beauty Secret That's So Good, It's 100% Unreal",0
"Ah, So This Is Why Texas Acts Like It's A Whole Separate Country",1
They Started 25% Of Our Tech Companies And 40% Of Our Fortune 500. Curious?,0
The Creepy Reason People Never Used To Say ... 'I'm Feeling Kinda Down Today',1
When 'How Are You Feeling Today' Was The Scariest Question A Doctor Could Ask,0
The Terrifying Results Of Obamacare’s Impact On Just One State,1
This Is What The Affordable Care Act Is All About,0
"If Women Knew These Odd Little Details About Heels, Would They Still Wear Them?",1
"No Need To Blame Everything On Dudes, But There’s One Accessory You Can Thank Him For",0
"If At The End Of His Speech You Still Think That Mascot ‘Honors’ Him, You’re Still Missing The Point",1
They’re Real People. Not Mascots. So Maybe We Should Start  Listening To Them.,0
His Kids Can Choose From 35 Flavors Of Blunt Wraps Or Malt Liquor Slushies. Why Do They Choose Kale?,1
He's Happiest When They Pollinate Plants And Not Each Other,0
"Next Time You Eat A Banana, Remember This Girl's Amazing (And Successful) Experiment",1
What If Every Peel We Threw Away Were Actually Turned Into Something We Use Every Day?,0
It's Called Green Graffiti And People Are Clamoring To Get It On Their Walls Too,1
These Kids Are So Good At Gardening And Cooking They're In Charge Of Feeding Their Own Teachers,0
A Picture Of One State's Uninsured Before And After The Affordable Care Act,1
One State's Uninsured Before And After The ACA,0
Nice Boy Likes Girl. Girl Dates Jerk Instead Of Nice Boy. Can You Guess The Rest?,1
You Can't Buy Love With Money. But You Can Buy It With Kindness — According To Hollywood.,0
Here's A List Of Insults Too Many Black People Know. Who's Saying Them Might Surprise You.,1
"Hearing The Ways Other Black People Have Described Them, Really Bummed Me Out",0
A Look Into How Different Life Is Between These Twins,1
This Family Took A Health Curveball And Continually Hit It Out Of The Park,0
NICE. LEGO Finally Allows Female Figurines To Do More Than Just Lay Poolside In A Bikini.,1
"3 New LEGO Figurines Prove That Girls Can Do Adventurous Things, Too",0
Here's A Picture-Perfect Family. Except For One Small Caveat...,1
The Only Things Keeping These Families Apart Are Semantics,0
3 Women. One Diagnoses. 3 Different Countries. 3 Very Different Outcomes.,1
3 Women. 3 Countries. 1 Diagnoses. 3 Very Different Outcomes.,0
His Class Attendance Increased by 50%. Why? He Asked His Kids To Eat Their Vegetables.,1
Everyone Should Have Someone Like Him In Their Corner,0
A New Way To Think About What We Put Into — And Get Out Of — Our Cars,1
"It's Not Just The Gas Your Car Burns, It's Also The Kind It Makes!",0
This Guy Had To Fly In A Helicopter With Bill Gates In Order To Meet With Another Spectacular Human,1
"It Sounds Hard To Cut A Country's Infant Mortality Rate In Half, Yet She Totally Did It",0
Don’t Watch This If You Don’t Want To Know How You Might Be Getting Played Each Time You Vote,1
"I Wish 'Gerry Mandering' Were Some Guy’s Name, But It’s Not",0
14 Diseases You Never Had To Deal With Because You And Everyone Around You Was Vaccinated,1
Millions Of People Aren't Suffering From Preventable Diseases. Let's All Celebrate By Doing Shots.,0
An Abortion Joke Shows How Ridiculous Some Laws Are Getting. So Absurd It's Funny.,1
"If The Phrase 'Transvaginal Ultrasound' Makes You Giggle Or Infuriated, Hear A Comedian Out",0
6 Myths About One Of The Most Sex-Intensive Jobs In The World,1
How Cop Blocking Can Make Life Much Harder For Sex Workers — And I'm Not Talking About Money,0
"Not All Sumo Wrestlers Are Fat Dudes In Diapers. Pretty Far From, Actually.",1
Should Sumo Wrestling Be An Olympic Sport? These Women Have Me Nodding.,0
"Several Times During This Video, I Shouted Cuss Words. That's How Angry I Am.",1
"Ooh, Fun! Rolling Death Machines That Hold Jet Fuel And Even Scare Firefighters. This Will End Well.",0
A Lobbyist Says Something Awful About A Mom Who Died And Gets A Time Out From A Senator,1
A Lobbyist Says Something Completely Insensitive About Orphans And Gets A Time Out From A Senator,0
Stephen Colbert Goes All 'Dad' On Some Teens With Questions About Harassment and Lying Boyfriends,1
"The 'Real' Stephen Colbert Is A Total Sweetheart, And This Video Proves It",0
"An Amazing, Exciting, Fantastic New Way To Finally Get Older Children Adopted Into Loving Homes",1
