Headline,Attention Score
"The US Chamber Of Commerce Totally Reversed Its Position On Climate Change? Well, Kinda Sorta.",0
The Men Who Fought This Law Wore White Robes. The Folks Dismantling It Wear Black Ones.,1
POP QUIZ: What Incredibly Empowering Law Is Running On Empty?,0
"Why Did This Police Chief Apologize For Something He Didn’t Do, 50 Years After It’d Happened?",1
"Why Did A Police Chief Apologize For Something He Didn’t Do, 50 Years After It’d Happened?",0
Why Do All The Girls That Save The Day Only Look A Certain Way?,1
Do All The Girls That Save The Day NEED To Look A Certain Way?,0
Your Ketchup Has A Terrible Secret It's Keeping All Bottled Up,1
Sugar Is Hiding So Well These Days You'd Think It's A Horcrux,0
"Brown Bear, Brown Bear, What Do You See? I See A Comedian Sticking Up For Me.",1
"Brown Bear, Brown Bear, What Do You See? I See People Sticking It To Me.",0
The Government Has A Sexy Little Music Video They'd Prefer You Didn't Watch,1
"You Know That Stupid, Sexist Music Video That Robin Thicke Made? This One Is More Disturbing.",0
"If You Know Nothing About Keystone XL, Here's An Adorable Animation You Should Watch",1
"If You Know Nothing About Keystone XL, Here's An Animation You Should Watch",0
"Sexual Harassment, Exposure To Harmful Chemicals, Low Pay. Its All In A Day's Work Here.",1
How Can An Industry So Focused On Keeping Things Clean Have The Dirtiest Management Practices?,0
A Classic Scene From 'It's A Wonderful Life' That Is Just As Relevant Today,1
"If You've Tried To Buy A House In The Last 5 Years, You Might Be Cheering For George Bailey Right Here",0
The Only Video You Need To See To Convince You That Global Warming Is Happening (In 13 Seconds),1
The Only Map You Need To See To Convince You That Global Warming Is Happening (In 13 Seconds),0
The Government Has A Sexy Little Music Video They'd Prefer You Don't Watch. EVER.,1
The Government Has A Sexy Little Music Video They'd Prefer You Didn't Watch,0
The Kind Of Advice That Usually Costs $250 An Hour,1
This Guy Is Like Boot Camp. He Wants To Strip You Bare Before Building You Up.,0
The Difference Between Global Warming Skeptics And Normal People,1
The Logical Conclusion For A Global Warming Skeptic Vs. What They Actually Do,0
The Most Anti-Gay Airline In The Entire World Has A New Safety Video,1
"Say What You Will About Russia, They Sure Hate Gay People On Airplanes",0
The Most Anti-Gay Airline In The Entire World Has A New Safety Video,1
The Most Anti-Gay Airline In The Entire World Has A New Jerktacular Safety Video,0
Rachel Maddow Connects The Dots. Only The Dots Are Women’s Rights. And They’re Disappearing.,1
When Are These Legislators Going To Stop Exploiting Their Power At The Expense Of Women?,0
Why That New Shirt From Gap Is Unbelievably Priceless,1
How The Cost Of Fashion Is Way Beyond What You Pay At The Checkout,0
He’s Caught Lots Of Criminals In The Act; Now He Has To Hide His Face So They Won't Catch Him,1
Could This Guy With A Mop On His Head Actually Be A Real Life Superhero?,0
Why Anger Often Replaces The Many Other Emotions That Men Have,1
"As A Teenager, The Worst Thing To Be Called Was A Girl. As An Adult, I'm Seeing What A Problem That Is",0
Watch And Learn: How To Roll Down Your Window And Deliver A Fantastic Response To An A**hole,1
This Parks And Rec Star Totally Got The Last Word When She Was Disrespected At A Red Light,0
"Armed With A Glass Of Water And Some Cold-Hard Facts, This Guy Blows Up The Debate On Islam",1
"Meet Islam’s Most Eloquent Defender
",0
"A Totally Mesmerizing, Insanely Eloquent Defense Of Islam That Your Brain Will Thank You For",1
A Defense Of Islam That’s So Good You’ll Think Aaron Sorkin Wrote It,0
"I’ll Puke If One More Politician Swears The Children Are The Future, And This Infographic Is Why",1
I Don’t Think The College System Is Supposed To Function Like A Pair Of Cement Shoes,0
5 Statistics That I Always Keep In Mind When Talking About Race,1
"If This Kid And I Were Standing At A Train Station, Its 8 Times More Likely He'll Get Shot.",0
"If Men Have So Much Power In The World, How Is This 'Boy Crisis' Even A Thing?",1
"Nobody Fits A Mold, So Why Should We Expect Half The Population To Fill One?",0
Parents Claim To Have Eyes On The Backs Of Their Heads. Remember That Kids Have Eyes On The Front.,1
One Of The Few Times Saying 'They're Always Watching You' Isn't Creepy,0
"Okay, We Admit It — Being Grotesquely Irresponsible Is Really Fun. Sadly, It's Time To Grow Up.",1
Scientists Need To Stop Pretending That Reversing Climate Change Is 'Fun',0
Men: The More Powerful Sex Or The More Repressed Sex?,1
Men: The More Powerful Sex Or The More (Emotionally) Repressed One?,0
The Problem Facing Young Men That Needs To Become A Household Conversation,1
Why Anger Often Replaces The Many Other Emotions That Men Have,0
Consider This Trashy Fact Before Digging Into Your Next Seafood Feast,1
"You May Not Think Twice About Your Waste After Trash Day, But Nemo Isn't So Lucky",0
Consider This Trashy Fact Before Digging Into Your Next Seafood Feast,1
What Do You Have To Do With The Junk In Not-So-Free Willy's Trunk?,0
Apparently There Is A Question That A Large Majority Of Adults Are Incredibly Afraid To Ask,1
The Kind Of Game You Might Just Lose Because You Were Trying To Be Nice,0
What Could Make An Entire Room Full Of Football Players So Emotional?,1
"There May Be No Crying In Baseball, But In Football Its AOK",0
Detroit Has Been Declared Bankrupt. I'm Going To Take A Guess That This Happened As A Result.,1
"The Burglars Could Still Be In There, But What The Hell: You Want A Bath",0
What Could Make An Entire Room Full Of Football Players So Emotional?,1
If A Football Coach Can Make ME Feel So Emotional...,0
Burglars In Your House? Here Are Some Things You Can Do While You Wait For Them To Leave,1
Here Are Some Things You Can Do While You Wait For Burglars To Leave Your House,0
"He Won’t Help You Carry Someone You Love, But He’ll Do Most Of The Work",1
He Won’t Build You A Stairway To Heaven. It’s More Like A Doorway.,0
Don’t Make The Mistake I Made. Read Title Carefully. He’s Not A Coffee Maker.,1
"He Won’t Help You Carry Someone You Love, But He’ll Do Most Of The Work",0
"One Fact About Raising The Minimum Wage Is So Unbelievable, I Had To Fact Check It Like 5 Times",1
By The Numbers: What A Minimum Wage Increase Would Do To Your Shopping Bill.,0
Some College Seniors Get Drunk and Jaded. This One Got Inspired And Arrested.,1
How One Ordinary Guy Took On The U.S. Government And Helped Inspire A Movement,0
An Awful Tabloid Decided To Review Her Lady Parts Instead Of Her Music. So She Responded Awesomely.,1
A Cautionary Tale To Any Tabloid Newspaper Who Thinks Picking On A Women's Body Is A Good Idea,0
A Muslim Scholar Wrote A Book About Jesus. Watch A Confused Newscaster's Brain Explode.,1
A Muslim Scholar Wrote A Book About Jesus. Watch A Confused Newscaster's Brain Break.,0
A Celebrity Couple Are Hounded By Paparazzi As They Walk Down The Street. They Respond Wonderfully.,1
The Kind Of Attention Seeking That I Am Totally Cool With Celebrities Doing,0
Watch A Retired Teacher Destroy What's Left Of A Politician's Mayoral Campaign In Under 2 Minutes,1
Watch The Guy With A Funny Name Act Unfortunately Like HIs Name When Challenged On His Shortcomings,0
Here's Something You May Scroll Past Because You Wouldn't Want To See The Horrifying Reality,1
"Blood Is Water, Bombs Are Toys, And Children Are Doctors. Unbelievable.",0
Watch A Retired Teacher Shatter What's Left Of A Politician's Mayoral Campaign In Under 2 Minutes,1
Retired Teacher Asks Sexting Politician The Question We All Wish He'd Answer. Accountability Ensues.,0
A Celebrity Couple Are Hounded By Paparazzi As They Walk Down The Street. Their Response Is Superb.,1
A Celebrity Couple Are Hounded By Paparazzi And Decide To Respond In A Wonderful Way.,0
Watch A Retired Teacher Shatter What's Left Of A Sexting Politician's Mayoral Campaign In 2 Minutes,1
Watch A Retired Teacher Shatter What's Left Of A Politician's Mayoral Campaign In Under 2 Minutes,0
Anyone Could Make This Mistake. The Fact It Happens All The Time Is Frightening.,1
The Most Important Detail Parents Can Add To Their Shopping List,0
His Jokes Will Wake The Part Of You That Used To Make Friends Without Mark Zuckerberg's Help,1
W-W-Dumber-You? This Jokester May Be Right About When Technology And Human Nature Mix,0
You'd Think He's Creepy If I Told You What He Did. So I'll Let Him Explain.,1
I Never Would've Watched This Video Had I Not Thought It Said 'Coffee Maker'. But I'm Glad I Did.,0
A Geek Mom Asked A Celebrity Nerd To Give Her Baby Geek Some Wisdom. Set Phasers To Heartwarming.,1
The Nerdy Kid From Star Trek Just Beamed Tears Onto My Face With His Inspiring Words For A Baby Geek,0
What Advice Could Make A Locker Room Full Of Football Players So Emotional?,1
What Advice Has A Locker Room Full Of Football Players Overcome With Emotion?,0
You Can See Her Groundbreaking Joy In Every Note She Sings,1
"Euphony: (n.) Wonderful Sounds. Now That You Know, You Can Describe These Trailblazing Ladies Right.",0
"If This Unconventional Educator Had His Way, No Student Would Ever Be Uniform Again",1
To Act Against Conformity Is To Keep The World An Interesting And Amazing Place,0
His Jokes Will Wake The Part Of You That Used To Make Friends Without Mark Zuckerberg's Help,1
LOL: I'm Reminded Of That Part Of Our Brain Technology Made Obsolete — Social Skills Or Something?,0
You Can See Her Groundbreaking Joy In Every Note She Sings,1
This Pioneer For Women Uses Her Heart As Much Her Lungs To Make Beautiful Music,0
This Is What It Looks Like When The King Of The Of Nerds Gives Your Infant Daughter A Pep Talk,1
A Geek Mom Asked A Celebrity Nerd To Give Her Baby Geek Some Wisdom. Set Phasers To Heartwarming.,0
This Is What It Looks Like When The King Of The Nerds Gives Your Infant Daughter A Pep Talk,1
This Is What It Looks Like When The King Of The Geeks Gives Your Infant Daughter A Pep Talk,0
"Don’t Be Discouraged By His Potty Mouth, This Guy Is Starting An Important Conversation",1
"Don’t Be Alarmed By His Potty Mouth, This Guy Is Starting An Important Conversation",0
Anyone Could Make This Mistake. The Fact It Happens All The Time Is Frightening.,1
Anyone Could Make This Mistake. The Fact It Happens All The Time Is Scary.,0
What Happened When A College Kid Took On Big Oil?,1
What Happened When A College Kid Took On The Oil And Gas Industry?,0
The Food Pyramid Was Supposed To Show Us How To Eat. It Did That. But In The Worst Way.,1
"How The Food Industry Plays Politics, Manipulates Psychology, And Laces Addiction Into Food For Profit.",0
What Happened When An Inspiring College Kid Took On Big Oil?,1
What Happened When This Inspiring College Kid Took On Big Oil?,0
Laugh Break: Stephen Colbert's Take On The McDonald's Minimum Wage McBudget,1
Ronald McDonald Would Like To Talk To You About Budgeting ... With Stephen Colbert's Help,0
Some Geek Boys Called These Geek Girls 'Fake.' They Won't Make That Mistake Again.,1
"Hey, Cool. A Music Video About My Life. Featuring People I Want To Be Friends With.",0
INFOGRAPHIC: How Could This Happen To 28% Of Kids On Our Watch?,1
How To Help A Quarter Of Kids Have A Better Life,0
What World Do We Live In When Even An Act Of Kindness Faces This Kind of Discrimination?,1
"At This Bar, $20 Can’t Buy You A Burger ",0
"Stephen Colbert's Scathing, Hilarious Response To McDonald's McMinimum Wage Budget",1
"HILARIOUS! Instead Of Raising Wages, McDonald's Offers A McBudget.",0
A News Team Risked Their Lives To Uncover This Story. They Wanted You To See The Horror Yourself.,1
How A Child Dressed In A Doctors Coat Became The One Ray Of Light In This Country,0
"Give Me One Minute Of Your Time And I Guarantee You'll Think Differently About Your Trash Forever
",1
It Takes Less Than A Minute To Change How You Look At Your Trash,0
"These Photos Make A Thought-Provoking Point About Something You Probably Just Did A Few Seconds Ago
",1
"I'd Ask You To Like This Photo If You Agree With It, But Then I Think That Proves The Photo Right",0
"This Commercial Isn't Real, But It's Brutally Honest",1
"Can You Guess What Suffocates Dolphins, Is Almost Immortal, And Can Be Used To Make New Islands?",0
How One Public Broadcasting Station Decided To Embarrass Reality TV,1
These Reality TV Parodies Are So Bad They Could Actually Be Real,0
"Why The Police Drove Past Her Instead Of Helping Her (Like She Asked Them To) Is Dumbfounding
",1
"Congratulations For Winning My Prestigious Slow-Ass Award, Detroit Police",0
"If You Still Don't Think We Need Feminism, You Should See The Signs These Girls Were Bullied For",1
"If You Still Don't Think We Need Feminism, You Should Know These Girls Were Bullied For Their Signs",0
Can You Believe Some Condescending Geek Guys Think These Brilliant Geek Girls Aren't 'Real'?,1
"I'd List All The Nerdy Stuff I Like, But Oh Wait — I've Got Nothing To Prove",0
This Country Killed A 16-Year-Old American Boy And Wouldn't Explain Why. Guess Which One.,1
Once Upon A Time A Country Killed A 16-Year-Old American Boy And Wouldn't Say Why. Guess Which One.,0
Here Is What It Looks Like When Girls Get Sick Of Being Called 'Fake',1
"I'm A Geek Girl, I'm Not Weak. I Like What I Like, And I've Got Nothing To Prove. ",0
The Way We've Been Talking About Gettin' It On Is Turnin' Me Off,1
Because The Way We've Been Talking About Gettin' Down Is Turnin' Me Off,0
WOW! Best Use Of Ad Space I Have Ever Seen.,1
Probably The Coolest Way To Squeeze Every Available Resource I’ve Ever Seen,0
Some Geek Boys Called These Geek Girls 'Fake.' They Won't Make That Mistake Again.,1
"Don't Let The Dulcet Tones Fool You, These Girls Have Had ENOUGH Of Being Called 'Fake'",0
Desmond Tutu Would Rather Go To Hell Than Not Have This Heaven,1
Desmond Tutu Thinks That What We're Fighting Against Here Is As Important As Apartheid.,0
WATCH: The Most Honest Lady-Business Advertisement I've Ever Seen. Period.,1
Dear Ad Execs: Here's How You Make A Non-Condescending Ad About That Thing You Hate To Talk About,0
The Fact That I Thought These Were Real Should Scare Us All,1
The Fact That I Thought These Were Real Almost Made Me Give Up On Life.,0
Desmond Tutu Delivers One Kick-Ass Line Against Anyone Advocating For A Homophobic God,1
"If Heaven Is Homophobic, Desmond Tutu Would Rather Go To Hell",0
Some Geek Boys Called These Geek Girls 'Fake.' They Certainly Won't Be Making That Mistake Again.,1
Some Geek Boys Called These Geek Girls 'Fake.' They Won't Make That Stupid Mistake Again.,0
Desmond Tutu Delivers One Kick-Ass Line Against Anyone Advocating For A Homophobic God,1
"In 9 Words, Desmond Tutu Summarizes Why He Is Against A 'Homophobic God'",0
The Fact That You Thought These Were Real Should Scare Us All,1
How One Public Broadcasting Station Decided To Embarrass Reality TV,0
The Fact That These Are Fake Is Hilarious. The Fact We Thought They Were Real Is Disturbing.,1
The Fact That You Thought These Were Real Should Scare Us All,0
The Fact That These Are Fake Is Hilarious. The Fact We Thought They Were Real Is Disturbing.,1
The Fact That This Is Fake Is Hilarious. The Fact We Thought It Was Real Is Disturbing.,0
The Fact That These Are Fake Is Hilarious. The Fact Everyone Thought They Were Real Is Disturbing.,1
The Fact That These Are Fake Is Hilarious. The Fact We Thought They Were Real Is Disturbing.,0
You Know How This Is Going To End The Whole Way Through. And That Spoils Nothing.,1
"You May Have Seen Every Movie Made, But I Guarantee You Haven't Seen This One",0
This Country Killed A 16-Year-Old American Boy And Wouldn't Explain Why. Guess Which One.,1
This Country Killed An American Teenager And Wouldn't Explain Why. Guess Which One.,0
"The Painful Truth Isn't Shown Here. We're Sorry, You'll Have To Picture It Instead.",1
"Kids Sometimes Feel Like Their Problems Are Invisible To The World. Here That's Quite Literal.
",0
A Country Killed A 16-Year-Old American Boy And Wouldn't Explain Why. Guess Which One.,1
This Country Killed A 16-Year-Old American Boy And Wouldn't Explain Why. Guess Which One.,0
Liam Neeson Is Here To Remind Us Pain Doesn't Go Away Just Because You Don't See It,1
"We All Want To Make This Invisible Problem Visible So We Can End It. Here Look, Liam Neeson Agrees.",0
I'm Tired Of Being Scared That White People Could Riot At Any Moment,1
"The Next TIme I See A White Kid In A Hoodie, I'm Calling The Cops",0
Someone Has To Stop All These White People From Ruining Everything,1
What Is It Gonna Take To Get White Leaders To Stand Up And Condemn These White Thugs?,0
Some Facts That Would Really Help Next Time Your Uncle Wants To Talk About Welfare Fraud,1
Six Facts About One Social Program That Might Surprise You,0
"If White People Don't Deal With This Issue, Then It's All Their Fault When It Happens Again",1
Why Don't More White People Speak Out About White On White Crime,0
Dear White People: You Are An Embarrassment To The Rest Of The White People,1
I'm Tired Of Being Scared That White People Could Riot At Any Moment,0
Dear White People: You Need To Do Something About Some Of Your Scarier White People,1
People Should Stop Being So Afraid Of White People. They Aren't As Scary As You Think.,0
"Liam Neeson Is Waking Us Up To The Painful Truth About Our Children That We Can't See
",1
Liam Neeson Wants Us To Turn This Invisible Painful Truth About Our Children Visible,0
"I Hate To Yell “Misogyny!” In A Crowded Country, But What Else Can You Call Texas’s Actions?",1
There’s Nothing Worse Than Being Stood Up By Your Governor On Your Way To A Cancer Screening,0
Liam Neeson Is Waking Us Up To The Painful Truth About Our Children That We Can't See,1
Liam Neeson Is Waking Us Up To The Painful Truth About Many Children That We Can't See,0
Dear White People: You Need To Do Something About Some Of Your Angrier White People,1
Dear White People: You Need To Do Something About Some Of Your Scarier White People,0
Dear White People: Could You Please Do Something About Your Angrier White People?,1
Dear White People: You Need To Do Something About Your Angrier White People,0
"When Someone Comes Out, What Do You Do When You Want To Know What’s Wrong With You?",1
Hearing 'You’re Not Alone' When Someone Comes Out Is Important. Especially Under Some Circumstances.,0
Dear White People: Could You Please Do Something About Your Scarier White People?,1
Dear White People: Could You Please Do Something About Your More Ragetacular White People?,0
Dear White People: Could You Please Do Something About Your Scarier White People?,1
Dear White People: You Need To Do Something About Some Of Your Scarier White People,0
This Dude Just Used Jelly Beans To Convince Me To Really Live My Life To The Fullest,1
This Jelly Bean Analogy Of My Life Makes Me Hungry For More Adventures,0
" Everyone Has One Great Poem Inside Them, And This Actor Just Nailed His",1
"6 Actors, One Powerful Poem. This Is ""black Boy Wonder"" And You Need To Hear It",0
"You've Probably Already Seen The Ending, But You'll Never Guess How It Ends",1
Imagine How Your Favorite Films Make Your Feel? Now Multiply That By 150.,0
"Everyone Has One Great Poem Inside Them, And This Actor Just Nailed His",1
"6 Actors, One Powerful Poem. This Is ""black Boy Wonder"" And You Need To Hear It",0
This Dude Just Used Jelly Beans To Convince Me To Live My Life To The Fullest,1
"A Fantastic Reason To Live Life To The Fullest, Brought To You By This Ginormous Pile Of Jelly Beans",0
The Entire Life Experience Caught On Film In Under 3 Minutes. Incredible.,1
"You've Probably Already Seen The Ending, But You'll Never Guess How It Ends",0
"View Of Two Lives On The Same Planet, But In Different Worlds",1
What Happens When Worlds Collide? It’s Not So Bad.,0
Know Someone Who Has More Likes Than Friends? This Man Has A Few Words For You.,1
Your Real Life Friends Will Enjoy This Passionate Plea,0
Know Someone Who Has More Likes Than Friends? This Man Has A Few Words For Them.,1
More iChat Than Eye Contact?,0
The Entire Life Experience Caught On Film In Under 3 Minutes. Incredible.,1
All Your Favorite Films Smushed Together To Form One Incredible Three-Minute Clip,0
"Watch One Community's Response To Fear, Terror, And Hatred - You'll Be In Tears",1
Watch How One Community Turns A Message Of Hate Into One Of Love,0
Split Screen Look At Growing Up Rich Vs. Growing Up Poor,1
Two Lives. Same Planet. Completely Different Worlds.,0
"You Might Be In Tears After Watching This Community's Response To Fear, Terror, And Hatred ",1
"WATCH: This Community's Response To Fear, Terror, And Hatred Might Have You In Tears",0
This Little Girl's Words Will Take You To A Dark Place So We Can See The Light,1
"Sticks And Stones May Break Her Bones, But Words Can Always Hurt Her",0
"This Is The Kindest, Least Cynical Graduation Speech I've Ever Heard. And It Has Monkeys!",1
Don't Regret And Wish You Could Rewind. Instead Be Kind.,0
"You Might Recall The Old Song, 'This Land Is Your Land' But Did You Know Why It's Kinda Subversive?",1
This Land Was Made For You And Me' — Or Was It?,0
"You May Think It's Healthy, But This Food's Got Some Tricks Up Its Husk",1
"Watch Out, Fruits. The Corn Monster's Here To Oust You.",0
Watch A College Professor Tell A Bunch Of College Graduates His Biggest Failure And Regret.,1
Wherein A Professor Tells A Bunch Of Grads About Failure And Monkey Poo And Inspires Everyone,0
"If You Want To Be Inspired By Failure, Here's The Graduation Speech For You",1
Being Nice Is Kind Of Hard. So You Might Want To Start Working On It Now.,0
A Quick Remedy If You've Lost Hope In The Ones Fighting For Our Planet,1
"If You've Lost Hope In The Ones Fighting For Our Future, Here's Your Remedy",0
"At McDonald's, The Food Is Not Quite Real. Now, The Paychecks Aren't Either.",1
Rent: $600. Food: $200. Getting Paid With A Debit Card That Charges Huge Fees? Priceless.,0
"You Know MLK's Most Famous Speech, But What He Said A Week Before His Death Also Fired People Up",1
WOW! Did MLK Support Working People Or What?!,0
"It's Heartbreaking To See People Complain About the First Half Of This Test, But Not The Second",1
"Next Time You Complain About Your Neighbors, Make Sure It's For The Right Reason


",0
"I Think Many Women Will Agree With What She Thinks Is The Worst Thing We Do To Girls
",1
Girls Shouldn't Feel Guilty For Being Born A Girl. Yet Why Are So Many Made To Feel That Way?,0
I Want To Pay A Tiny Bit More Taxes After Seeing This,1
I Bet You Didn't Know How Much Of A Rockstar You Are At Fighting Global Disease,0
"There Are Two Sets Of Loud Noises, But His Neighbors Only Decide To Complain About One",1
Perhaps They'd Wish It Were A Private Matter. The Second Part Of His Test Certainly Suggests That.,0
"When The Police Think These Boys Are Dealing Drugs By High-Fiving In Public, Something's Not Right",1
"Reality Check: Their Job Is To Protect People, Not Demonize Them
",0
"Turns Out, Learning This Convoluted Dance Could Be A Matter Of Life And Death",1
Could Learning This Convoluted Dance Really Be A Matter Of Life And Death?,0
It's Devastating To See The How People React To The First Half Of His Test Compared To The Second,1
"If You Heard These Two Disturbances, Which One Would Make You To Complain?",0
"When The Police Think These Boys Are Dealing Drugs By High-Fiving In Public, Something's Not Right",1
"Past The Stupid Reasons For Stopping These Kids, There Is A Deep Rooted Problem",0
"Turns Out, Learning This Dance Could Be A Matter Of Life And Death",1
"Turns Out, Learning This Crazy Complex Dance Could Be A Matter Of Life And Death",0
"When Humanity Throws This Kind Of Party, The Confetti Is Killer",1
This Particular Circle Of Life Is Getting A Big X Drawn Through It,0
Watch This Guy Totally Misspell Father At A Spelling Bee For A Totally Beautiful Reason,1
You Would Have A Hard Time Spelling This Word Too If That Had Happened To You,0
"This Disease Hasn't Made News In 60 Years, But Its Resurgence Could Make Headlines in The Next 10",1
This Put One Of Our Most Popular Presidents In A Wheelchair. We Can Put It Away For Good.,0
"When You Have Common Sense Like This Guy, Who Needs To Argue With Homophobes?",1
A Gay Author Has The Common Sense To Share If You Have The Good Sense To Listen To Him,0
Watch This Guy Misspell Father At A Spelling Bee For A Beautiful Reason,1
Watch This Guy Totally Misspell 'Father' At A Spelling Bee For A Totally Beautiful Reason,0
"You May Think It's Healthy, But This Food's Got Some Tricks Up Its Husk",1
"It May Seem Healthy, But This Food's Got Some Tricks Up Its Husk",0
You'll Want To Pay A Tiny Bit More Taxes After Seeing This,1
WARNING: This Might Make You Want To Pay Even More In Taxes,0
"An Infographic About Malaria That Made Me Happy. No, I'm Not A Psychopath.",1
Progress Or Not Enough? You Be The Judge Of How One Disease Is Being Fought,0
Martin Luther King Had An Amazing Way With Words. Here's A Powerful Example That's Rarely Seen.,1
Martin Luther King Had An Amazing Way With Words. This Is No Exception.,0
"How A Disease That Hasn't Made News In 60 Years, Could Make Headlines in The Next 10",1
"This Disease Hasn't Made News In 60 Years, But Its Resurgence Could Make Headlines in The Next 10",0
"Turns Out, Learning This Dance Could Be A Matter Of Life And Death",1
"Which Is More Of A Pickle: Being A Teen, Or Critters Facing Climate Change?",0
When A Message In A Bottle Is Also A Death Threat,1
What Can We Do When A Message In A Bottle Is Also A Death Threat?,0
So Humans Can Be Murderers From Thousands Of Miles Away Now?,1
When Is A Message In A Bottle Also A Death Threat?,0
It's Heartbreaking To See How People React To The First Half Of His Test Compared To The Second,1
It's Worrying To See How People React To The First Half Of His Test Compared To The Second,0
"Here’s a Bet, If In The Next Ten Minutes You Drop Your Shoulder Like This Lady, This Experiment Wins",1
Performance Art Just Got Pumped Full Of Swagger,0
"Do These Kids Have Special Truth Vision, Or Are The Rest Of Us Just In Denial?",1
"Do These Kids Have Special Truth Vision, Or Are Adults Just In Denial?",0
"These Cops Seem To Think High-Fiving Is Drug Dealing. Yep, That's As Stupid As It Sounds.",1
"According To These Cops, A High Five Is A Drug Deal If You're Black Boy",0
This Stuff Can Kill From Thousands Of Miles Away Now?,1
"Murder Is For The Birds... At Least, It Should Be.",0
They Can’t Escape From Her Tearful Plea For Help ... Because She’s Standing Right In Front Of Them,1
"Behind All Of The Broken Promises And Politics, There Is Just One Woman And Tearful Cry For Help",0
"Finally, A Way To Look At Marijuana That Even My Mom Approves Of",1
The New And Improved Beer Is Here! No Calories And No Hangovers!,0
"No Matter How Nonjudgmental You Are, This Guy Has You Beat",1
Is The Ability To See A Disadvantage In Modern Society? I'm Starting To Think So.,0
"The Plan That Will Make College Students Love President Obama For … Oh, About Two Years.",1
"Planning To Go To College? Might As Well Start Writing Checks To The White House Right Now.
",0
Loneliness Illustrated So Vibrantly You Will Need To Tell Someone,1
OMG! Loneliness Explained So Beautifully You Will Need To Tell Someone,0
Why College Students Will Soon Be Screwed As Soon As They Graduate,1
Money + Republicans + Democrats = Broke Students,0
"Imagine Being Hunted By Rabid Dogs, Except They Are Humans ",1
People Are Not Rabid Dogs. So Why Are They Acting Like It?,0
Would You Be Able To Guess The Top Five Happiest Careers In The U.S.?,1
What Keeps Employees From Bashing In Their Copy Machines With Baseball Bats?,0
You Should Know That Waste Isn't Just Throwing Things Away,1
Is What You Don't Know About Waste Making Everything More Expensive?,0
This Boy Lays Out An Experience Most White People Will Never Have To Worry About,1
"Walking Down The Street Can Be Worrying If You're White. My Bad, I Mean't Black.",0
"This Boy Lays Out An Experience Most White People Will Never Have To Worry About
",1
This Boy Lays Out An Experience Most White People Will Never Have To Fear,0
"Rihanna Just Got Remixed By Some 3rd Graders, Who Want To Send A Message To Their Parents",1
3rd Graders Use Rihanna's Hit Single To Advocate For Their Futures,0
They Can’t Escape From Her Tearful Plea For Help ... Because She’s Standing Right In Front Of Them,1
She's Standing Right In Front Of The Politician She Hopes Will Listen To Her Tearful Plea,0
"A Sweet Old Lady Silences The Room With A Tearful Plea, Because It's The Only Thing Left She Can Do",1
"She Silences The Room With A Tearful Plea, Because Truthfully, It's The Only Thing Left She Can Do",0
How Waste Isn't Just Throwing Things Away,1
You Need To Know Why Waste Isn't Just About Throwing Things Away,0
The Amount Of Skeletons In This Trailer Aren't The Most Alarming Part Of What You're About To See,1
"I Don't Like Being This Angry, But This Time Being Furious Is For The Birds",0
What's The Word For When Your Government Does Something That Makes You Want To Vomit?,1
Why The United States Government Needs A Timeout Now More Than Ever,0
What's The Word For When Your Government Does Something That Makes You Want To Vomit?,1
"The US Government Is Being A Big, First-Amendment-Denying Bully",0
What's The Word For When Your Government Does Something That Makes You Want To Vomit?,1
The US Government Scares A Man Into Shutting His Business Down And That's Not Even The Worst Part,0
"Rihanna Just Got Remixed By Some 3rd Graders, Who Want To Send A Message To Their Parents",1
A California School District Has A Bada** Plan For Getting Kids To School On Time,0
A Rihanna Song Just Got Remixed By These 3rd Graders. They Have A Message Every Parent Should Hear,1
A Rihanna Song Just Got Remixed By Some 3rd Graders. They Have A Message Every Parent Should Hear,0
A Rapper Just Used His Rap Music Video To Tell The World Something He's Had To Hide Until Now,1
This Artist A Damn Good Argument For Why His Music Has A Right To Exist,0
One Of These Things Is Not Like The Others' Shouldn't Have Come To Mind When I Viewed A Class Photo,1
"The World Would Be A Better Place With Less Of The 'Before' And More Of The ""After'",0
A Classist In Switzerland Made A Big Mistake. HUGE.,1
Apparently There's No Term For 'Black Billionaire' In Switzerland,0
Innocent Little Girls Don't Belong Behind Bars. So What Exactly Are They Doing In Jail?,1
Jail Is No Place For Little Girls. So What Are They Doing There?,0
5 Embarrassing Things That I Would Hate To Have In My Obituary,1
5 Things You’d Never Guess Are Deadlier Than Sharks,0
A Rapper Just Used His Rap Music Video To Tell The World Something He's Had To Hide Until Now,1
A Rapper Just Used His Music Video To Tell The World Something He's Been Afraid Say Until Now,0
A Classist In Switzerland Just Made A Big Mistake. HUGE.,1
A Classist In Switzerland Made A BIG Mistake. HUGE.,0
"Jesus Is Back! He's Here, He's teamed up with Moses And Their Protesting For Human Rights",1
Jesus And Moses Are Teaming Up To Fight For Human Rights,0
Watch What Happens When Hilarious Ladies Turn The Tables On Misogymercials,1
Dear Panderscending Advertising Agencies: This Is What Your Ads For Women Look Like,0
These Hilarious Women Got Together To Make Fun Of Mansplaining Jerkmercials,1
"When Commercials Mansplain Women's Issues, They Deserve To Be Made Fun Of",0
Dear Condescending Advertising Agencies: This Is What Your Ads For Women Look Like,1
Dear Advertising Agencies: This Is What Your Ads For Women Look Like,0
