Headline,Attentio Score
Why Would 10 Million People Want To Live Inside A Lemonade Stand? Because It's Genius.,-4.737101815
Why Would Millions Of People Want To Live In A Lemonade Stand? Because It's Genius.,-4.741269934
He Was Asked Why Whiteness Made Him So Uncomfortable. His Response Is Pretty Profound.,-3.755955249
He Was Asked Why Whiteness Made Him So Uncomfortable. His Response Is Pretty Profound.,-3.575858414
"You Know How You’re Supposed To Always Want To Be Younger? Well, Screw That.",-4.372223842
Walmart Went On The Record About What It Pays Its Workers. It Didn’t Count On Us Knowing Math.,-4.225668036
How Changing The Definition Of One Word Might Make TV Shows Worse But Real Life Better,-4.228091449
An Artist Counted Every Atomic Explosion On Earth And Shows Them All In A Matter Of Seconds,-4.104587712
How Does It Feel To Be A Minority In A Minority In A Minority? Something Like This.,-4.659576023
Some People Get Drum Sets To Play Music. This Person Got One For A Much More Beautiful Reason.,-4.233799733
"Wow, Here's A Scarily Simple Way To Sabotage Your Life And Everyone's Around You ",-4.60168263
"If You Are Getting Bullied In School, Then You Better Watch This Awesome Nerd Stare At The Camera",-3.366273596
"If You Told Her There'd Be A Famous Actress Like Her Ten Years Ago, She'd Have Laughed",-4.091399052
"If You Said Someone Like Her Would Be Famous 10 Years Ago, This Actress Might Have Laughed At You",-4.322453543
In 3 Minutes He Explains An Ignored Fact About Health Care. You'll Want To High-Five Your Screen.,-4.545420182
Some States Have Decided That People Living On The Edge Might Not Be Such A Great Idea,-4.913648033
"The Reality Homeless Children Live —Told By Mark, 10 Years Old",-4.725285716
"The Reality Homeless Children Live —Told By Mark, 10 Years Old",-4.555093067
"In 3 Minutes, He Nails What No One Wants To Hear About Those Cancelled Health Plans",-3.926635197
"The Day After His Dad Dies, He Waits Until The End Of His Show To Tell Us About It. It's Pretty Great.",-3.313580822
Stuff Like This Is Why Public Transportation Is Way More Entertaining Than Sitting Alone In Your Car,-4.261500013
"In 3 Minutes, He Nails What No One Wants To Hear About Those Cancelled Health Plans",-3.639817514
A Kid Says Something To A Teacher That No One Should Have To Experience,-3.160445763
A Kid Says Something To A Teacher That No One Should Have To Experience,-3.171029215
"He's The Only One In His School. Instead Of Feeling Special, He Gets Bullied Everywhere. ",-3.519013934
Walmart Went On The Record About What It Pays Its Workers. It Didn’t Count On Us Knowing Math.,-4.050397084
"He's The Only One In His School. Instead Of Feeling Super Cool, He Gets Bullied Everywhere.",-3.676743169
"Why Would 826,000+ People Want To Live In A Lemonade Stand? Because It's Genius.",-4.584762006
"Wow, Here's A Scarily Simple Way To Sabotage Your Life And Everyone's Around You ",-4.389404564
​Read The Witty Suggestion An Advice Columnist Gives To A Homophobic Parent,-2.751535313
​Read The Witty Suggestion An Advice Columnist Gives To A Homophobic Parent,-3.761200116
Someone You Might Not Expect Makes A Speech You Will Not Forget,-3.84207077
8-Year-Old Narrator Understands Congress Better Than Most Of Us,-4.532599493
Hear How The Audience At The Boston Symphony Orchestra Found Out JFK Had Been Shot.,-3.768233995
Someone You Might Not Expect Makes A Speech You Will Not Forget,-3.832108495
"A Lot Of People Find It Hard To Talk To Her. So, She Put Together 4 Easy Tips. ",-3.33856519
"With Just A Few Animated Doodles, A Little Kid Calls Out Congress. I Doubt They'll Respond. ",-3.904605735
"With Just A Few Animated Doodles, A Little Kid Puts Congress In Its Place. ",-4.140557405
"An Ad For Alcohol Takes A Dark Twist. Well Played, Sweden.",-3.514271263
Listen To Neil deGrasse Tyson Give You 10 Reasons Why You Should Love Science,-4.214154323
A Poem For All The 'Boobs Guys' And 'Butt Guys' Out There,-3.404121971
"I Talk About Money In Politics For A Living, And This Still Blew Me Away",-4.7396481
"A Lot Of People Find It Hard To Talk To Her. So, She Put Together 4 Easy Tips.",-3.230501717
A Student Totally Nails What's Wrong With Our School System And Why We Mistrust Teachers,-3.66237621
Someone You Might Not Expect Makes A Speech You Will Not Forget,-3.734889381
"If Some Of Your Work Life Involves Sitting, You Really Should Watch A 3-Minute Clip About...Well, Sitting!",-4.042859513
They Did It 86 Times To Every Other President Combined. 82 Times To Obama Alone.,-3.943787498
"A Lot Of People Find It Hard To Talk To Her. So, She Put Together 4 Easy Tips.",-3.663113014
This Minister Followed The Teachings Of Jesus At His Son's Wedding. So His Church Kicked Him Out.,-4.149172066
Hear The Moment This Audience In Boston Found Out JFK Had Been Shot.,-3.540918953
"If We Paid These Women What They're Worth, There'd Be A Lot Of Men Complaining About Unfair Pay",-4.560141595
A Minister Stands Up To Some Bullies Picking On His Son. By Bullies I Mean His Entire Religion.,-3.874223504
A Minister Tells A Church To Start Walking The Walk So They Tell Him To Walk Out The Door,-4.18812452
"When I Figured Out What This Girl Is Doing, I Felt Sick Because That Will Never Happen To Me",-3.140117558
"When I Figured Out What This Girl Is Doing, I Felt Sick Because That Will Never Happen To Me",-3.508450379
When Being The Biggest Employer With The Most People On Welfare Is Considered A Success Story,-4.111994156
"If Your Work Or Home Life Involves Sitting, You Really Should Watch A 3-Minute Clip About...Well, Sitting!",-3.805307935
No Big Deal. He's Just Trying To Educate The Whole World. For Free.,-4.418353694
When Being The Biggest Employer With The Most People On Welfare Is Considered A Success Story,-4.216608648
When Being The Biggest Employer With The Most People On Welfare Is Considered A Success Story,-4.253025386
They Did It 86 Times To Every Other President Combined. 82 Times To Obama Alone.,-3.930111689
A Church Told A Pastor That He Couldn't Preside Over His Son's Wedding. He Responded. Appropriately.,-3.541135334
They Did It 86 Times To Every Other President Combined. 82 Times To Obama Alone.,-3.724038385
A Church Told A Pastor That He Couldn't Preside Over His Son's Wedding. He Responded Like A Dad.,-3.331558307
These Ladies Made Rugs From Scraps. Middle Men Stepped In & Tried Taking It Over. But They Said No.,-4.310485459
It's Pretty Shocking How Much Money This Person Would Make If They Didn't Love Their Client So Much.,-4.07242988
"When I Figured Out What This Girl Is Doing, I Felt Sick To My Stomach",-3.070066048
"When They Image Clothes For Models, Here's What Actual Women Would Have To Look Like",-3.531997033
"Wow, Here's A Scarily Simple Way To Sabotage Your Life And Everyone's Around You",-4.256554586
This Recent Bill Is Everything Wrong With Politicians In One Very Expensive Nutshell,-4.399633871
"When They Imagine Clothes For Models, Here's What Actual Women Would Have To Look Like",-3.317334634
"After Spending 3 Years In Jail For No Reason, This Teenager Finally Gets A Chance To Speak Out",-4.206971606
The Side Effect Of Birth Control No One Ever Talks About,-3.792196398
Listen To Angelina Jolie Urge The UN To End Rape In War Zones,-4.555861019
Here Are 10 Snazzy Sciencey Reasons Why You Should Love Science,-4.591264424
"After 3 Years In Jail, This Innocent Teen Finally Gets To Say A Few Words",-3.97297006
"The Day After His Dad Dies, He Waits Until The End Of His Show To Tell Us About It. Just Beautiful.",-3.199357721
Watch The Moment Angelina Jolie Stands Up For Women Worldwide To The UN,-4.245396304
What Warren Buffet And Bill Gates Think Is 'Very Unfair',-3.918112213
Feeling Crappy? Hear This Little Song Remind You That Things May Not Be Too Bad,-3.7241556
Watch The Moment Angelina Jolie Stands Up For Women Worldwide To The UN,-3.476979437
"I Don't Remember This Scene From The Hunger Games Sequel, But It Sure Is Realistic",-3.160433751
These Mothers Literally Turned Rags To Riches,-4.076715329
Watch The Moment Angelina Jolie Stands Up For Women Worldwide To The UN,-3.654389374
The One Where A Woman Keeps Repeating A Hurtful Term That's Been Hurled At Her For Her Entire Life,-3.91611504
The Side Effect Of Birth Control No One Ever Talks About,-3.884964159
"Once Upon A Time, One Guy Decided To Change Three Lives. It's Not A Fairytale, But It's Real Life.",-4.258070246
The Side Effect Of Birth Control No One Ever Talks About,-3.84901052
What Warren Buffet And Bill Gates Think Is 'Very Unfair',-4.192751131
What Warren Buffet And Bill Gates Think Is 'Very Unfair' Might Shock You,-4.364988365
"If You Tell This Dude To Man Up, You Better Be Prepared To Learn About Your Poor Choice Of Words",-4.098235289
Watch This 6-Year-Old Give You The Most Adorable Guilt Trip Ever,-4.037383523
Watch This Guy Play With Some Legos To Learn About The Future Of Our Planet,-4.876195612
"If You Tell This 'Manly' Dude To Man Up, You Better Be Prepared To Learn Why What You Said Is Awful",-4.120774935
"If You Tell This 'Manly' Dude To Man Up, You Better Be Prepared To Learn Why What You Said Is Awful",-3.919883919
"If You Want To Be A Real Man, Never Say This",-3.732546712
"The Next Time You Hear Someone Say Man Up, Tell Them To Watch This And Pipe Down",-3.874210106
"I Am Livid That A Magazine Did This To Jennifer Lawrence And My Guess Is She Is, Too",-3.101174753
"This True Story About Organ Trafficking Is Like Every Urban Legend You've Heard, But Worse",-3.913474466
Here's A Scarily Simple Way To Sabotage Your Life And Everyone's Around You,-4.580698423
More Than 93 Percent Of Americans Totally Want It To Be Legalized. And It's Not Weed.),-4.207052123
A Union Rep Gets Asked Some Hard Questions. His Answers May Surprise You.,-4.904200664
More Than 93 Percent Of Americans Totally Want This To Be Legalized. And It's Not Weed.),-4.17922803
A Union Rep Gets Asked Some Hard Questions. His Answers May Surprise You.,-4.616662339
"Cheap, Cheesy, And For Charity: You're Gonna Love This Kevin Bacon Commercial",-4.566335915
This Famous Actor's Disguise Isn't Foolin' Anyone But Why He Puts It On Is A Pure Delight,-4.211952604
This Famous Actor's Disguise Isn't Foolin' Anyone But Why He Puts It On Is A Pure Delight,-4.300491147
"Food Stamps Are For Lazy Freeloaders! Well, Let's Look At The Facts.",-4.336293235
"Kevin Bacon's Disguise Isn't Foolin' Anyone But It Will Make You Laugh, And Think, And Laugh Again",-4.176206279
"Wondering What Happens To Divorced, Dark-Skinned, Single Mothers In This Country?",-3.588608008
Mustachioed Kevin Bacon Jumps In Front Of A Green Screen — And Into Our Hearts,-4.528120829
A Massacre Of Innocent People Is Happening And The World Looks The Other Way,-4.624744789
"It Doesn't Make Sense To Stop ""AIDS In Africa."" Yes, You Read That Correctly.",-4.554434422
WAIT! Listen To This Guy's Talk On Spending Money And Happiness Before Going Out Shopping On Friday,-4.599061339
"It Doesn't Make Sense To Stop ""AIDS In Africa."" Yes, You Read That Correctly.",-4.742855782
Mustachioed Kevin Bacon Jumps In Front Of A Green Screen — And Into Our Hearts,-4.30308018
A Massacre Of Innocent People Is Happening. Will The World Look The Other Way?,-4.638998289
WAIT! Listen To This Guy's Talk On Spending Money And Happiness Before Going Out Shopping On Friday,-4.781895071
WAIT! Listen To This Guy's Talk On Spending Money And Happiness Before Going Out Shopping On Friday,-4.803807194
"If This Woman Were Alive Today She'd Be 109. Actually, She Is, And Has Something Incredible To Say.",-3.58289352
It's Pretty Shocking How Much Money This Person Would Make If They Didn't Love Their Client So Much.,-4.683038586
Sometimes The Cops Help You Find Your Stolen Car. Sometimes The Cops Are The Ones Who Stole It.,-4.2486857
Sometimes The Cops Help You Find Your Stolen Car. Sometimes The Cops Are The Ones Who Stole It.,-4.422048309
"Before Time Runs Out, Here's How To Play With Some Legos To Learn About The Future",-4.661550519
You'd Be A Feminist Too If You Experienced What She Did,-4.206755636
"This Woman Was Born In 1903. She's Still Alive Today, And Has Something Incredible To Say.",-3.42683005
Build One Of These With Some Legos Before Time Runs Out Or It's Gonna Get Super Hot In Here,-4.656730435
"A Half Mile Away From The Beginning Of The Gay Rights Movement, A Few Folks Are Left Out In The Cold",-4.895349139
"This Woman Was Born In 1903. She's Still Alive Today, And Has Something Incredible To Say.",-3.476636421
"The Kind Of Prison You Really, Really, Really Don’t Want To Go To",-4.320209468
"Politics Aside, This Is Just A Man Talking About Grief",-4.16652427
I Can't Believe We Even Still Need To Talk About Something I Thought America Dealt With Years Ago,-4.282428076
It's Pretty Shocking How Much Money This Person Would Make If They Didn't Love Their Client So Much,-4.610816864
They Asked If She Had Anything Else She Wanted To Say To The Audience. That's When She Took It Home,-3.430654177
"She Was 40 When The Nazis Took Her. Now, She's Outlived Them All  Has Something Incredible To Say.",-3.884655201
"Food Stamps Are For Lazy Freeloaders! Well, Let's Look At The Facts.",-3.759443418
"Food Stamps Are For Lazy Freeloaders! Well, Let's Look At The Facts.",-3.656765503
"Ugh, Food Stamps Are For Lazy Freeloaders!' Well, Let's Look At The Facts.",-3.740701132
"When You Think Of Little Afghan Girls, Do You Think 'Badass'? You Should.",-4.254026137
"She's Not Sorry For What She Said. In Fact, She's Just Getting Angrier.",-3.745750738
They Weren’t Happy With What She Said. So She Said It Again.,-3.387506006
"If You Pass One Of These People At The Airport This Season, Maybe Tell Them You Support Them?",-4.59137172
They Weren’t Happy With What She Said. So She Said It Again.,-3.355951116
Some Creepy Dudes Wrote Some Creepy Things To This Reporter. So She Is Calling Them Out. In Public.,-3.446569755
"They Said She Was Paralyzed, And She Couldn't Afford Her Recovery. Then A Dancer Changed It All",-3.802338159
The Amazing Number Of People Who Touch Your Food Before It Hits The Table,-4.645821953
"When A Union Rep Is Asked Some Hard Questions, Will His Answers Surprise You?",-4.420154093
"The Next Time Someone Says 'There's More Fish In The Sea,' Tell Them Why They're Wrong",-4.233631219
And This is One Artists Response To A Huge Promise From Our Government Being Broken,-4.623677117
The Amazing Number Of People Who Touch Your Food Before It Hits The Table,-4.602922764
An Auto Executive Talks Up Gas. The Guy Next To Him Who Builds Space Rockets Puts Him In His Place.,-3.817168167
An Auto Executive Talks Up Gas. The Guy Next To Him Who Builds Space Rockets Puts Him In His Place.,-3.491798346
"When You Think Of Little Afghan Girls, Do You Think 'Badass'? You Should.",-4.294488803
"It Takes Him 90 Seconds to Shut Down Climate Change Skeptics, All Without Any Fancypants Science",-3.425627699
A Union Rep Gets Asked Some Hard Questions. His Answers May Surprise You.,-4.453231669
Some Creepy Dudes Wrote Some Creepy Things To This Reporter. So She Is Calling Them Out. In Public.,-3.114057168
"The One Where A Walmart PR Firm Creates An Ad So Full Of Propaganda, It's Actually Hilarious",-3.413747696
Some Creepy Dudes Wrote Some Creepy Things To This Reporter. So She Is Calling Them Out. In Public.,-3.09938545
"We May Tell Our Kids That Life Isn't Fair, But We Should Actually Listen To Them Talk About Fairness",-4.086984208
The One Where A Walmart-Friendly PR Firm Creates An Ad So Full Of Propaganda It's Actually Hilarious,-3.356016613
This Famous Actor's Disguise Isn't Foolin' Anyone But Why He Puts It On Is A Pure Delight,-3.310727788
Watch Little Girls In Afghanistan Be Better At Skateboarding Than You'll Ever Be,-3.907183729
Since When Is A Stampede On A Holiday Right After Thanksgiving A Good Thing?,-4.750925938
Watch Little Girls In Afghanistan Be Better At Skateboarding Than You'll Ever Be,-3.729025164
A Stampede Of People On Black Friday Is A Bad Thing. A Stampede On This New Holiday? Spectacular.,-4.409955745
The Poster Is Mesmerizing. The Story It Tells Is Electrifying. Have You Seen it?,-3.828909745
"Finding Nemo' Isn't A Children's Movie, It's A Warning. This Animation Will Show You How.",-3.35294213
10 Reasons That Just May Convince Anyone That Science Is Awesome,-3.876045149
The Poster Is Mesmerizing. The Story It Tells Is Electrifying. Have You Seen it?,-3.50918602
"What Happens When 192,678 People Share A Video About Coming Out Of The Closet?",-4.372181028
This French Anti-Bullying Campaign Is Skipping The Kids And Going For The Parents,-4.014310481
"If A Man Asks What Women Have Been Asking For Centuries, Will Men Finally Listen?",-3.417027193
"At First I Didn't Get Why They Were Thanking Their Heroes, Then I Realized How Deep It Really Went",-4.530894645
And This is One Singer's Response To A Huge Promise Being Broken That Was Made To Us All,-3.804293823
These Little Girls Are Asking The Most Devastating Question I Can Imagine,-3.060911362
"If A Man Asks What Women Have Been Asking For Centuries, Will Men Finally Listen?",-3.421637459
These Little Girls Are Asking The Most Devastating Question I Can Imagine,-2.846851595
"Maybe If A Man Asks Questions Women Have Been Asking For Centuries, Other Men Will Finally Listen",-3.40085368
Watch This 6-Year-Old Give You The Most Adorable Guilt Trip Ever,-3.727789174
We Don’t Hear Enough From Native American Voices. Here’s An Inspiring Message From One.,-4.477076545
Let This 6-Year-Old Give You An Adorable Guilt Trip About Something You Do Every Day,-3.761200116
And This is One Singer's Response To A Huge Promise That Was Made To Us All Being Broken,-4.351446338
Watch This 6-Year-Old Give You An Adorable Guilt Trip About Your Next Trip To The Beach,-4.388851121
These Little Girls Are Asking The Most Devastating Question I Can Imagine,-3.470562104
"Mind: Blown. I Couldn't Have Guessed What A Dad Made For His Son, Who Was Born Without A Hand.",-3.670997516
A Poem For All The 'Boobs Guys' And 'Butt Guys' Out There,-3.639003371
"Mind: Blown. I Couldn't Have Guessed What A Dad Made For His Son, Who Was Born Without A Hand.",-3.612676265
A Damning Example Of Anti-Science Politicking You Need To See Side-By-Side To Believe,-4.480596907
"What The Media Actually Does To Women, Summed Up In 5 Minutes",-3.299507557
What The Media Actually Does To Women Might Shock You,-3.472061639
Someone Put Two Examples Of Anti-Science Politics Side-By-Side. The Results Are Damning.,-3.811786137
5 Minutes Of What The Media Actually Does To Women,-3.389016832
He Woke Up Naked In The Back Seat Of HIs Car. It Was Full Of Leaves. Apparently It Was A Sign.,-3.666454748
Someone Put Two Examples Of Anti-Science Politics Side-By-Side. The Results Are Damning.,-3.856833096
A Glimpse At How The Media Treated Women In 2013 Is A Look At Way Too Many Cringe-Worthy Moments,-3.203250507
"I Learned My 1,2,3 And My A+B=C. This, I Didn't Learn. aa3-3c",-4.630104257
"What If We Could Know, Without Asking People Who Work There, If A Company Treats Workers Fairly?",-4.705741474
"Beauty, Un-Photoshopped",-3.88444234
He Woke Up Naked In The Back Seat Of His Car. It Was Full Of Leaves. Apparently It Was A Sign.,-3.568242074
These Fashion Models Are Gorgeous. And You Know What Went Nowhere Near Them? Photoshop.,-4.104250592
It's A Love Story Within A Middle Eastern Conflict Wrapped Up In A Poem. And It's Breathtaking.,-4.473612812
"Oh Look, A Beautiful Woman In A Magazine — That Looks The Same Way She Does In Real Life",-3.906611565
"I’m Not Usually A Fan Of Teaching Women To Fake Things, But I’ll Make An Exception This Time",-4.078871133
Think You Know What 'Fat' Means? You Should Listen To This Dude's Definition.,-4.10944733
"I’m Not Usually A Fan Of Teaching Women To Fake Things, But I’ll Make An Exception This Time",-3.597727284
"You Know You Shouldn't Do It, But You Do Anyway. These People Will Convince You To Stop. Right Now.",-3.790802391
"Oh Look, A Beautiful Woman In A Magazine — That Looks The Same Way She Does In Real Life",-4.18696066
"I Get Hate Mail About My Stance On The Minimum Wage. Oh Well, Haters Gonna Hate, Right?",-5.381142064
There's A Way To Know If The Company You're Dealing With Treats Its Staff Fairly,-5.295917228
They Felt A Little Trapped Here. They're Solution Was Unimaginably Amazing.,-4.659633774
Fast Food Workers Are Walking Out All Across The Country. Here's Why.,-4.533072027
Fast Food Workers Are Walking Out All Across The Country. Here's Why.,-4.101071199
Fast Food Workers Are Walking Out All Across The Country. Here's Why.,-4.375719806
My 'English Only!' Father-In-Law Is Going To Hate Me For Finding This One,-4.400891199
One Amazing TEDx Talk + 8 Million Views = One Life Changing Moment,-4.337623022
"I Learned My 1,2,3 And My A+B=C. This, I Didn't Learn.",-4.387467607
A Boy Was Born Without A Hand. I Couldn't Have Guessed What His Dad Made For Him. Mind: Blown!,-3.517310012
Math Is Astoundingly Beautiful And We've Found The Video To Prove It,-4.14354339
"Parents Should Never Outlive Their Children, Can We All Agree On That, At Least?",-4.859812404
"I Bet These People Never Expected To Be Models, But The Results Are Pretty Beautiful",-3.45351987
"I Bet These People Never Expected To Be Models, But The Results Are Pretty Beautiful",-3.428767694
A Kid Came Up To Her In The Hall And Told Her She Saved His Life. He Wasn’t The Only One In Tears.,-4.0090101
"Did That Really Just Happen? Yep. This Guy Pulled Down His Pants, On Stage, During His TED Talk.",-4.670618726
"I Bet These People Never Expected To Be Models, But The Results Are Pretty Beautiful",-3.426097617
"There's A Reason This Guy Doesn't Drink Anymore. Apparently, He Doesn't Want To Die.",-3.939190539
Why Does Sarah Silverman Say Vaginas Really Really Scare People?,-4.505976801
"On May 10th, 1994, Nelson Mandela Silenced The World With An Inspiring Speech",-4.389399883
"Did That Really Just Happen? Yep. This Guy Pulled Down His Pants, On Stage, During His TED Talk.",-4.24032452
How Old Are You' Is The Simplest Question Ever. So Why'd It Ruin An 11-Year-Old's Life?,-3.265472662
What Is Depression? Let This Animation With A Dog Shed Light On It.,-3.702229254
Nelson Mandela's Beautiful Advice On How To Live Our Lives Makes Me Want To Make Some Changes,-4.214437912
Nelson Mandela's Beautiful Advice On How To Live Our Lives Makes Me Want To Make Some Changes,-4.103968881
I Was As Shocked As That Cute Little Boy At The Crazy Direction This Ad Took At the End,-4.242310744
He Saved 669 Kids Lives From Nazi Death Camps — And What The Audience Do At 0.50 Is Incredible,-3.80666249
"When I say It, It's OK, But When This Little Girl Says It, It Makes Me Really, Really Uncomfortable",-3.747182792
"After Hearing Someone Shame Women Who Have Abortions, She Bravely Spoke Out About Her Own",-4.308093472
He Saved 669 Kids Lives From Nazi Death Camps — And What The Audience Do At 0.50 Is Incredible,-3.896729346
He Saved 669 Kids Lives From Nazi Death Camps — And What The Audience Do At 0.50 Is Incredible,-3.693263768
Watch The Audience Give A Man — Who Saved 669 Children From Death Camps — A Tearful Surprise,-3.988914163
A 15 Year Old Ad About Racism Is A Great Reminder Of The Power We All Have To Promote Justice,-3.964778806
"I've Just Read Nelson Mandela's Beautiful Advice On How To Live, And Now I Want To Make Some Changes",-4.069118653
"I've Just Read Nelson Mandela's Beautiful Advice On How To Live, And Now I Want To Make Some Changes",-4.507893535
"Ever Fall In Love With Someone Who Wasn't 'Right' For You? He Did, Too, And Tells Us About It.",-3.751747243
"You Could Knit A Giant Sweater To Wrap Around Your Car, Or You Could Try These Tips",-5.251575104
How Some Of The Best Humans Aren't Even Qualified For The Nobel Prize,-4.710805
"A Male Feminist’s Take On Crying, Pornography, And Miley Cyrus",-4.239855023
So A Dirty Joke And A Muslim Feminist Walk Into A Bar ...,-4.286699331
How Some Of The Best Humans Aren't Even Qualified For The Nobel Prize,-4.98602517
"Fill In The Blank: 'Nice Guys Finish ___.' Nope, Not After What You're About To See.",-4.113594293
"That Burger Looks Innocent, But It’s Hiding More Secrets Than A Teenager’s Diary",-4.565342919
WATCH: 5 Sexist Double Standards In Less Than 60 Seconds,-3.465073352
"Only 15 Out Of The 566 Nobel Prize Recipients Have Been Women, And Other Terrible Facts",-4.934797218
WATCH: 5 Double Standards In Less Than 60 Seconds,-3.548105908
"Did That Really Just Happen? Yep. This Guy Pulled Down His Pants, On Stage, During His TED Talk.",-4.087543176
"These Humans Are Pretty Much The Best We've Got, But They Don't Qualify For These Friggin Awards?!",-4.71125218
This Ad Totally Nails 5 Double Standards Women Face In Less Than 60 Seconds,-3.399225383
"This Man Lost One Of The Most Important Parts of His Life. 25 Years Later, He Found It Online.",-4.060683559
This Ad Totally Nails 5 Double Standards Women Face In Less Than 60 Seconds,-3.53953066
Hilarious! 20 Things We Should Say More Often.,-4.164687285
"This Man Lost One Of The Most Important Parts of His Life. 25 Years Later, He Found It Online.",-4.090392744
"They Had Me At ""Flying Rhinos""",-5.199233408
So A Dirty Joke And A Muslim Feminist Walk Into A Bar ...,-4.320960339
So A Dick Joke And A Muslim Feminist Walk Into A Bar ...,-4.03849718
Are All The Double Standards For Women Making Your Head Spin? Here's A Comic For Ya.,-3.683342063
Are All The Double Standards For Women Making Your Head Spin? Here's A Comic For Ya.,-3.785341045
Proof That We Can Save The World. (By The Way: We're Also The Ones Destroying It.),-5.014753786
Say Hello To The Ingenious Invention That's Maybe Gonna Be Around Longer Than All Of Us,-3.950646311
Say Hello To The Ingenious Invention That's Maybe Gonna Be Around Longer Than All Of Us,-3.992680908
"An Ad For Alcohol Takes A Dark Twist. Well Played, Sweden.",-3.410594325
Watch A Congressman Freak Out When Told To Not Talk About The People Suffering In The Room,-3.763457241
5 Myths About Our Schools That Fall Apart When You Look Closer,-4.371825204
11 Rules For Dating A Black Woman. The Last One Is Definitely No Joke.,-3.368494512
Watch A Congressman Freak Out When Told To Not Talk About The People Suffering In The Room,-3.590771246
Here's A Test: What Sucks The Life Out Of School And Makes Kids Unhappy? Spoiler: It's A Test.,-4.675855318
Watch A Congressman Freak Out When Told To Not Talk About The People Suffering In The Room,-3.650621241
This Ad Totally Nails 5 Ridiculous Double Standards Women Face In Less Than 60 Seconds,-2.906108906
"A Gay Comedian Steps Into The Mind Of A Homophobic Dad And Finds A Sad, Sad Truth",-3.280838392
A Congressman Loses His Temper When Told To Not Talk About The People Suffering In The Room,-3.637913689
"Some Kids Really Do Love To Learn, So Why Do We Kill This Love With Standardized Tests?",-4.461345547
"A Gay Comedian Steps Into The Mind Of A Homophobic Dad And Finds A Sad, Sad Truth",-3.210105918
WATCH: This Ad Totally Nails 5 Ridiculous Double Standards Women Face In Less Than 60 Seconds,-3.127543152
"They Had Me At ""Flying Rhinos""",-4.804097647
"A Gigantic Corporation Tried To Mess With One Young Farmer, But She's Not Havin' It",-4.445841514
11 Rules For Dating A Black Woman. The Last One Is Definitely No Joke.,-3.659156353
These Hilariously Witty Comebacks To Sexist Comments Are Perfect,-3.599790043
A Clip That Begs The Question: Can These Kids Truly Be 'Happy' Working 12 and 16 Hour Days?,-4.314772565
194 Reasons Why Your Argument Against Gun Control Is Flawed,-5.21299947
194 Reasons Why Your Argument Against Gun Control Is Flawed,-5.253302853
"A Frightening Bully Tried To Mess With One Young Farmer, But She's Not Havin' It",-3.872681783
"Look At The Beautiful Girls, Then See How Much Photoshop This Fashion Magazine Chose To Use",-3.209310389
"In 76 Countries Across The World, He Could Be Arrested",-4.243889833
These Kids Are Working 12 And 16 Hour Days For Whom?,-4.290765509
Here’s How To Save On Gas Money. Whether You Spend It On Christmas Presents Or Beer Is Up To You.,-4.807036339
Welcome To That One Time When You’re Thrilled That Kids Look Up To A Gang,-4.789881624
What Taking A Job As A Seasonal Worker Can Do For You,-5.239232872
It’s Crazy How Normal People Look Underneath All That Makeup They Use To Look Normal,-3.504542215
"Wow, A Super Simple Set Of Steps To Stop Cyberbullying From Happening To Your Kid",-4.781895071
"Look At The Beautiful Girls, Then See How Much Photoshop This Fashion Magazine Chose To Use",-3.39597163
"In 100 Years You Will Probably Be Dead, But The Earth Won’t Be. Here’s What It’ll Look Like.",-3.981800845
"It's A Great Decision For Prejudice In India, And A Bad Day For Law And Love",-4.620807287
"A Dude Got Tired Of A Congressman Taking Legal Bribes, So He Had No Choice. Time For A Prank.",-4.096814627
The Only Video Of Flying Rhinos You'll Need To Watch Today,-4.687611516
11 Rules For Dating A Black Woman. The Last One Is Definitely No Joke.,-3.563872354
"Wow, A Wonderfully Simple Set Of Steps To Stop Cyberbullying From Happening To Your Kid",-4.631296491
"Oh Big Box Store, Oh Big Box Store, How Lovely Are Your Children?",-4.639405015
"I Loved The Pretty Dots On This Map ... But Upon Further Inspection, I Felt Sick To My Stomach",-3.57083482
A Kid Looked Death Right In The Eye And Sang This Song. 5000 People Picked Up Where He Left Off.,-3.698657365
An Author Has A Radical Idea About How We Should Spend Our Money And Our Time,-4.760348909
A Girl Is Hit By A Car And Is Dying. The Response She's Met With Is A Shrug And 'Not My Problem.',-3.409768287
Santa's Elves Aren't The Only Ones Who Work Hard During The Holidays,-6.384519635
"It's Dumbfounding That Drastic Action Hasn't Been Taken, Even When 194 Children Have Died",-5.461147472
You Think His Big Brother Will Fight The Attacker. Then There's A Shockingly Beautiful Twist.,-3.776342669
India Criminalizes Homosexuality. So What's It Like To Be Gay In India?,-4.918018003
Nice Shirt Ya Got There. Care To Find Out A Little About Who Made It?,-4.613118314
"Black Girls Code. Simple Name, Revolutionary Premise.",-4.828313737
"In A Country Where Same-Gender Sex Is Now A Crime, Hear What It's Like To Be Gay In India",-4.4285948
Human Beings Enjoy Sex! But Some Are Being Banned From Having It In India.,-4.535862979
"The Future Of The Earth’s Next 100 Years, Visualized",-4.030922227
"He Thought His Parents Were Breaking Up, But He Was Beautifully Wrong",-3.559970566
"When You Are Alone, Do You Feel Lonely?",-4.651053635
"Yeah So If You Could Not Ban People From Having Sex, That Would Be Great",-4.371241736
The Colorful Poster That Should Hang In The Mind Of Every Girl Who's Felt Insignificant,-4.317488114
