Headline,Attention Score
Think all young people are apathetic and not interested in the world around them?,-6.174017559
The way she spent her 9th birthday brought her global recognition,-5.267634019
Why there are so many jobs in the water industry,-6.188720327
They’ve come up with a $$-and-cents reason for people to do the right thing. Genius.,-5.997130285
Could you support your family if you were injured on the job? Depends where you live.,-6.272247878
"When you're thinking about making a donation, find out if they know about this.",-5.66919103
"Let's be honest, who could say no to a reasonable request from a nice lady with a plate of cookies?",-6.223677954
97% of countries that committed to equality give moms paid family leave. For dads? About half.,-6.195538536
A video game machine that falls in love with a bubble? That'll be the day.,-6.2311374
Their life-changing injuries are identical. But their compensation couldn't be more different.,-5.679717443
Bullies are never easy. But Twitter is making it brutal.,-5.337309116
After each tweet the audience goes wild. So why do they look so low?,-4.535229343
John Oliver calls BS on March Madness,-5.240826417
I wonder where Ronald McDonald got his license to practice medicine.,-5.499968443
Yes! Now *that's* how you do a St. Patrick's Day parade.,-5.852423499
There are so many jobs in the water industry — but first you gotta find water,-6.199607257
An Upworthy &amp; TOMS event: Let's talk about water.,-6.259156475
See the reason these 'criminals' hate California so bad they want to shoot it.,-6.466588971
He and his friends are violent people in leather jackets who yell at women. They LOVE this website.,-5.221764938
A new app helps this Indian city distribute its limited water supply.,-6.811464619
Everyone deserves to love their body. This blogger has set out to prove it.,-4.24645234
She had a revolutionary idea: instantly being able to vote if you're eligible to vote. Brilliant!,-6.45497392
"Once they learn to read that book, they're somebody. They will tell you, I am someBODY. I can read!'",-5.84932478
Who will help you write a happy ending to your very first love story?,-5.349598756
"1,500 films were analyzed. The prognosis is grim, but there's hope.",-4.794002036
"Some politicians want to force this man to use the women's restroom, and it's absolutely ridiculous.",-4.785722502
A really cool animation about food and what you eat,-8.311152548
"When we lose somebody, we never know what they will inspire us to do. Meet Essence.",-5.981184616
They just wanted to make the boy feel normal. They ended up making him feel like a superhero.,-5.091769218
"He starts talking, and I'm thinking … groan. But he quickly gets me. I see what you did there.",-5.361861075
A powerful new PSA takes on sexual assault through fresh eyes: Yours.,-5.295312858
The video every rich and/or powerful person needs to watch on the necessity of a living wage,-5.383497357
How one family turned their pain into something that helps kids learn to read.,-6.10206133
Our society is kaput' and other insights from an ageless 88 year old,-5.74718575
This picture is in a magazine for young girls. Published by a toy company. Ew.,-5.64403247
Someone asked about his body issues and it made me wonder why he has them,-4.706666101
"How to be a corrupt congressperson, legally.",-5.82008293
"The droughts are so intense, girls as young as 7 help get water — and walk miles for hours to do it.",-6.411818268
"If a hospital said to bring your own water, how would you react? Doris was thankful.",-5.79848641
"We can't change the Earth by just looking at it, right? Turns out, wrong. Sorta.",-6.144328685
Women are on exactly zero bills. Isn't it time for a change?,-6.038993412
History's full of great women doing incredible things. But where? Now there's an app for that.,-6.304042464
You have to survive. You can't just huddle in your house all day in fear.',-5.123771949
They looked at our little planet from above and felt something so powerful they had to name it,-5.973418069
What dating a person who isn't my race taught me about living through a unsatisfying letdown moment.,-4.010596496
University of Virginia students unify behind beaten classmate.,-5.577741754
Homesickness made her cry. Then her mom teared up and I was a hot mess.,-6.314151729
"Graveyards don't have to be creepy; they can be beautiful, and one company has a plan to make that happen.",-4.717903456
She's writing a skit to make a big point about how women value themselves.,-5.74718575
Graveyards would be 1000% less creepy if we memorialized our loved ones with trees instead,-4.559509267
"The tar sands industry is a tragedy up north, and these celebrities want you to know about it.",-5.470539072
See how one woman's life changed forever when she got a toilet.,-4.940903233
How Upworthy folks learned to be better allies to one of our own.,-6.366715877
The kids aren't all right. 7 worldwide photographers share how kids are living climate change.,-4.322006194
Even super cool husky guides in the Arctic miss home at times.,-5.078418545
Monica Lewinsky: 'You *can* survive shame and public humiliation.',-5.241242983
Kate Mara from House of Cards has a way to make Mondays something to get excited about.,-4.387876836
"Binge-watching made her a star, but Kate Mara's concerned with another kind of over-indulging.",-4.141179214
"For one man, happiness was as simple as air. For one woman, it was the sound of music.",-6.342875661
"25 kids are killed and 25,000 are hurt yearly by a 100% avoidable accident. Here's how to avoid it.",-6.335813841
There are 7 billion answers to the question 'What makes you feel happy?' Here are just a few.,-6.124683391
"The Xingu River is her home, but a giant dam is about to take it away.",-5.710172273
Your cell phone is literally a medical device that could save your child's life.,-4.862808661
Her whole life has been entwined with this river. The river is about to disappear.,-5.898900593
"They fought long and hard to protect their land, but the end is now in sight.",-5.462584767
Wall Street earned it. But does the average person deserve it?,-6.685860947
"Now *that's* what I call an acceptance speech. Thank you, Kerry Washington.<br>",-5.58774791
It may just be doomed to slowly lose its habitat completely to warming.,-6.381332458
An ice shelf the size of Rhode Island disintegrated into the sea in just 4 months.,-6.095574281
"Climate change.' One man is banned from saying it, but those who *can* have a field day with him.",-4.447645025
"She felt stuck, but wasn't alone. There's 600 thousand people like her.",-5.75012765
Compare Wall Street bonuses to the total earnings of every minimum wage worker. Go.,-6.374050873
Are people homeless because they choose to be?,-6.116382562
"Stop watching this video, step away from your desk, and go do something fun *right now.*",-5.932727348
Shining a different light inside a Cambodian garment factory. A positive one.,-6.004874234
Compare Wall Street bonuses to the total earnings of every minimum wage worker. Go.,-5.913748676
There's a place in Alabama called Tuskegee. 2 very different things happened here.,-5.810142491
Some of these men became fighter pilots in WWII. The others had a disease that would not be treated.,-5.384694484
The 5 best parts of the president's conversation with these Girl Scouts about their science project.,-5.018082244
The people that kinda made the economy implode are making billions of dollars. Can you not?,-8.284756593
The 5 best parts of the president's conversation with these Girl Scouts about their science project.,-5.387879835
It's hard to study or have a family because of what happened at 15.,-5.582110307
See The President and 5 Girl Scouts bond at the White House Science Fair,-6.560626462
Let's talk turkey about the ruckus beef is causing,-7.424364148
A fun way to experience breath with the tide. Its wonderful.,-5.396587588
Life is all about moments. No one in history has been able to hold onto one. Not a single soul.',-5.698079972
"1 in 5 girls is being denied an education, and it's up to us to change that.",-7.429125117
It took this man 22 years to carve a road through a mountain with nothing but a hammer and a chisel.,-5.6098573
Feel like something is holding you back? Maybe there's another way to look at it.,-5.883828718
What happens when a straight guy pretends to come out to his parents? Comedy gold.,-4.503640706
Is being colorblind is the best response to racism? NO. Nononononono.,-5.71879739
Should parents be required to vaccinate their kids?,-6.138512138
"There's no place like home, unless your mom brings it to you in the Arctic.",-5.984711024
This is what discrimination looks like in real life. And it hurts.,-4.67560882
They needed a bipartisan effort and got one. Let's take a look at what *we* saved from a sad list.,-5.958424693
"His team signed one of the top players in the league, so why is this sportscaster so upset?",-5.987804009
She was being threatened by people who wouldn't show their faces. Her supporters signed their names.,-5.505525091
A guy wanted to do something special for his niece. So he put on a dress and took her to the movies.,-4.085686499
"Even after you listen to his whole thing, you'll say, ""But sugar *does* make my kid hyper."" Nope.",-5.084605008
Snacks. Bathrobe. Socks. Camera. ... Water? What made Doris' delivery different (yet too common).,-4.758190659
10 thousand people from 29 countries get to go to medical school for free.,-5.503587856
In a few years he'll graduate debt-free and be a doctor.,-5.717280706
An (un)likely group of people get together to smash people's notions of where love can exist.,-6.118297418
Forget driving while Black … wha'bout FLYING while Black?,-6.145160578
Dave Chappelle interviewed Maya Angelou about a time she talked to Tupac. But the story goes deeper.,-4.810211482
One way the TSA 'scans' us at airports and how it means nothing for security.,-5.495410241
The TSA is being sued for one pretty much useless way it scans us at airports.,-4.552407024
"We all need this resource to stay alive, but it would be better off without us.",-6.56667243
Remember Pluto? Probably not like this.,-5.601134327
Learn how this man came along for the ride to the planet he discovered,-5.517835306
We've never been this close to Pluto. Here's why it matters.,-5.366221927
A look at Kenya's anti-rape revolution gives a glimpse at what success looks like.,-5.605608549
We often take this resource for granted. But it will survive long after we're gone.,-6.336825731
He interviewed an astronaut before he leaves to live in space *for a year.* Incredible.<br>,-7.149131599
"Before we can all live on Mars, we need this guy to live in space for 1 year",-6.089548654
An infographic about how to reduce heart disease and anxiety with one fluffy friend.,-6.129534237
What he says about mind control proves once and for all — there is nothing weirder than real life.,-6.696293232
The web is in danger. Here's how we fix it.,-6.731733835
A scientist studied a group of baboons. He learned something extraordinary about how men behave.,-5.188356915
This 4th grader isn't just complaining about testing. She actually wants more tests.,-4.85127393
A fun animation about a caterpillar and a snail puts you in different shoes,-4.727387819
"This animation is a great, non-confrontational way to talk about privilege",-4.561193997
"The story of water, told by Penélope Cruz. It's as haunting as it is beautiful.",-5.080907347
A 9 year old lays the smack down on standardized tests and it's *epic*,-3.588667902
Mind control is far more common than scientists used to think. Now I'm worried.,-4.111852099
A gay couple recorded a super sweet song for a baby they haven't met yet.,-5.573673789
"When another comedian publicly mocked her injury and weight, she responded with this eloquent video.",-4.936951635
Got a 401-K? Do you know what your money is doing when you're not watching it?,-7.225238843
"Trevor Noah is taking over the 'Daily Show' from Jon Stewart, and that's super exciting.",-4.40097856
"When a blacks and whites get together, there are some things to consider.",-4.398314828
How can we prevent rape? Kenya is working on the answer with this unique program for boys and girls.,-5.708131976
We assumed women's TV networks would be pro-woman. Silly us.,-5.182516062
"In 2016, there will be two elections. 99.95% of us won't get to vote in the important one.",-4.73209648
People find different ways of giving to their communities. His is through a camera.,-6.133398043
"He's like 'we all belong to more than one country,' let's not make this weird.",-5.89840184
"Even after the repeal of 'Don't Ask, Don't Tell,' these people can still be fired from the military.",-6.707595564
These networks promised stories about real women. Who are *these* people?,-5.638354669
It takes a community: how one man got support from his neighbors to save its water supply.,-7.200176106
"A Navajo teen and his camera visit the White House, but the audience he really wants is back home.",-5.760356672
"There's nothing wrong with high expectations, unless they mean you quit even before you get started.",-6.383747919
"Some smart guys, like him, think  that certain laws should be broken.",-6.356851432
The backlash against Indiana's nasty anti-gay law has begun.,-5.506048639
Do the ups and downs of creativity make you feel like a yoyo? 3 rules to live steady by.,-6.352878245
"Could 'self-acceptance' help fight climate change? If you said 'wait, what,' you're in for a treat.",-6.378426184
A 9th century potion could cure the Methicillin-resistant Staphylococcus aureus (MRSA) superbug.<br>,-7.216954195
Many delightful words start with the letter 'R.' Robust. Rhubarb. Rubenesque. So why use this one?,-6.099072535
Is destroying this river and the community that lives off of it worth making a buck on coal?,-6.38760056
A ripped guy and a not-ripped guy are in their underwear and I love it.,-4.702689227
A ripped guy and a not-ripped guy are in their underwear and I love it.,-4.513921515
A remedy from a 9th century medieval text kills scary superbugs like MRSA. Here's how they found it.<br>,-6.129534237
"There's a new way to help kids face cancer. A robot teddy bear named 'Huggable.""",-6.138686517
Have you ever wondered why college campuses don't have more clubs just for white guys?,-5.584485135
"If the bad stuff in the world has you down, he's here to tell you why everything's still good.",-6.098573533
"A robot whose sole purpose is to connect emotionally with cancer patients. It's working, too.",-5.395778342
"Indiana, 'til you play nice with EVERYONE, you don't get things like Angie's List and Ron Swanson.",-5.472517801
"They don't enjoy the word “illegal,"" so what he said got me hyped.",-5.659892052
Burglars are criminals for having what isn't theirs. These people are criminals for NOT having.,-4.812676966
"""If you're against it, you're against jobs ... For it, you're against children.""",-4.86430343
How one fan is making sure not a single seat will be empty at her team's LGBT Pride Night,-5.789960171
Someone wondered if homeless people go to heaven? Wow.,-4.626228937
"Let's talk about birth control — the tiny, insertable, don't-have-to-remember-to-take-it  kind.",-5.352855391
Celebs reading mean tweets is hilarious. Homeless reading mean tweets? Not so much.,-4.751370982
"Watch a love story about a soldier and listen to a man sing about his love, Georgia",-5.140136839
"What's better than having to always drink water that might make you sick? Um, NOT having to do that.",-5.942799375
Here's what California needs to learn from Brazil before this drought gets any worse.,-4.800786809
She can't do her homework. She's too busy listening to her mom cry at night.,-5.329663023
"What's it take for a black person to live in Chris Rock's neighborhood? A lot of patience, for one.",-4.33790715
"Comedians probe the edge of our culture, sometimes at great peril. Meet Lenny Bruce.",-6.716836875
"It's a tiny history lesson, but it should be so much bigger.",-6.007829901
"Helen Mirren sounds off on 'manspreading' on late-night TV, and it's awesome.",-4.157033255
She wanted safety for her daughter. But the country she fled to wasn't about to make things easy.,-5.254763469
"They got silly vests, a rhyming dictionary, and a message for their school: drop big oil.",-4.742961361
A 10-year-old boy in Florida goes on camera to say that discrimination against his dads is wrong.,-5.054611284
"After her talk, she dropped 5 names of important women. If you don't know who they are, here goes.",-4.528418078
Two 80-something Holocaust survivors started a band to remember the good times.,-5.574135866
"They completed a remarkable exodus, and not just from darkness into freedom.",-6.747195214
Women are making waves in the sporting world. Now up? The NFL.,-6.385194399
John Oliver knows you don't want to hear about government surveillance. So he flew to Russia.,-4.935465751
"When it looks like to turn the clock back 50 years. I'm looking at YOU, Indiana (and Alabama, and …)",-4.636718544
A comedian goes on a joke rant *against* science. He's trying to get humans to like it.,-5.006428929
Clean water must come first. And then everything else will follow.,-6.08702722
"One 12-year-old girl, two entirely different potential outcomes. We all want the good one, right?",-4.586708123
College keeps getting more expensive. Here's how one school manages to stay affordable.,-5.482842376
How would you feel if your electric company paid you to buy less of their product?,-6.684861696
"Three people named Jenny, Victor, and Julie took a chance on a better life. They got the opposite.",-4.96128942
These onesies really put the patriarcy in perspective,-4.492623417
See how a Chicago student body decided to help the undocumented students at their university.,-6.112452319
Republican want to give corporations enormous new power. Obama is helping them do it.,-6.37502482
See why one rock legend wants your kid to be a monk ... sort of.,-5.903378212
"The fight to #RaiseTheWage is about civil rights, and human dignity.",-6.115892125
Some are worried that food stamp users will buy things like steak and shrimp. That's just silly.,-5.456074979
"What's going on in Cuba is interesting, kind of  like how they roll.",-5.477939204
"Sometimes the more power people use, the less power companies make. It can be a great thing.",-6.375511438
"The 'Black Girls Rock' Awards had a lot of great speeches, but this one really stood out.",-4.606876047
"If you take 1 thing away from National Beer Day, here's what it should be.",-5.894402834
"He just made a movie, and I'm dying to see it.",-5.603102347
Gay football player Michael Sam performed a dance to a song about a dad who won't accept his son.,-5.464579282
One look at Cuba's bike culture and the creative people behind it,-5.881294504
"We need them for 1/3 of all our food, so yeah, bees really are good.",-6.724072797
A clever new idea uses a power company's smart meters to cut everyone's pollution.,-6.343880434
Dropping out of school is a familiar story for millions. This song gives it a unique twist.,-5.925955859
Apple's racially diverse emoji might just make us be nicer to each other. SCIENCE!,-6.678845133
What happened in North Charleston mirrors Ferguson. Here's what we can learn from both cities.,-6.704169227
"This savings and loan program in some of the poorest, rural areas of the world is... working",-6.11785243
How some parents talk to their black sons about racial profiling.,-5.91030379
A reformed racist gives insight to why he changed and offered advice on how American can change,-4.300372781
What happened in North Charleston mirrors Ferguson. Here's what we can learn from both cities.,-6.125169536
Sarah Silverman got paid $50 less for making *just* as many people laugh. She's got some thoughts.,-4.515731623
She started by feeding neighborhood kids extras from her pantry. It united a neighborhood.,-5.453559887
IMPORTANT SCIENCE NEWS: The Brontosaurus might be real after all.,-5.758416337
"In a number of states, a rapist can sue for custody of a child conceived as a result of his crime.",-4.606876047
The Daily Show's Samantha Bee did an eye-opening report about sexual assault and parental rights.,-4.477589308
They're walking out all across the nation on April 15. And it's only just the start.,-6.335307512
"June Cleaver, desperate housewives, move over. These women are talking about the real thing.",-4.839882919
Cambodian garment workers are benefiting from these health programs at work,-8.263332667
What would happen if we stopped trying to be 'normal'?,-5.472023485
A displaced Syrian carpenter turns trash into happiness and reminds refugee kids to be kids,-5.937056359
"Capitalism isn't working the way it should. Thankfully, we have options.",-7.216464719
"Capitalism's gotten twisted. Thankfully, we have options.",-5.739298108
"Capitalism isn't working the way it should. Thankfully, we have options.",-5.335765254
Having a Southern good ol' boy talk about privilege in American may be what America needs,-4.493120682
It's time to talk about ways to keep our forests as forest-y as they can be.,-6.70367879
Supporting marriage equality with a paper shredder? Genius.,-5.770002274
Gay propaganda transformed to make gay weddings more festive? Now that's lemons into lemonade.,-5.293304825
Some people who work very hard for a living are about to hit the streets. Why?,-5.756958611
3 Laureates and a UN dude talk about water. It's way more interesting than you'd think.,-6.391438415
You don't need a prize like these folks to stop the water crisis,-6.357842267
What do you when you don't think you can make it through a lifetime?,-4.953639139
Can we harness tornado power? A maverick engineer aims to show us how.,-5.361786237
Mad Men' creator speaks out: 'I'm a product of an era where feminism was the most exciting idea.',-5.588246912
This Harvard-educated cardiologist takes care of people for free. There's good in the world.,-6.121761548
Why Carry That Weight is so much more than carrying mattresses,-5.936576282
"When I dance, I am alive and free.",-6.716352613
John Oliver and Michael Bolton sing a hilarious tribute to a notorious part of the government.,-4.761137397
"If they had a 'chemical party' and let certain elements react, it would look something like this.",-5.169742614
He told me that my body was shameful. I decided to be proud of its power.,-4.478094103
A scientist is working on a revolutionary way to treat cancer that wouldn't make people so sick.,-5.761809457
Do taxes actually help bridge the wealth gap? Kinda.,-5.603593747
Thousands of survivors will carry mattresses to protest assault. Here's why we should support them.,-6.126141117
"He's been trying to prove it for 5 decades, but this scientist still says tornadoes can save us.",-4.685877953
Want your food to taste better? A musician learns that what's in your head is part of the answer.,-6.370145571
Is it really possible to 'make a living' on $7.25 an hour? Let's do the math.,-5.012855051
An economist demonstrates the tax code's impact on income inequality using Lego bricks.,-4.782174602
"It's illegal to pay women less than men for doing the same job, but it happens anyway.",-5.894402834
Ever listen to a story on the radio and think you've got one better? StoryCorps has an app for that.,-6.675823222
Men have opinions about her face so she explains her thoughts on all that,-4.534098744
How 1 gay woman told herself that it would get better,-4.6853792
"Would you run 550 miles? In ten days? After surviving cancer? Yes? Are you this guy, then?<span></span>",-6.363274379
"Ever heard of a VSLA? It's got these women sitting in a circle, putting money in a box.",-5.231108617
Why is the U.S. trying to give corporations enormous new power? Let's follow the money.,-5.599655765
"If you think minimum wage jobs are only for kids, here's the reality for you. And a clever spoof.",-4.692834503
These unsuspecting moviegoers were pranked with unusable water bottles. But why?,-4.710017056
"In a remote place where water and people flow away, his ideas help make things grow.",-6.334294084
A DIY ice-maker has ideas that create a legacy of doing good.,-5.100110301
"How cops giving out food will 'make a lot of people a little healthier in immediate, tangible ways.'",-8.305731145
Don't want your kid to take the Common Core tests just yet? There's an opt-out for that.,-6.343880434
So many animals do what they do best while 'Wonderful World' plays in the background,-5.589244169
"It shouldn't be a novel approach to rape prevention, but this college's email sure feels like it is!",-4.974176196
"After dealing with a big loss, surviving AP classes is no biggie.",-5.384736463
An L.A. movie theater handed out free water that was impossible to open. Why?,-3.726834184
"When Dave was 22, his dad came out to him. Here's how that story inspired a national project.",-4.90169238
She turned a loss into an opportunity to excel and is not turning back.,-5.610935924
"A giant circular kindergarten helps children develop in their own creative, silly ways.",-4.773344522
Their daily rituals whisper of an invisible bond between 5 kids from 5 places and 5 faiths.,-5.877735782
The hardest part about scaling a glacier used to be the climbing. Now it's actually finding one.,-6.590497261
Ever had a teacher that changed your life? So have these folks.,-5.763743226
The definition of 'white privilege' doesn't include 'good' or 'bad.' But it is 'real.',-5.347358126
She loved him madly once. It might have gone differently if his friends helped him be a better man.,-4.350404431
Meditation can keep you from getting sick and help you figure out your life. Science says so.,-5.200074319
She went to war. Then she battled PTSD at home. But this helps.,-5.152285811
"A young man describes his specific struggles employment, family, and gender.",-5.368187047
A video that shows not all cops are bad. How Houston cops are helping the homeless,-5.744727539
"Palm oil basically lubricates our lives, so here's what you really ought to know.",-5.08537164
They treat land so destructively that forests full of endangered animals are blown out like candles.,-5.591235706
"""What drugs don't destroy, the war against them is ripping apart.""",-4.393945122
He knew he couldn't stand by and watch his state discriminate. So he put up a sign in his restaurant,-3.964393641
One village doesn't depend on ANY outside sources. It's renewable.,-5.510816228
Read the note an 8-year-old girl wrote to the social workers who rescue children like her every day.,-5.163294179
Gold is going places it's never gone before.,-5.768080582
Your daily dose of feel-good: Watch 'Kid President' discuss the future in this delightful video.,-5.60653709
Vaccines save lives and money. A whole LOT of money.,-6.12419701
"Kids learn a lot in school, but we shouldn't forget the value of hands-on experience.",-5.448004317
"A sex club paid a trafficker $73 for Remy. 'For me, that was my worth,' she said.",-4.951690295
Meet the transformer shoe that can help kids in poverty for up to 5 years,-4.370440162
"George Lucas just reminded me of my childhood, and it has nothing to do with ""Star Wars.""",-5.471034121
Nanotech transforms all that glitters into a medical wonder.,-5.24827642
"5 years after a huge oil spill, we're still looking for answers. Luckily for us, this crew is on it.<br>",-5.641670636
"It seems like a small indignity, but imagine how it feels to never have feminine products you need.",-4.361775794
Would you trust companies to decide if their own food additives are safe for you? The FDA does.,-6.127596721
"At the site of the largest oil spill in U.S. history, a whale interrupts a deep sea expedition",-5.125153748
A whale interrupts a deep sea expedition on the site of the largest oil spill in U.S. history.,-4.532099243
"Prince EA wrote an apology to the future, but his real message is for you and me right here and now.",-5.203289756
George Lucas is right to build affordable housing in his wealthy California neighborhood.,-4.478544982
"Watch the adorable adventures of a cat, a dog, and the traumatized war vet who really needed them.",-5.468556419
When you put a match up to running water it shouldn't burst into flames. Thanks fracking.,-4.771454744
"When you are on the job, you have certain rights. Right?",-5.730848753
See how a cyclist is becoming a symbol of hope for a country 'scarred' by violence.,-6.597145702
Upworthy's exclusive interview with the poet who Facebook suggested befriend his own rapist.,-5.096201182
We might not have known what was happening in our own backyards. Then this app came along.,-5.838119099
This adorable little teacup Poodle does more than just look cute. She brings joy to the elderly.,-5.140452903
"It's not always easy to stand up to bullies, but this woman confronted a bigot and made a difference.",-4.269007761
Scientists make stars 'sing' to learn more about what they are.,-6.102558595
Could growing plants in the air be the salvation of farms ruined by pollution?,-5.805335752
Want to know the terribly obvious reason to not destroy jungles? Because then we won't have anymore.,-6.365133166
"From bank teller to dairy farmer, here's how one woman started a new life on the farm.",-6.323761412
Couples talk about the importance of family in a place that won't let them get married.,-6.12428546
"The ground is ruined, so engineers have started growing leafy greens in the air.",-5.549894918
Could the first drivable Lego car be the future of zero-emissions engine technology?,-6.130633428
The future of internet connectivity starts with the 30 balloons Google launched into the sky.,-6.580242784
A teacher who had enough of standardized testing told her students what they were really worth,-4.50001167
60% of Earthlings have no internet. Here is how Google wants to fix that.,-6.606070868
A farmer and mom talks about why it's important to eat real food.,-5.952443814
4 families are racing the clock to get a promising treatment approved before a son dies.,-7.213522819
These families lives will change when Ireland recognizes same sex marriage.,-5.96870756
Did you know that gay marriage isn't legal in Ireland? Yet.,-5.813334195
"Duchenne muscular dystrophy is merciless, so they're desperate to get this promising drug approved.",-6.708572365
Helping out the bees. Just one more reason to surround yourself with flowers this spring.,-7.238257349
What happens if we treat the elderly like the resource that they are? Barbara Beskind happens.,-5.339307768
An emotional film tells a story of 4 families trying to get a possible cure through the FDA.,-7.203157474
"When you hear 'Columbia' or 'Stanford,' you might think 'rich.' Sometimes, that's far from true.",-5.608005519
"He took a 90% pay cut so he could pay his employees more, and business has never been better.",-5.474985719
"A Rwandan cyclist is training as if millions of lives depend on it. And in a way, they do.",-6.709060408
A new drug may be life-saving. That's why these 4 families are racing to get it approved.,-6.109494466
The Trans Pacific Partnership is a massive corporate power grab,-6.759951084
She's explaining some issues with feminism using pizza. It's just as awesome as it sounds.,-4.505963536
An emotional film tells a story of 4 families trying to get a possible cure through the FDA.,-6.120297419
"Bees have survived for 50 million years, but what they face now is epic.",-6.729346059
The West Virginia Mine Wars: 1 million rounds were fired in the most violent strike in U.S. history.,-5.888877958
Plastic is forever. In one form or another.<br>,-6.670259221
They traded in a cigarette for 11 glorious minutes of bubble wrap popping fun.,-5.754036768
He's creating virtual reality films that he hopes can change the world. Literally.,-6.701222993
"Mark Ruffalo shares his complexion tips, for justice.",-5.080907347
"A plastic bottle finds its way home, along with a powerful message to recycle.<br>",-6.120297419
We can't stop oil spills yet. So we need to learn how to clean up after them.,-7.221835825
Every wondered why things go viral? It's all in your mind.,-7.19468707
"A mountain of money goes into the trash when we don't recycle, but technology can help.",-6.354370041
Red-pill alert: Science explains why every comment section is always a rage-splosion.,-8.312626026
"A bionic eye for the blind? It's not a sci-fi flick, this is real life.",-5.372105739
A filmmaker is building 'the ultimate empathy machine' with amazing virtual reality films.,-5.479903359
John Oliver's look at child labor in the fashion industry might have you rethinking your closet.,-4.178916719
This researcher asked kids what's wrong with US schools. Here are their ideas.,-4.244728759
"By honoring his late husband, he might wind up making gay marriage legal in every state.",-5.755011664
The endangered elephants of Africa have an unlikely hero. Billy Joel.,-5.28754527
"Food trucks sell delicious food. And for some people, they offer a better future.",-5.74423517
"We're safely going about our day, but they're just trying to survive an earthquake. We can help.",-6.354370041
How do we make more kids fall in love with science? Bill Nye and President Obama discuss.,-5.793174058
Bees are facing big trouble. The answer is to plant flowers.,-6.727431725
How scientists are finding creative ways to clean up oil spills,-7.233936651
"Explore the the Kathmandu Valley, epicenter of Nepal's earthquake.",-4.582226044
This food truck makes delicious meals from maple syrup *and* gives hope to former inmates.,-5.749637934
A new term is being coined: Sustainable Musician — one who makes music without hurting the planet.,-6.360808894
Technology that sorts frogs from green beans offers help for recycling too.,-7.188160942
Meet the 5 girls behind Ethiopia's first teen brand: Yegna. They are a huge hit.,-6.36769699
Faith leaders of Baltimore band together in solidarity with peaceful protesters.,-5.775695056
A 'Harry Potter' fan wants the Supreme Court to know that Dumbledore deserves equal rights.,-5.339307768
"If you want to know how gangs are involved with the riots in Baltimore, just ask them.",-5.371616741
"If you see a 2-foot-long salamander, you know you've found a healthy stream.",-5.911289255
"It should be obvious, but confronting teenagers with bullets and riot gear is a terrible idea.",-6.31929566
Why an Arab man won't say his mom's name,-4.097573175
Starlight can be transformed to tell us how big stars are.,-7.10808046
The environment has an unlikely hero: guitars.<br>,-5.778629522
"2 men were fighting on the subway. Cops showed up. Luckily for them, it wasn't the 'real' police.",-4.362738026
"As riots broke out across the city, this group of Baltimore clergy marched in peaceful protest.",-5.887870148
"If you want to know how gangs are involved with the riots in Baltimore, just ask them.",-4.768988271
Our kids' accomplishments can bring us to tears. D.L. Hughley shed several talking about his son.,-5.2923472
Millions of people provide care for older family members every day. This sweet clip shows just that.,-5.927410757
Plastic is to disposable as peanut butter is to jelly. We might want to change that.,-6.726952568
It's time for this daughter to look after her father. It's a sweet ad — with a serious point.,-6.69034526
Why education is pivotal in changing the future of girls in Kenya,-7.208106755
Jon Stewart has some strong opinions about journalists who covered a party instead of Baltimore.,-4.861810906
This is the first-ever photo of a monkey many people thought was extinct.,-6.387119791
She runs 8 restaurants like it's no big deal because that's how she rolls.,-6.723592027
They took a camera into the swamp forest to look for a super rare monkey. Here's what they found.,-5.01384003
"Francis comes out against the gender pay gap, one again claiming the title of 'Cool Pope.'",-7.200673618
What if there was a very simple way to prevent most heroin overdoses? There is.,-5.895904336
An Egyptian taboo says it's not ok to say your mom's name in public. Is it time to change that?,-5.265154458
