Headline,Attention Score
I’m All Hopped Up On Using My Mouse Clicks For Good. What Are You Gonna Do With  Yours?,0
"G.I. Joe Is A Big Fat Lie, And This Girl Knows His Secret.",1
The Connection Between G.I. Joe And My Monthly Expenses That All Men Should Know About.,0
"Typical Teen, Atypical Body. Watch How She Handles That Combo. ",1
"What If You Could Hear Every Sound Around You, But No One Could Hear You?",0
"The Secrets A Teen Carried Nearly Killed Her, So She Did The Only Thing She could With Them.",1
" 'Be The Change You Want To See.' It's An Inspiring Quote, But In Action, It's Life Altering. ",0
The Reality Of Who Actually Works For Minimum Wage Will Shock You,1
Women Are Finally Getting A Bigger Piece Of This Pie...Too Bad That Pie Is Only Worth $7.55,0
"If Intersectionality Had A YouTube Account, This Would Be Its First Post.",1
"Oppression Is A MultiPlayer Game, But No One Ever Wins.",0
The Law Most Landlords Hope You Never Hear About.,1
"This Video Isn't Real, But What It Could Mean For The Next Roof Over Your Head Is As Real As It Gets",0
This Woman Is So. Freaking. Beautiful. (And I Would Say That Without Ever Having Seen Her Picture),1
"Overcoming Critics Can't Be An Easy Feat In The Modeling World, But This Young Woman Figured Out How.",0
This Comedian Shows These Real Journalists That They Never Should Have Underestimated Him,1
One Of These Hosts Is Professional. Hint: It Isn't The Three Who Are Currently Hosting This Show,0
"She Had A ‘Pretty Woman’ Moment At A Dress Shop, But Her Response Is Way Better Than Julia Roberts’",1
"How To Feel Beautifully Confident, Even When Some Jerk Tells You You Shouldn't",0
Who Doesn't Like A Little Gratuitous Nudity To Go With Their Violence Towards Women?,1
"If You're A Woman In A Video Game, Your Chances Of Getting Killed Just Skyrocketed",0
Children In Every Country Except Brazil Are Terrified To Have Chemotherapy. This Is Brazil's Way.,1
Batman Is Here To Lend A Hand To Children With Cancer,0
The Three Adorable Things That James Gandolfini Was Afraid Of — You May Remember Him Differently Now,1
Everybody's Favorite Mafia Boss Talks About Why It's Okay To Be Scared,0
Ladies: Did You Know 'The Wizard Of Oz' Is Actually A Cautionary Tale For You?,1
The Wizard Of Oz': A Story About How Women Can't Be Trusted To Fend For Themselves?,0
Ladies: Did You Know 'The Wizard Of Oz' Is Actually A Cautionary Tale For You?,1
"For A Story With So Many Strong Women, The Director Of 'Oz' Sure Made Them Seem Helpless",0
"What Happens When You Combine A Racist and A Strong Black Man? A Stunning Moment, That's What.",1
So You're Telling Me This Movie Is Historically Significant Because A Black Guy Slaps A White Guy?,0
That Awkward Moment When Someone Proves That You'll Only Ever Be A Bitch,1
"Wait, We Got The Right To Vote And The Right To Work, But Not The Right To Succeed? All Righty Then.",0
"He Shot His Entire Community, And They Love Him For It",1
"If You See This Man Coming At You, You'll Want To Smile When He Shoots",0
Is This Horrifying? Yes. Did It Save A Few Lives? You Be The Judge.,1
Would There Be Less Accidents In The U.S. Workplace If Our Government Did This?,0
AIDS-Related Problem Goes Unsolved For 10 Years – So Some Gamers Solved It in 3 Weeks,1
GEEK UP! Internet Gamers Solve 10-Year Old AIDS-Related Challenge. How They Beat It Is Beautiful!,0
"That's Weird, Why Isn’t The Media Reporting On The Most Exciting Media News In Years?",1
"For Once, There’s Good News On The Subject Of Corporate Control Of The Media
",0
"Civil Rights Defenders Won This Fight In 1965. This Justice Explains How It’s Been Undone In 2013.
",1
"How Can This Law Have Served It’s Purpose When The Problem So OBVIOUSLY Still Exists?
",0
"Photographer Sick of Fashion, Reframes His Idea Of Beauty –– With Gorgeous Results",1
"Photographer’s Sense of Beauty Once Defined By Editors, Now Defined By Humanity",0
"One City Is About To Make Its Schools So Dangerous, People Are Refusing Food In Protest",1
Can You Imagine Anything Worse For Schools Than Teacher Layoffs? It’s Happening Right Now.,0
Stop Collecting Used Books To Send To Developing Countries. Start Supporting This Instead.,1
How To Turn A Classroom In A Developing Nation Into A World-Class Library,0
Watching People Disrobe Has Never Been This Disturbing,1
What Would Happen If You Took Off Every Piece Of Clothing That's Not Made In The USA?,0
Oh Snap! How 23 Words From One Female Senator Silenced A Room Full Of Anti-Choicers,1
"We Were Watching, We Were Supporting, And We Were Blown Away By The Question She Asked",0
Oh SNAP! How 23 Words From One Female Senator Silenced A Room Full Of Anti-Choicers,1
"The 23 Words That Summarized What Was REALLY At The Core Of The Anti-choice Bill
",0
"This Could Easily Be Shown On TV, And That Scares The Crap Out Of Me",1
"Fun Outside Of School Activities Include: Bike Rides, Zoo Trips, Shooting AK47's
",0
"This Could Easily Be Shown On TV, And That Scares The Crap Out Of Me",1
"Why Does It Feel Like This Infomercial Is Trying To Get Me Killed?
",0
The Age-Old Problem Of How To Get Textbooks To Kids All Over The World Has Just Been Solved,1
Struggling To Provide Opportunities In The Developing World? There’s An App For That!,0
Here's The Saddest Reason Any Kid Could Ever Get Teased At The Lunch Table,1
This Kid Says He Had A Good Day. What Can We Do To Make It Better?,0
Why The Religion Of 'Positive Thinking' Needs To Be Burned At The Stake,1
The Tsunami Of Positive Thinking And Why It Can Swamp Us,0
Words Like Good And Will Don't Belong Together If This Is The Kind Of Thing They Do,1
"If You Put The Word 'Good' In Your Name, Don't You Have An Obligation To NOT Be Bad?",0
I’m So Sorry My Country Is Breaking Up Your Family,1
Since When Is Separating Families An American Value?,0
What's The Worst Thing You Could Say To A Congresswoman Who Lost Her Legs In Battle? FOUND IT.,1
Telling Amputee Vets That A Sore Foot In Prep School Is 'In The Line Of Duty' Under Oath? BAD IDEA.,0
Here's How DOMA Is Like That Awkward Person At The End Of A Party Who Just Won't Leave,1
"Until This Map Is Rainbow Colored And Covered In Glitter, We Have A LOT Left To Do
",0
A Beloved World Leader Goes On Oprah And Is Totally Clueless About The Show’s Topic,1
Oprah Reflects On An Interview With Nelson Mandela. Take A Moment To Be Inspired.,0
Watch An 83-Year-Old World War ll Vet Shave Off About 50 Years In 15 Seconds,1
"Which Footage Is More Moving — World War Ll Pilot Surviving A Plane Crash, Or That Same Pilot Seeing It For The First Time 50 Years Later? 
",0
Are You Afflicted With The Human Condition? This Quick Quiz Will Tell You.,1
"YOU GUYS, You are NOT The Only One Who Feels How You Feel Right Now",0
The Supreme Court Did WHAT!? The Terrifying Ruling No One's Talking About.,1
Why Is Everyone So Silent On The Supreme Court Ruling That Messed With Our Right To Remain Silent?,0
"What's The Dumbest Thing You Could Say To A Congresswoman Who Lost Her Legs In Battle? Um, THIS.",1
Shady IRS Contractor Tries To Lie To Injured Vet. He Does Not Get Away With It.,0
The Supreme Court Did WHAT!? The Terrifying Ruling No One's Talking About.,1
Is Knowing The Bill Of Rights REALLY Necessary To Be Protected By Them?,0
What Happens When Corporations Are Treated Like People? Ben & Jerry’s Has An Answer For That.,1
"The Difference Between A Democracy And A Dough-ocracy, Courtesy Of Ben & Jerry’s",0
"I Hate To Be The Bearer Of Bad News, But There’s Some Unseemly Sh*t Happening In Iceland, Folks",1
How Can Such A Tiny Country Keep Killing Such Ginormous Animals?,0
"I Think I’m Supposed To Be Turned On By This, But I’m Super Grossed Out Instead",1
Watching This Couple Eat Sexy Foods On The Beach Is Decidedly Unsexy,0
Listen To A Guy Describe How He Got ‘Fixed’ While In Prison. It’s Not What You Think.,1
Prison Drama Isn’t Always A Bad Thing,0
"On Mother's Day, She Was On The Bathroom Floor, Hungover, And Pregnant. ",1
"Alcoholism, Bulimia, And Drug Addiction Taught This Woman That Life Is Brutiful",0
This Is Why The 2014 World Cup Is A Bad Idea,1
"When I'm Feeling Poor And Hungry, All I Want From My Government Is Some... Soccer?",0
"Having A Near-death Experience Is Hard, But The Beauty With Which This Woman Talks About It...Oof.
",1
"Everyone Has Their Own Ways Of Dealing With Death. Egg Salad, Poetry, Commercials...
",0
This Video Celebrating Pride Is Like A Unicorn Leaping Into A Pool Full Of Skittles,1
DOMA is DONEZO: YouTube Commemorates The Viral Videos That Changed The World,0
"A lot Of Us Assumed It Was Over, But We Were Incredibly Wrong.",1
"Are We Post-Racial? Ohhh, Ohhh Let Me Answer This Question!",0
Watching People Disrobe Has Never Been This Disturbing,1
That $29.99 Shirt You're Wearing? There's A Snowball's Chance In July That It's Made Here.,0
The Most Beautiful Sounding Middle Finger To Islamist Rebels I've Ever Heard.,1
"Love Is Blind, Talent Is A Gift, And Using Your Talents To Make A Stand Is Just Plain Inspiring.",0
"I Thought America Valued Freedom Of Assembly. So... What's Happening Here? 
",1
Top Tip On How To Avoid Getting Arrested In America: Never Stand Up For What You Believe In,0
Are You Human? Here’s A Quick Quiz To Find Out.,1
We Are More Alike Than We Are Different. You Can Tell By Our Text Messages.,0
"If You Look A Little Closer, These People Might Surprise You",1
"Eighty-Six Percent Of These Workers Have Something In Common, But It's Not What You Think",0
Here's Some Retro Advertising Actually Makes A Lot More Sense For Kids Than What's Around Today,1
"Moms And Dads, Step Away From The Bedazzled Princess Unicorn Toys - There ARE Other Options",0
"Here’s One Minute Of Powerful Realtalk That Everyone Confused About Human Rights Should Watch
",1
"Dear UN, Please Get It Together For The World's Women. Love, A Surprising Humanitarian Star",0
It Only Took Rachel Maddow 48 Seconds To Dismantle An Anti-Gay Zealot's Flawed Ideas On Marriage,1
Out-Of-Touch-Guys: Gay Marriage Is Will Destroy Straight Marriage. Rachel Maddow: Bless Your Hearts.,0
It Only Took Rachel Maddow 48 Seconds To Shut Down An Anti-Gay Zealot's Flawed Ideas On Marriage,1
It Only Took Rachel Maddow 48 Seconds To Debunk An Anti-Gay Zealot's Flawed Ideas On Marriage,0
"The Recovery Is Over! Stock Market Is Up! Life Is Great! Wait, What?",1
"The Stock Market Is Up, And I'd Prefer Not To Cheer...Kthanxbye",0
"Wow, This Elementary School Was Horrible To A Little Girl. What She Did About It Was Equalitastic.",1
This Court Case Is A Huge Victory For Equal Rights. And It's About ... Bathrooms?,0
Bill Nye The Science Guy Explains The Basics Of Something You Should Really Know,1
If Only We Could Get Everyone In Congress To Watch This Simple Explanation Of A Captain Planet Issue,0
"Look, I Get It. Girls Like Pink. That's Only Because You Forgot To Show Them Something Way Cooler.",1
"Instead Of Giving Your Daughter A Doll, Why Don't You Give Her Super Giant Brain Powers AND A Doll",0
"Wow, This Elementary School Was Horrible To A Little Girl. What She Did About It Was Equalitastic.",1
"Every Once In A While, A Court Makes A Badass Ruling And Bathroom Users Rejoice",0
The Little Girls Toy That Will Help Your Little Girl Change An Entire Dude-Dominated Industry,1
My Daughter Will Not Be Defined By The Color Pink. She Will Define How To Engineer Pink.,0
Socialized Medicine: You Keep Using That Word. I Do Not Think It Means What You Think It Means.,1
Can We Get The People Fighting Over Health Care A Time Machine? They're Stuck In 2009.,0
Watch A Bunch Of Little Girls Sing A Power Ballad Shattering What Little Girls Are Supposed To Like,1
It's Time To DePinkerate Our Daughters Lives And Insmartify Their Spongey Brains,0
"If You Wrote A Letter To Your 12-Year-Old Self, Would It Sound A Bit Like These?",1
"Helping Australian Teens Fight Bullying, One Letter To The Past At A Time",0
Dog Tries To Save Owner After Cops Handcuff Him. What Ensues Is Heartbreaking.,1
Horrifying Video: Dog Shot After Trying To Save Owner. Was Any Of This Necessary?,0
Dog Tries To Save Owner After Cops Handcuff Him. What Ensues Is Heartbreaking.,1
Did These Cops Really Need To Shoot This Man's Dog?,0
The True Story Of A Man With No Heart. Literally No Heart.,1
WHOA: Doctors Prove Life Possible Without A Pulse Or A Heartbeat?,0
What Goes Through A Soldier’s Mind During An Attack? Might Not Be What You Expect.,1
Something You Should Watch Before You BBQ,0
"Rapper Makes A Reference On Needing To Use A Fist In A Way You Wouldn't Imagine
",1
"HOT CELEB TRENDS: Tuxedos, White Ties and Reflecting Thoughtfully On Workers Rights",0
A Simple Joke About A Super Obvious Problem In Hollywood Said In A Refreshingly Sly Way,1
"This TV Character Is Speaking Fluent Onion—Or, When What You're Saying Couldn't Have More Layers",0
These Women Paint A Vivid Picture Of What Fairness Should Look Like When Leading A Country,1
These Women Are Getting This Part Of The World To Embrace Another 'L' Word: Leader,0
Know An American Who Thinks We're Equal? Show Them What This Guy Does When He's Stopped By A Cop.,1
"The Two Dangers Of Driving Are Car Crashes & Bullet Wounds. For People Who Look Like This, At Least.",0
This Film Will Speak To You Only Because It Doesn’t Say One Word,1
What Would This Combat Zone Be Like Without The Combat?,0
"If You're Young, This Is The Only Obamacare Infographic You Need. I Obamadare You To Click On It.",1
INFOGRAPHIC: Does Obamacare Make You Obamascared?,0
Meet The Doctor Who Thinks We've Got America's Biggest Health Problem Backwards,1
"He's Talking About Revolutionary Science, But This Is Really An Apology To A Patient He Failed",0
"The Next Time Someone Talks About Starving Kids In Africa, Show Them This",1
"These People Were Hungry For A Better Food System, So They Went Ahead And Made One",0
This Comedian Is So Funny You Wont Realize You Heard Something Meaningful Until She Takes Her Bow,1
"The ""Chow Like Cho Diet"" Will Give You Some Food For Thought About The Real Hollywood",0
Try NOT Wanting To Be A Better Person – After Meeting This Man,1
One Man Gives All Of Himself To Those Who Have Nothing,0
BOOYAH! Morgan Freeman Says What Everyone Is Too Embarrassed To Say About Our History.,1
I Needed A Refresher Course On The DOI. Don’t Know What The DOI Is? Aha! I'm Not The Only One!,0
This Is Literally Just A Video Of A Bunch Of Super Happy People. Watch It And Just TRY Not To Smile.,1
"There’s A Lot Left To Do, But Let’s Just Smile And Hug Each Other For A Moment, Shall We?",0
He Said He'd Never Been Out Of His Wheelchair For Long. What He Did When He Got Out Was Astounding.,1
A Man With Cerebral Palsy Shows Us What Determination Looks Like,0
"In The Worst Moment Of Her Life She Turned To YouTube For Help, And It Worked. ",1
It Isn't Just For Status Updates: Social Media Changed This Woman’s Life,0
A Bunch Of Congressmen Have Zero Helpful Answers To Some Really Simple Questions,1
Great. How Has The Government Lost Track Of 60 Billion Dollars This Time??,0
Westboro Baptist Church May Have Met Their Match... And She's 5 Years Old.,1
She Could Have Been Selling Prune Juice For Her Cause And I Still Would Have Bought Five Glasses.,0
I Doubt His Parents Thought Sending Their Gay Kid To A Christian School Would Have These Results,1
Should Militaristic Brainwashing Techniques Be Used On Troubled Kids?,0
THE LAST LAUGH: This Woman Became Exactly What She Was Told She Couldn't Be.,1
She Didn't Let Aged Advice Stop Her. Now She's Giving Age Old Advice That'll Make You Never Stop.,0
"I Always Wondered If Those Doctors On Tv Were Hazardous To My Health, And This Doc Confirms It",1
Rapping Doctor Says That All The Doctors On Tv Are Sucka MDs,0
"A Mother Is Looking For Her Son, She Finds Him In The Scariest  Place.",1
"It's 10:00pm, Do You Know Where Your Brothers Are?",0
OMG!!! This Veterinarian Essentially Tortures Himself To Shed Light On A Dangerous Habit.,1
"For The Love Of Dog, This Veterinarian Essentially Roasts Himself",0
"So If Her Parents Had Given Up, They Never Would Have Seen This ",1
Your Special Child May Be Way More Special Than You Even Realize,0
Homosexuality Has Spread To Our Cereal And This Host Has Had Enough!,1
I Knew I Saw That Fruit Loops Toucan At The Gay Bar The Other Night,0
This Comedian Totally His The Bulls Eye About America's Newest Media Disgrace,1
How Long WILL It Be Before Paula Deen Is Back On TV Waving A Stick Of Butter?,0
"If You Think We Haven’t Come A Long Way, Watch How Ridiculous Men Were 40 Years Ago",1
Freshest Cross-Body Block A Marathon Has EVER Seen,0
"If This Sweet Project Won Second Place At The Science Fair, First Place Must’ve Been A Time Machine",1
The One Time I Admit A Fifteen-Year Old Is Waaay Smarter Than Me,0
"If You Think We Haven’t Come A Long Way, Watch How Ridiculous Men Were 40 Years Ago",1
On The Right Track: Meet The Boston Marathoner Who Changed That Course For Female Runners Forever,0
Being Told To Eat Healthy Is Meaningless If You Can't Compare Foods. Here's A Good Method.,1
"Here's A Video To Help You Judge Your Food, Which Is Okay Because Food Doesn't Have Feelings",0
"The Next Time You Hear Someone Say That Americans Are Lazy, Show Them This",1
The Top Reason We're All Stressed To The Max Is Right Here,0
This Hilarious Parody Of Race In Hollywood Is So On The Money,1
Ever See Pimp #2 On Law And Order And Think To Yourself 'This Is My Dream?',0
I'm Not Sure I Could Do What This Actress Did—In Front Of A Police Car—In A Foreign Country...,1
"She May Act For A Living, But This Time Her Fearless Actions For Gay RIghts Take Center Stage",0
"Do You Understand These Two Words? Here, Let Stephen Fry Break It Down To You.
",1
"Let Britain Show You How To Send A Message To Your Leaders
",0
"Calling Them ""Girls"" Was Their First Mistake. What Happens Next Is A Great Moment In Fierceness.",1
"After This Verbal Beatdown Of A Corporate Big Wig, The Only Thing Missing Was Two Snaps And A Circle",0
"Don’t Be Distracted By The Wondrous British Accents. Just Listen To These Two Words.
",1
WOW: How One Country Is Sending Two Powerful Words To Their Leaders,0
"I Cannot Believe The Men Are Doing This In Front Of Our Eyes
",1
"As A Woman Who Regularly Protests, The Fact This Isn’t A Bigger Issue Makes Me So Mad
",0
"I Cannot Believe The Men Think They Can Get Away With This In Front Of Our Eyes
",1
"The Justice System Is Screwed, The Country Is In Upheaval, And These Women Have Had Enough
",0
What Happens When Corporations Are Treated Like People? Ben & Jerry’s Has An Answer For That.,1
"The Scoop on Citizens United, Courtesy Of Ben & Jerry’s",0
The Only Time It’s OK To Make A Kid Cry In Front Of His Entire School Is Right Here,1
A Bunch Of Middle Schoolers Actually Raised Their Hands And Volunteered For Something?!,0
This Comedian Is TOTALLY Right About America's Newest Disgraced Celebrity,1
So How Long Before We See Paula Deen Back On TV?,0
"A Little Kid Talks To Paris Hilton... Wait, Where Are You Going? I Promise Its A Good Thing.",1
What Do @ParisHilton And @CharlieSheen Have In Common With Brazilian Children?,0
Watch A Pro Wrestler Make All These Kids Smile While He Body Slams Their Worst Fears,1
"These Kids Are Worried About Their Future, So This Pro Wrestler Decided To Give Them Hope In The Ring",0
"This Woman Doesn't Believe In God, But Her View On Life & Death Is Absolutely Heavenly",1
"This Playwright Just Convinced Me That I Am A Flower, And I Think You Are Too",0
Bette Midler Didn’t Know This Was Going To Be Caught On Tape. That Makes This Even More Amazing.,1
Bette Midler Gives Private Performance Over Cell Phone For Woman's Last Wish. Beautiful.,0
Muhammad Ali Was Asked By America To Kill People. His Response Is Legendary,1
"Muhammad Ali Could Throw A Mean Punch, But The Fight For His Freedom Was His Real Knock-out",0
When Hanging Out With A 9-Year-Old Tanzanian Boy Doesn’t Look Like A Feed The Children Campaign,1
What’s More Compelling Than Footage Of A Child Soldier In Africa? How About Movie Reviews?,0
"In Case You Missed It, Here's What The Trayvon Martin Case Was About (Aside From Attempted Justice)",1
Imagine If This Man Had Walked Down The Wrong Street On The Wrong Night Wearing The Wrong Thing,0
The One Where McDonald's Makes An Employee Budget Planner And It Blows Up In Their Faces,1
"If You Follow This Budget Planner From McDonald's, Happy Meals Might Be Your Only Way To Eat",0
"If Your Heart Is Broken For Trayvon Martin, Here Is A Small Bit Of Solace",1
I’d Like To Create A Playlist For America This Week. Here's Track 1.,0
I Can't Believe I Live In A Country Where Children Are Saying What I Just Heard This Pundit Say,1
"I Bet If All Of Your Neighbors Were Alligators, You Would Know How This Host Feels",0
This Comedian Heard Her Staff But Maybe Wasn't Listening? Now She's Not Saying Anything.,1
"If Laughter Is The Best Medicine, Why Do These Funny People Worry About Getting Sick?",0
How Can Our Kids Accept Diversity If This Is What We Use To Raise Them?,1
"Brown Bear. Brown Bear. What Do You See?  Well, Apparently Not You.",0
Why Do We Need To Keep Convincing People This Is A Real Disease?,1
"We Might Not Hold Relays Or Fundraisers For This, But It's No Less A Disease",0
The Most Beautiful Answer To A Rude Question That Gets Asked All The Time,1
These Hardworking People Make Something That Can't Be Measured In Dollars,0
"The Wheelchair Is 2,300 Years Old. There’s Finally A Better Option.",1
"This Guy Can Walk Now, Thanks To Science NONFICTION",0
A Perspective On George Zimmerman That Every Person Should Hear,1
"What Happens When You Identify With A Killer, Even If You Don't Want To?",0
What Stevie Wonder Did For Trayvon Just Made My Heart Skip A Beat,1
It's Looking Like Florida Isn't The Sunshine Of Stevie Wonder's Life,0
"This Is The Story Of A Kid Who Only Wanted A Dime, But Got A Life Lesson He Won’t Forget Instead",1
"You Can’t Decide What You Want People To Remember You By, Which Is Why This Story Is So Wonderful
",0
How Did It Not Dawn On The Police That This Woman Was The Victim Of A Hate Crime?,1
"To The Court, Its Case Closed. To A Mother's Heart, Its Being Closed-Minded.",0
"I’d Like A Bag Of Fries, A Coke, And This Massive Injustice Sorted Out By The Time I Pick It Up",1
"You May Think You're Too Good For A Big Mac, But I Don't Think You're Above Supporting These Workers",0
I Don’t Think Eminem Realizes He’s Become A Science Teacher,1
"Anything That Encourages Kids To Consider Being A Rapper Alongside A Brain Surgeon Is Amazing
",0
"The Government Wants You To Be Ready For Zombies. And They Have A Good Reason, Too.",1
How Does The Government Get People To Care About Emergency Preparedness? Zombies.,0
Watch The First 54 Seconds Of This Video And I Guarantee You’ll End Up Watching The Whole Thing,1
"This Is The Sound Of Your Trash Can. You’re Going To Want To Put It On Repeat. 
",0
"As A Man, I’m Disgusted That We Could Demean Women This Way. Disgusted.",1
"Call Me Crazy, But I Don’t Think Moms Should Have To Hide In Dirty Bathroom Stalls",0
"Whether You're For War Or Against It, Here's How It Changes The People Who Fight",1
100 Reasons We Can’t Take Our Troops For Granted,0
Here's The Infographic Your Gas Station Doesn't Want You To See,1
How Far Away Are We From Knee-High Flooding In New York?,0
"Terrorists Bomb A City Council Meeting, But You've Never Heard Of The City",1
Why We Can't Just Shoot Our Way Out Of A Terrorist War,0
A Holocaust Survivor's Compassionate Message To The German Population,1
"A Holocaust Survivor Has Nothing But Love, Peace, And Good Advice For Germany",0
A Famous Actor Dies And Leaves Behind This Important Message I’d Never Seen Before Now,1
"A Famous Actor Dies Too Soon, But His Wish For All Kids Lives On",0
"Think Trayvon's Record Said Something About His Character?  Well, Get A Load Of This.",1
"Hey, People With Records Are No Good And Deserve To Die...Unless They're White",0
"Some Of These People Have Done Horrible Things, But What We Are Doing To Them Should Be A Crime",1
5 Ways To Make Our Current Prison System More American,0
"If You Knew Watching A Two Minute Video Would Feed A Hungry Kid, Would You Do It?",1
What Could Possibly Make Summer Break Suck For A Kid?,0
One Girl Had A Mission To Show Everyone They Were Beautiful. Here's Her Story.,1
Cancer Sucks. This Little Girl Decided Not To Let It Block Her Shine.,0
"By The Time He’s Done Brushing His Teeth, This Kid Will Be Dead. It's Pretty Cool.  ",1
What Ends Up Killing This Kid In The End? Only Time Will Tell.,0
Those Teachers Enjoying 3 Months Of Paid Time Off? Let's Put That Into Perspective...,1
"If You Can Read This, Thank A ParentNurseComfortorProtectorSafetyNetCounselor",0
Meet 4 Kenyan Women Who Want You To Keep Your 'Poverty Porn' To Yourself,1
What's Unusual About The Messaging For This African Charity?,0
"If We’re Going To Change The Influence Money Has Over Politicians, We Need To Listen To These Folks
",1
"Q: How Exactly Can We Turn A Moment Of Outrage Into A Movement? 
",0
You Won’t Believe How Much One Clerical Error Messed Up This Girl’s Life Plans,1
"This Teen Wants To Help Cancer Patients, So OBVIOUSLY Deporting Her Totally Makes Sense",0
"She Did Well In School And Had Plans To Be A Doctor, So The U.S. Gov’t Took The Next Logical Step",1
"This Teen Wants To Help Cancer Patients, So OBVIOUSLY Deporting Her Totally Makes Sense",0
Watch A Religious Man Eloquently Explain What Everyone Missed About The Trayvon Martin Case,1
"Based On What I've Heard About Hannibal Lector, You Should Probably Start Profiling Your Grandfather",0
Six Startling Facts About Moms Working In The Restaurant Industry,1
True Story: Over 90% Of Working Mothers In This Industry Have NO Paid Sick Days,0
You'll Want To See Why This Teen Can't Distinguish Corporate Farmers From Drug Dealers,1
PASS THE MIC: He Says Fruits Filled With Pesticides And Hoods Filled With Bullets Go Hand In Hand,0
Short And Bitter: Racism's Catch 22 Explained In Two Sentences,1
"Well, If You Put It That Way... What Were The Last 200 Years For, America?",0
"One Of The Best Reasons For Straight-Up Lying On Climate Change I've Seen In A Long Time
",1
"The US Chamber Of Commerce Totally Reversed Its Position On Climate Change? Well, Kinda Sorta.",0
Rachel Maddow Connects The Dots. Only The Dots Are Women’s Rights. And They’re Disappearing.,1
When Are These Legislators Going To Stop Exploiting Their Power At The Expense Of Women?,0
He’s Caught Lots Of Criminals In The Act; Now He Has To Hide His Face So They Won't Catch Him,1
Could This Guy With A Mop On His Head Actually Be A Real Life Superhero?,0
"Armed With A Glass Of Water And Some Cold-Hard Facts, This Guy Blows Up The Debate On Islam",1
"Meet Islam’s Most Eloquent Defender
",0
"I’ll Puke If One More Politician Swears The Children Are The Future, And This Infographic Is Why",1
I Don’t Think The College System Is Supposed To Function Like A Pair Of Cement Shoes,0
5 Statistics That I Always Keep In Mind When Talking About Race,1
"If This Kid And I Were Standing At A Train Station, Its 8 Times More Likely He'll Get Shot.",0
Consider This Trashy Fact Before Digging Into Your Next Seafood Feast,1
What Do You Have To Do With The Junk In Not-So-Free Willy's Trunk?,0
What Could Make An Entire Room Full Of Football Players So Emotional?,1
"There May Be No Crying In Baseball, But In Football Its AOK",0
"One Fact About Raising The Minimum Wage Is So Unbelievable, I Had To Fact Check It Like 5 Times",1
By The Numbers: What A Minimum Wage Increase Would Do To Your Shopping Bill.,0
A Celebrity Couple Are Hounded By Paparazzi As They Walk Down The Street. They Respond Wonderfully.,1
The Kind Of Attention Seeking That I Am Totally Cool With Celebrities Doing,0
Watch A Retired Teacher Destroy What's Left Of A Politician's Mayoral Campaign In Under 2 Minutes,1
Watch The Guy With A Funny Name Act Unfortunately Like HIs Name When Challenged On His Shortcomings,0
His Jokes Will Wake The Part Of You That Used To Make Friends Without Mark Zuckerberg's Help,1
W-W-Dumber-You? This Jokester May Be Right About When Technology And Human Nature Mix,0
You Can See Her Groundbreaking Joy In Every Note She Sings,1
This Pioneer For Women Uses Her Heart As Much Her Lungs To Make Beautiful Music,0
The Food Pyramid Was Supposed To Show Us How To Eat. It Did That. But In The Worst Way.,1
"How The Food Industry Plays Politics, Manipulates Psychology, And Laces Addiction Into Food For Profit.",0
Some Geek Boys Called These Geek Girls 'Fake.' They Won't Make That Mistake Again.,1
"Hey, Cool. A Music Video About My Life. Featuring People I Want To Be Friends With.",0
"This Commercial Isn't Real, But It's Brutally Honest",1
"Can You Guess What Suffocates Dolphins, Is Almost Immortal, And Can Be Used To Make New Islands?",0
"Why The Police Drove Past Her Instead Of Helping Her (Like She Asked Them To) Is Dumbfounding
",1
"Congratulations For Winning My Prestigious Slow-Ass Award, Detroit Police",0
Can You Believe Some Condescending Geek Guys Think These Brilliant Geek Girls Aren't 'Real'?,1
"I'd List All The Nerdy Stuff I Like, But Oh Wait — I've Got Nothing To Prove",0
Here Is What It Looks Like When Girls Get Sick Of Being Called 'Fake',1
"I'm A Geek Girl, I'm Not Weak. I Like What I Like, And I've Got Nothing To Prove. ",0
Desmond Tutu Delivers One Kick-Ass Line Against Anyone Advocating For A Homophobic God,1
"If Heaven Is Homophobic, Desmond Tutu Would Rather Go To Hell",0
"If White People Don't Deal With This Issue, Then It's All Their Fault When It Happens Again",1
Why Don't More White People Speak Out About White On White Crime,0
"I Hate To Yell “Misogyny!” In A Crowded Country, But What Else Can You Call Texas’s Actions?",1
There’s Nothing Worse Than Being Stood Up By Your Governor On Your Way To A Cancer Screening,0
Split Screen Look At Growing Up Rich Vs. Growing Up Poor,1
Two Lives. Same Planet. Completely Different Worlds.,0
This Little Girl's Words Will Take You To A Dark Place So We Can See The Light,1
"Sticks And Stones May Break Her Bones, But Words Can Always Hurt Her",0
"I Think Many Women Will Agree With What She Thinks Is The Worst Thing We Do To Girls
",1
Girls Shouldn't Feel Guilty For Being Born A Girl. Yet Why Are So Many Made To Feel That Way?,0
I Want To Pay A Tiny Bit More Taxes After Seeing This,1
I Bet You Didn't Know How Much Of A Rockstar You Are At Fighting Global Disease,0
"There Are Two Sets Of Loud Noises, But His Neighbors Only Decide To Complain About One",1
Perhaps They'd Wish It Were A Private Matter. The Second Part Of His Test Certainly Suggests That.,0
"When The Police Think These Boys Are Dealing Drugs By High-Fiving In Public, Something's Not Right",1
"Reality Check: Their Job Is To Protect People, Not Demonize Them
",0
