Headline,Attention
Neil deGrasse Tyson Has Some Terrific Advice For Parents,0
The Genius Way To Never Lose An Argument Again,1
A Winner's Guide To Getting Your Way In Any Circumstance,0
"If You Thought A Black Panther Couldn’t Be About Love, You Need To Meet This Guy",1
Prowling The Streets In This Tough Neighborhood Is An Ex-Black Panther Doing Something Great,0
The Recycling Mistake Millions Of People Make Every Day,1
Why Are We Cheating On Recycling? Recycling Loves Us And Wants Us To Be Happy.,0
Of Course Early Humans Thought God Created The Universe For Them. Look At The Freaking Universe!,1
Early Humans Were Completely Justified In Thinking That The Universe Was Created For Us,0
"People Often Eat Unhealthy Foods Because They Have To, Not Because They Want To",1
Teaching Kids To Eat Healthy Now Will Pay Off SO MUCH In The Future,0
Humanity Will Probably Have Killed Itself Before The Sun Does. But Maybe Not?,1
Will Humanity Be Around To See The Sun Kill Everything On Earth? I Think I Hope So.,0
"If You Want To Keep Enjoying The World Cup, Don't Let John Oliver Ruin If For You",1
Ever Hear That Whole 'Soccer Is A Religion' Saying? It's Not Just A Saying.,0
"An Astronaut's Suggestion On How To Fix Politics Would Be Expensive, But Probably Pretty Effective",1
I Would Want To Be A Politician If There Was A Trip To Space In The Deal,0
It’s Not That Her Mom Doesn’t Care. She Just Can’t Believe What’s Her Daughter’s Trying To Say.,1
A Filmmaker Tries To Talk To Her Mom About Something Important And Doesn’t Have Too Much Luck,0
The Greatest Proof Of The Existence Of God Is That Carl Sagan Was Born,1
"Science Is Only A Tool. The Best Damn Tool We Have, But A Tool Nonetheless.",0
Dave Chappelle Refused An Offer That No One Has Ever Refused. And I Totally Respect That.,1
"Dave Chappelle Thinks When You’re Rich, You’re Rich. So What’s The Point Of Getting Richer?",0
Feeling Down? Neil deGrasse Tyson May Be Able To Put Things In Perspective,1
"Gross, Dude! You've Got Star Gunk All Over Your Body!",0
Are You In The Majority Of The Everything? Check This Handy Chart.,1
At Least Nobody Had To Be Cut In Half To Display This Data,0
She Can Look Into A Child's Eyes And See What's Wrong. No She's Not Psychic. She's Just Amazing.,1
"She Risks Her Life and Stops Bullets. No She's Not A Cop, But She May Just Be A Superhero.",0
A Gay Couple Started Kissing In Front Of Kids And A Student Got Upset For All The Right Reasons,1
A College Student Saw A Couple Show PDA In Front Of Kids And He Got Mad For All The Right Reasons,0
What Would You Like To Do With Your Life If Money Were No Object?,1
"A Short Life That Is Full Of What You Like Doing, Or A Long Life Spent In A Miserable Way? Hmmm ...",0
"If I Learned One Thing In College, I Wish It Had Been This",1
A Great Lesson For Life Is Described By An Old College Professor,0
She Can Look Into A Child's Eyes And See What's Wrong. No She's Not Psychic. Just Badass.,1
She Looks Into A Child's Eyes And Knows What's Wrong With No Words. She's Not Psychic. Just Amazing.,0
Facts About Vaccines So Plain And All Wrapped Up In A Tidy Daily Show Humor Package Just For You!,1
Measles Are Marching Back Into Our Lives And A Fake Reporter Is Getting To The Real Reason Why,0
"She Tried To Save Her Son’s Life, And For That, We Tried To Take Hers",1
"Today, She Has Wonderful Husband And Beautiful Family. 25 Years Ago, She Was Preparing To Die.",0
Christian School Sends A Letter Home About A Student's Fashion Choices...They're Not Super Happy,1
Why Did A Christian School Object To This Girl's Wardrobe?,0
"This Girl Wrote New Lyrics For 'Let It Go,' And They Are Quite Stunning",1
She Wrote New Lyrics For A Popular Song I Bet A Lot Of Peeps Will Relate To,0
More And More Pregnant Women Are Being Misled About Life,1
"Ever Seek Health Advice With The Hopes Of Being Misled? Have I Got 4,000+ Places For You.",0
"If You've Ever Told A Depressed Friend To 'Snap Out Of It', You Should Probably See This",1
"If You've Ever Told A Depressed Friend To 'Snap Out Of It', This Video Is Perfect For You",0
When Your Dad Is The First Man You Know It's Pretty Powerful When What You Know About Him Changes,1
"They Say That Men Turn Into Their Fathers, But What Happens When What You Know About Him Changes?",0
"Her Body Type Is So Ignored In The Magazines That We Don’t Even Notice It’s Missing? Ah, Now I See.",1
"When It Comes To Body Image In The Media, Here's One Type That We Don't Even Notice Missing",0
"No Matter What Side Of The Abortion Debate You Fall On, Let's Agree These Numbers Are Scary",1
What Happens When Millions Of Women Don't Have Access To Contraceptives?,0
"Sometimes When A Friend Is Depressed, You Want To Say 'Snap Out Of It' But This Is Better",1
When A Friend Is Depressed There Are Better Things To Say Than 'Snap Out Of It',0
School Sends Letter Home Declaring That Student Isn't Dressed Appropriately...In Jeans And A T-Shirt,1
This Little Girl Likes To Wear Jeans And T-Shirts. Her School Doesn't Like That.,0
Invisible Scars' Sounds Accurate For How This Must Feel,1
"With So Many People Witnessing Violence,The Stats For This Disorder May Just Keep Rising",0
When Your Dad Is The First Man You Know It's Pretty Powerful When What You Know About Him Changes,1
"They Say That Men Turn Into Their Fathers, But What Happens When What You Know About Him Changes?",0
"In 2 Minutes, This Comedian Will Give You A Better (NSFW) History Lesson Than 2 Hours At A Museum",1
"Put Those Museum Passes Away. His History Lesson Is Better, Funnier, And Way More NSFW.",0
We're Only 86 Years Away From Another 'Ice Age Unit'. A Super Cool Cartoon Explains What That Means.,1
"CARTOON: The Future May Not Hold Zombies (Or Does It?), But We Should Probably Still Be Concerned",0
The Most Glaring Example Of Income Inequality Is Right Here,1
Is A CEO worth 296X Average Pay?,0
"4 Women Head To The Beach And Drown A Bunch Of Stupid, Wrong, And Outdated Standards Of Beauty",1
Thank You Card Is In The Mail: 4 Women Team Up To Demolish A Bunch Of Outdated Standards Of Beauty,0
The Most Glaring Example Of Income Inequality Is Right Here,1
CEO Salaries Have Increased HOW MUCH In 50 Years?!,0
How To Break The Catch-22 Slut-Shaming Bind That Women Get Caught In,1
Not In The Mood For Sexy Time? It's Cool To Say No. Really.,0
"If My Teacher Told Me That Science Could Help People This Much, I Might Have Paid Attention.",1
"We May Not Have Flying Cars (Yet), But At Lease Science And Tech Is Saving Lives.",0
Dave Chappelle Refused An Offer That No One Has Ever Refused. And I Totally Respect That.,1
Dave Chappelle Turned His Back On An Offer That Was Too Good To Be True. Here's Why I Respect That.,0
My Big Fat Gypsy' Stereotype Is Over. Say Hello To The Real Roma Gypsies.,1
You've Heard Of Them But Have You Ever Met One? Say Hello To The Real Roma Gypsies.,0
Here's What Morgan Freeman Had To Say About Racism And Here's A Guy Explaining What He Got Wrong,1
This Big Deal Black Actor Thinks We Don't Need Black History Month. Here's Why He's Wrong.,0
I Don't Care If You're Pro-Life Or Pro-Choice. These Numbers Are Scary,1
Let's Not Tip Toe Around The Subject Of Abortion. These Numbers Are Huge And I'm Upset About It.,0
It's Real Simple: One Human Being Is Not Worth 300 Times That Of Another.,1
Here's A Novel Idea: Limit CEO Pay To 20X That Of Anybody Else Working There.,0
Here's What Morgan Freeman Had To Say About Racism And Here's A Guy Explaining What He Got Wrong,1
Morgan Freeman Thinks We Don't Need Black History Month? Oh Brother.,0
The Most Glaring Example Of Income Inequality Is Right Here,1
CEOs In 2013 Made Almost 296X The Average Worker. You Read That Right.,0
A Country Known As A Tragic Example In Maternal Mortality Is Trying Something New - And It's Working,1
How A Country Goes From Never Speaking About Pregnancy Or Birth To Putting It On TV,0
Here's How Not To Be A Super Dork When Hanging Out With Someone Who Has A Disability,1
How Not To Be Awkward 101,0
The Way The USA Is Sending Food To Countries In Need Makes You Question What Year It Is,1
See Why It's Taking Some Countries Up To 4 Months To Receive Their Food Supply,0
We’re All Supposed To Get These 30 Things At Birth. Raise Your Hand If You Didn't.,1
A Simple And Beautiful Reminder Of The Rights We ALL Have,0
Are You Doing Some Of These Super Awkward Things Without Even Realizing It?,1
How To End The Awkward Moments When Socializing With Someone Who Has A Disability,0
A Country Known As A Tragic Example In Maternal Mortality Is Trying Something New - And It's Working,1
A Country With A Devastating Maternal Mortality Rate Is Trying Something New,0
Finger Penetration When She Wasn't Expecting It. Is That Rape?,1
This Is Why It's Important To Feel Empowered To Say 'No',0
One 3-Letter Word That Can Make A Grown Man Cry,1
"If You Get To Hear One Word In Your Life That Might Totally Make You Melt, Here's One Of The Best",0
A Million People Watched A Person Die On The Internet. Here’s What We Can Learn From It.,1
This Poem Perfectly Explains Why Calling Us All ‘Just Different Shades Of Brown’ Isn’t Progressive.,0
"With One Simple Joke, Every Cocaine User Accidentally Revealed Themselves. They Just Laughed.",1
"He Started With A Simple Pot Joke. But Then, He Just. Couldn't. Stop.",0
Everyone Hates Grocery Shopping. But Take This Info When You Hit The Aisles? Scene Control.,1
"That Green Giant? Not So Green, And Here's How To Tell Him To Shape Up.",0
This Sentence Captures Some Of The Feelings Those With Just A Mom Might Have On Father’s Day,1
Here’s A Father’s Day Wish That’s Not Even About Fathers,0
"With One Simple Joke, Every Cocaine User Accidentally Revealed Themselves. They Just Laughed.",1
Having Sex With A Couch Is A Lot Different Than Sitting On One. Shouldn't Every Child Know That?,0
I Don't Care If You're Pro-Life Or Pro-Choice. These Numbers Are Scary.,1
I Don't Care If You're Pro-Life Or Pro-Choice. These Numbers Are Scary,0
"With One Simple Joke, Every Cocaine User Accidentally Revealed Themselves. They Just Laughed.",1
Our Drug Laws Are A Joke. An Unfunny One. Here's Why That's Hilarious.,0
"It Looks Like An Ordinary Object, But It's Actually An Extraordinary Life Saving Device",1
"Books Are Usually Great For The Mind, But Can This One Actually Save Lives, Too?",0
This Tweet Captures Some Of The Feelings Those With Just A Mom Might Have On Father’s Day,1
This Award-Winning Writer Has A Simple Note To Those Of You Who Look Around And Just See Mom,0
"Everyone Is Different — So Don't Treat Them Differently. Yes, You Read That Right.",1
Reality Check: These Charts Can't Even Begin To Cover Who You Really Are,0
"An Adorable Live Cam Of This Puffin Chick Went Horribly Wrong, And It’s All Our Fault",1
It Should Have Been A Cute Baby Bird Live Cam. But Human Beings Ruin Everything.,0
A 200-Year-Old Crime Is Back In The Spotlight — And An Apology Just Won’t Do,1
Their Ancestors Were Some Of The Hardest Workers To Ever Live. And They Got Nothing To Show For It.,0
"If You're Sad You're Not In Love, Just Imagine How Worse It Would Be If You Were",1
"Is Your Lover Just A Romantic Placeholder For The Fear Of Death? Yeah, But It's Cool.",0
Some Days You Feel Like Everyone Is Stupid. Watch These Videos To Remember What Smart Looks Like.,1
"An Upworthy Video Playlist About A Teenager, A Gun, An Eye And An Arm. Don't Worry. It's All Good.",0
In Just One Minute This Goofy Celeb You Always Laughed At Actually Gets Pretty Profound,1
Imagining Ghosts And Worrying About The Pathway To The Future Isn't How Jim Carrey Wants You To Live,0
"It May Look Like Advertising, But Look Closer And You'll See What It Really Is",1
Ever Think Ad Space Could Be Better Used? So Did These Artists.,0
"This Video Might Hurt To Watch. Luckily, This Video Might Also Explain Why.",1
How Someone Else Saying They’re Sick Can Make You Think You’re Sick — Or Actually Make You Sick,0
"If You Are A Dad, I Dare You Not To Get All Choked Up Watching This",1
One 3-Letter Word That Can Make A Grown Man Cry,0
"If You Are A Human, I Dare You Not To Get All Choked Up Watching This",1
I Dare You Not To Get All Choked Up Watching This Inspiring 1-Minute Ad About Awesome Dads,0
"How The World Looks, Sounds, And Feels Like To Someone Who Has Autism",1
What It Can Feel Like To Have Autism,0
"When He Googled 'Newscasters,' 2 Results Were Wikipedia Entries. It Was The Other 3 That Scared Him.",1
"The Age Of News 'Arguetainment,' And Why It Seems Like The World Wrestling Federation Took Over CNN",0
"Their Sad Ads Stopped Working, So One Animal Shelter Tried  Out A New Idea. It Worked For 5000 Dogs.",1
"Sad Pet Adoption Ads Stopped Working, So One Animal Shelter Tried The Next Best Thing",0
A 3-Year-Old Discusses Who They Are Going To Marry And Gives A Better Answer Than Many 30-Year-Olds,1
The Truth About Gay Marriage,0
"His Mom Said, 'If You Repeat It Over And Over Again It Loses Its Meaning.' 'I Love You, I Love-'",1
His Parents Got Divorced When He Was Young. And Now His Stutter Haunts Him.,0
"Experience For 60 Seconds How The World Looks, Sounds, And Feels Like To Someone Who Has Autism",1
"It's Hard To Know How The World Looks, Sounds, And Feels To Someone Who Has Autism, But This Helps",0
What Are The Differences In Lady And Dude Brains When It Comes To Handling Computer Stuff?,1
How Does Biology Explain The Low Numbers Of Women In Computer Science? It Doesn't.,0
"When He Googled 'Newscasters,' Two Results Were Wikipedia Entries. It Was The Other Three Scared Him.",1
"When He Googled 'Newscasters,' The Only Two That Didn't Scare Him Were Wikipedia Entries.",0
Two Guys Are Making The World A More Knowledgeable Place One Month At A Time,1
"Subtract Distance And Everyone Is A Neighbor, Right?",0
"When Their Sad Ads Stopped Working, One Animal Shelter Tried Out A New Idea. It Saved 5000 Dogs.",1
"Heartbreaking Ads Stopped Working, So One Animal Shelter Something New. It Worked For 5000 Dogs.",0
Think Speed Limits Set For Safe Driving? Guess Again.,1
How Speed Limits Are Set And Why Slower Driving Isn't Always Better,0
Think Speed Limits Are Set For Safer Driving? Find Out What They're Really About.,1
"How Speed Limits Aren't Really About Saving Lives, And How They Could Be If We Fixed Them",0
A Film Crew Exposes A Real Sports Event As Big As (And Worse Than) The Hunger Games,1
A Film Crew Exposed The Jaw-Dropping Preparations Going Into The 2022 World Cup,0
Watching The World Cup? See The Unbelievable Crimes That Are Being Committed To Host The 2022 Games.,1
"While The 2014 World Cup In Brazil Is Underway, Qatar Is Trying To Hide The The 2022 Games' Scandals",0
Having A Lover Is Great. That's Why It's So Terrible.,1
"If You're Sad You're Not In Love, Just Imagine How Worse It Would Be If You Were",0
"British Comic Thinks He Can Just Bash Our Country. He Can, He Does, And He's Freaking Brilliant.",1
Would You Rather Have A McRib Or Some Penny Winkies? (Hint: Go For The One That Kills You Slower).,0
Rich Kids Getting Financial Aid From Colleges Is The Single Most Annoying Thing I've Learned Today,1
Colleges Give Financial Aid To Rich People As Discounts Instead Of Giving Them To Those In Need,0
British Comic Thinks He Can Bash Our Country Just Because He Happens To Right. And Hilarious.,1
British Comic Asks One Simple Question. See If Your Answer's Better Than Obama's.,0
Alec Baldwin Explains Why I’ll Never Take My Kids To The Circus.  Ever.,1
Watch Alec Baldwin Divulge The Secrets To How The Circus Becomes So Entertaining,0
Watch An Amazing Artist Illustrate How Powerful Listening To Your Inner Voice Can Be,1
Watch An Inspiring Artist Illustrate How Powerful Listening To Your Inner Voice Can Be,0
"Black Swan' Was A Scary Movie, But Not As Terrifying As What This Ballerina Goes Through",1
She Gracefully Twirls And Leaps Over The Thought Of Car Bombs In Her Head,0
World Cup Fever? Let John Oliver Tell You Everything Wrong With The Organization Behind It.,1
John Oliver Breaks Down The Kinda Evil Corporation Responsible For The World Cup,0
The Book That Can Save Lives When You Dump Water On It. Seriously.,1
This Isn't A Metaphor: Some Folks Just Invented A Book That Transforms To A Life Saving Water System,0
A 3-Year-Old Discusses Who She Is Going To Marry And Gives A Better Answer Than Many 30-Year-Olds,1
A 3-Year-Old Discusses Who They Are Going To Marry And Gives A Better Answer Than Many 30-Year-Olds,0
"Black Swan' Was A Scary Movie, But Not As Terrifying As What This Ballerina Goes Through.",1
"This Young Woman Dances With Her Soul, But To Some, That Isn't What God Would Want",0
A 3-Year-Old Discusses Who She Is Going To Marry And Gives A Better Answer Than Many 30-Year-Olds,1
A 3-Year-Old Discusses Who She Is Going To Marry And Gives Us A Better Answer Than Many 30-Year-Olds,0
The Episode Of 'Orange Is The New Black' That The 'Real Criminals' Don't Want You To See,1
A Spoiler-Free Nugget Of Wisdom From ‘Orange Is The New Black’,0
An 83 Year Old Movie Shows Exactly What To Say To Anyone Who Tells You How To Live Your Life,1
"Typical 83 Year Old Hollywood Movies, Always Playing The Feminism Card",0
One Young Girl's Got An Unexpected Hobby And No Time For Your Scornful Assumptions,1
"Inspiring: She's Still Too Young To Drive A Car, But That's Not Stopping Her From Building One",0
An 83 Year Old Movie Shows Exactly What To Say To Anyone Who Tells You How To Live Your Life,1
An Old Hollywood Movie Shows Exactly What To Say To Anyone Who Tells You How To Live Your Life,0
Watching A Black Woman Smile In The Face Of Racism Is Pure Delight. Then She Goes In For The Hug…,1
A Black Woman Confronting Racists With Their Own Ignorance Is So Good. Then She Goes In For The Hug…,0
A Teacher In Hong Kong Reads His Class A Suicide Note From Holland And Then Things Get Personal,1
A Suicide Note Halfway Across The World Inspired Him To Ask His Students One Very Personal Question,0
"She's Building A Car, And She Won't Let Society's Expectations Get In The Way Of Her Dreams",1
"She Can't Get A Driver's License Yet, But She's Still Hard Set On Building Her Own Car",0
"This 14-Year-Old Girl's Already Got Colleges Chasing After Her, All Thanks To Her Unexpected Hobby",1
"She's Hard Set On Following Her Dreams, And Won't Be Slowed Down By Society's Scornful Stereotypes",0
"Usually, Pouring Water All Over A Book Ruins It. In This Case, It Could Save Your Life.",1
This Book Could Save Your Life. I'm Serious. Biologically. With Science And Stuff.,0
"This 14-Year-Old Girl's Already Got Colleges Chasing After Her, All Thanks To Her Unexpected Hobby",1
"This 14-Year-Old Mechanic's Got Colleges Chasing After Her. Oh, Were You Expecting It To Be A Guy?",0
"Usually, Pouring Water All Over A Book Ruins It. In This Case, It Could Save Your Life.",1
Step 1: Collect Dirty Water. Step 2: Pour All Over This Amazing Book. Step 3: Don't Get Sick And Die,0
Meet The Man With One Of The Worst Moral Compasses In America. Bless His Heart.,1
John Oliver Would Like You To Meet The Man With One Of The Worst Moral Compasses In America,0
I Used To Think Adaptation Was A Good Thing Until I Realized How Humans Do It,1
Baby Polar Bear: 'What Use Is All This Fur If There's No Ice?' Mama Bear: 'Hush Up And Adapt'.,0
What Happens When These Dude Bros Catch 2 Women Kissing At A Party? Their Hearts Melt.,1
3 Frat Bros Watch A Couple Make Out And I Somehow Found Myself Cheering Them On,0
"Guys, If A Girl Says She's A Lesbian Do You Know The Best Way To Hit On Her?",1
"Dudes, It’s OK To Hit On A Lesbian. If She Says ‘I’m Not Into Men’ Don’t Get Your Feelings Hurt, OK?",0
Nothing Else I’ve Seen Explains This Cruel Economy More Clearly Or Gives Me So Much Hope​,1
How We Get From Our Brutal Economic System To One That’s Isn’t Insane,0
Rip Off Your Pants And Rejoice! There's Absolutely Nothing Wrong With Your Thighs!,1
"Your Face Isn't The Only Place With Dimples. Luckily, That's Totes OK.",0
A Woman Is Asked Why She Uses Birth Control. Her Response Should Be More Common Than It Is.,1
"When A Shamey McShamerton Asks A Woman Why She Uses Birth Control, She Gives A Great Answer",0
If The Skeptics Won't Listen to Thousands of Scientists Maybe They Should Try A Stand-Up Comedian,1
Baby Polar Bear: 'What Use Is All This Fur If There's No Ice?' Mama Bear: 'Hush Up And Adapt'.,0
An Uncomfortable Truth About The Web May Make You Think Twice Before You Send That Friend Request,1
Yikes: Sending That Friend Request May Not Be So Harmless For Everyone,0
"He Asked Her The Wrong Question About Racism, But Her Answer Was Oh So Right",1
"If You Can Only Feel Tall While Someone Else Is On Their Knees, You May Have A Serious Problem",0
Boy Meets Girl. Girl Reveals An Intimate Secret. That's Where The Story Gets Interesting.,1
Think Meeting Strangers Is Awkward? Imagine Telling Them One Of Your Deepest Secrets.,0
Meet The Man With One Of The Worst Moral Compasses In America. Bless His Heart.,1
Meet The Man Who Apparently Thinks Discrimination Is OK As Long As It's Traditional,0
Meet The Man Who Might Just Have The Poorest Judgement In America. Bless His Dead-Inside Heart.,1
John Oliver Wants You To Meet The Man Who Might Just Have The Poorest Judgement In America,0
T-Mobile Phone Company Does Not Want Their Workers To Call Each Other For A Very Specific Reason,1
"Joining A Union Should Not Result In Emotionally Painful Interrogation In Harlem, Right?",0
The One Minute Of 'Orange Is The New Black' That I Want Everyone To See,1
The Episode Of 'Orange Is The New Black' That Called Out Some Real Life Criminals,0
The Rich People Getting Richer Are Making A Fatal Mistake. This Doesn’t Bother Me Even A Little.,1
"If There Was Endless Everything, We’d Be Under Their Thumbs Forever. But There Isn’t. Ha, Ha.",0
Meet The Man Who Might Just Have The Poorest Judgement In America. He Just Hurt John Oliver's Brain.,1
John Oliver Shames The All-Dead-Inside Dude Who Might Just Have The Poorest Judgement In America,0
"When Frat Bros Gather To Watch 2 Girls Make Out, They End Up...Crying?",1
3 Frat Bros Watch 2 Women Make Out And It's Oddly Heart Warming,0
I Bet White Poets Never Had To Answer To Being Too-White In Their Poems ...Just Sayin'.,1
These 11 Minutes Start Off As A Celebration Of Words And End Up As A Mad Critique Of Inequality,0
"It's Rare To Express The Pain Of Life In An Unequal World Nonviolently, But He Nailed It With Words",1
I Bet White Poets Never Had To Answer To Being Too-White In Their Poems ...Just Sayin'.,0
"Laugh Really Hard At How She's Acting, Then Tell Every Woman You Know Why It's Not Funny",1
Here's A Great Tip On How NOT To Start Your Day By Calling An Ambulance,0
I Bet White Writers Didn't Have To Answer To Being Too-White In Their Writings ...Just Sayin'.,1
These 11 Minutes Start Off As A Celebration Of Words And End Up As A Mad Critique Of America,0
"Jesus Didn't Discriminate Against Women, And This Man Won't Stick With A Religion That Still Does",1
This Devout Southern President President Is So Devoutly Christian That He Left The Baptist Church,0
Meet The Dude Who Might Just Have The Poorest Judgement In America. Bless His Dead-Inside Heart.,1
The Owner Of The Washington Football Team Should Listen To John Oliver. Because Shame Is Important.,0
Boy Meets Girl. Girl Reveals Secret. That's When Things Get Intimate. And Beautiful.,1
Boy Meets Girl. Girl Reveals Intimate Secret. That's When Things Get Beautiful.,0
An Infographic About How Your Tax Dollars Are Spent That Will Tick You Off,1
The Government Pays When Prisons Are Empty. You Do Too.,0
He Didn't Reveal A Truth About Himself Till He Was Almost 70. Then His Career Really Took Off.,1
"When He Stopped Lying To Himself And Stood Up For Civil Rights, His Life Changed For The Better",0
Two Iron-Willed Women Tear Apart The Word 'Bitch' Only To Build It Back Up Again As Their Own,1
"B-I-T-C-H: 5 Letters, 1 Extremely Powerful Word, And A Hell Of A Performance",0
Half of Us Struggle With This Problem. Solving That *Could* Be The Key To Gun Violence,1
"We See 31,000 Gun-Related Deaths In The US Each Year. Here's How We Can Keep That From Getting Worse",0
"Laugh Really Hard At How She's Acting, Then Tell Every Woman You Know Why It's Not Funny",1
Her Reaction Had Me Laughing But If Happened To A Woman I Cared About ... Not So Funny,0
He Kept It Secret For 68 Years. Then He Came Out To The World.,1
"When He Stopped Lying To Himself And Stood Up For Civil Rights, His Life Changed For The Better",0
An Uncomfortable Truth About The Web May Make You Think Twice Before You Send That Friend Request,1
An Uncomfortable Truth About The Value Of An Internet Connection When You're Stickin' It To The Man,0
Think Of All The Things The Internet Made Possible. Now Guess Who Invented It.,1
How's Having All Of The World's Information At Your Fingertips? You Can Thank These People For That.,0
We Always Knew The Cable Company Was Evil. But These Plans Gimme The Heebee Jeebies.,1
What If It Was Harder For You To Get Water Out Of Your Faucet Than For Your Neighbor?,0
"At These Dads Get-Togethers, It’s More Group Therapy Than Game-Day BBQ",1
Can You Teach A Man To Be A Better Father?,0
"Flood Are Terrifying. What About Man-Made, Pre-Planned Floods That Ruin Thousands Of Lives?",1
These Girls Will Become Refugees Unless Their Families Can Save Their Homeland,0
"Guys, Here's The Best Way To Hit On A Woman Who Says She's A Lesbian",1
"Guys, Do You Know The Best Way To Hit On A Woman Who Says 'Sorry I'm Gay'?",0
This Chart Has The Potential To Make Sex Ed A Lot Less Confusing,1
Using A Cookie For Sex Education Isn't Weird. It's Groundbreaking.,0
He Didn't Reveal A Truth About Himself Till He Was Almost 70. Then His Career Really Took Off.,1
Some Things Keep Folks Like Us Awake At Night But Showing That Part Of Ourselves Means We Can Rest,0
Companies And Governments Limit Our Access to The Internet So Here's A Video We Should Show Them,1
The Internet Is Like An Ever Expanding Wild West Of Ideas. Let's Not Let The Bad Guys Take Control.,0
He Didn't Reveal A Truth About Himself Till He Was Almost 70. Then His Career Really Took Off.,1
"Roses Are Red, Violets Are Blue, George Takei's Got An Inspiring Story For You",0
"I Won’t Say I Hate Walmart, But I Do Hate What These Numbers Tell Me About Walmart",1
"For Every 2 New Jobs Walmart Creates, 2.8 Are Lost. I’m Not An Economist, But I’d Say That’s Bad.",0
"You Look At This Man And Think Funny, But That's Before You Hear How He's Had A Seriously Deep Life",1
To All Those Young Gay Man Who Think Their Lives Are Over Before They've Begun,0
He Asks Her The Wrong Question About Racism. And Her Answer Is Flawless.,1
Journalist Asks Award Winning Writer The Wrong Question About Racism. And She Tells Him So.,0
He Didn't Reveal A Truth About Himself Until He Was Almost 70. Then His Career Really Took Off.,1
3 Little Words Uttered By This Famous Man Might Urge You To Keep On Trying,0
"It's Only A Word, Right? Two Powerful Women Tell Us What It Really Means When This Curse Is Used.",1
What 5-Letter World Could Possibly Ignite So Much Passion In These Iron-Willed Women?,0
They're Documenting An Issue That The Rest Of The World Seems Determined To Ignore,1
"One Proposal Could Make 20,000 People Refugees, And I Had Never Even Heard Of It",0
A Kid Says What Everyone Else Is Thinking When Someone Gets Bullied,1
It Starts With A Kid Talking About Witnessing Bullying. It Ends With Some Classic Einstein Wisdom.,0
This Man Has 18 Kids With 13 Different Women. But His Path To Fatherhood Is Just Beginning.,1
He's The First To Admit He Was A 'Terrible Father.' That's Why He's Going To Dad School.,0
This Comedian Has Great Life Advice For The Men Who Complain About Women On The Internet,1
"Totally Unsolicited, Great Advice For Men On The Internet From A Smart, Funny Man On The Internet",0
Why Ancient Egyptians Were Eating Better Bread Than We Are,1
Newly Discovered Footage Reveals Vast Old-Timey Conspiracy To Put Weird Stuff In Our Bread,0
How Can You NOT Love Folks Whose Motto Is 'Poverty Sucks. Play Guitar'?,1
Are These Guitars Instruments For Change?,0
"It's An Awful, Awful Feeling. And It's One Of The Most Basic Ways Survivors Protect Themselves.",1
"Hate, Anger, Sadness. Assault Survivors Feel It, But What's One Thing They'll Feel Above All Else?",0
"It's Only A Word, Right? Two Powerful Women Tell Us What It Really Means When This Curse Is Used.",1
"It's Only A Word, Right? Two Powerful Women Tell Us What It Really Means.",0
A Delicious Collection Of Meals For Just $4 A Day? How Is That Possible?,1
"Look, Food Stamps Shouldn't Confine You To Ramen And Fast Food",0
That One Time Your Grandmother Wanted To Talk About Sex,1
"If Your Grandma Used To Be Known As ‘The Buttered Biscuit,’ Would You Want Sex Advice From Her?",0
"If Racism Needs To Be Talked About (And It Does), Then I Nominate Her To Do More Talking",1
"If A Doctor Says You're Sick, You Can't Just Ignore Them. Same Thing Applies Here.",0
Australia's Very Questionable Decision About Who Takes Care Of The Great Barrier Reef,1
"Well, What Was So Great About The 'Great Barrier Reef' Anyway?",0
A Kid Grows Up With Gay Parents. This Is A Snapshot Of What Life In Their Home Looks Like.,1
"How Do You Define Wholesome?' Apparently Tattoos, Gay People, Families, And Puppies Are Part Of It",0
"I Won’t Say I Hate Walmart, But I Do Hate What These Numbers Tell Me About Walmart",1
The World's Most Giant Retailer Embraces Helping The Poor. Just Not With Their Wages. Or At All.,0
Watching A Black Woman Smile In The Face Of Racism Is Pure Delight. Then She Goes In For The Hug…,1
Watching A Filmmaker Calmly Chit-Chat With Racists Is Pure Delight. Then She Goes In For The Hug…,0
Laughing At People Never Made Me Feel So Good,1
Fake Laughing Is The New Yoga? Yoga To Be Kidding Me.,0
"When Frat Dudes Gather To Watch 2 Girls Make Out, They End Up...Crying?",1
"When Frat Bros Gather To Watch 2 Girls Make Out, They End Up Being Sensitive Gentlemen.",0
A T-Mobile Shop Does Not Want Their Workers To Call Each Other For A Very Specific Reason,1
A T-Mobile Shop Is Suggesting That Workers Stop Communication About Certain Issues,0
These Teenage Girls Have Suffered Life-Changing Burns. And They Need You To See Who They Still Are.,1
Self-Respect Is A Hard Thing To Maintain. It’s Especially Hard When People Turn Away.,0
"The Burns Were Bad Enough, But The Discrimination They Encountered Later On Was Even Worse",1
"The Burns Were Bad Enough, But The Cruelty They Encountered Later On Was Even Worse",0
11 Million People In The U.S. Have A Secret. Two Of Them Are Breaking The Silence.,1
They Live Here. They Go To School Here. And They Call Themselves Dreamers For A Very Special Reason.,0
A Photographer Visualized Some Incredibly Sexist Song Lyrics. The Outcome Is Disturbing.,1
"I Can See Why Women Would Have A Problem With These Song Lyrics. I'm A Dude, And I Totally Do Too.",0
