Headline,Attention
Having An Amazing Attitude Is A Requirement For Success. Limbs Are Entirely Optional.,0
"I'm Doing The Best I Can At This Parenting Thing. And I Acknowledge That You Are, Too.",1
"Alright Parents, Let's Just Acknowledge That We're All Doing Our Best Already",0
The Controversial Mass Text That You Should Absolutely Not Be Mad About,1
The Only Spam I Am Willing To Have Sent Directly To My Phone,0
"I've Met Babies Named Hennessy Before, So Why Did This Judge Just Order This Kids Name Changed?",1
"I've Met Babies Named Hennessy Before, So Why Did This Judge Just Order This Kids Name Changed?",0
The Controversial Mass Text That You Should Absolutely Not Be Mad About,1
"Your Phone Is Trying To Help You Be A Hero These Days, And Here Is How",0
The Things This 4-Year-Old Is Doing Are Cute. The Reason He's Doing Them Is Heartbreaking.,1
The Things This 4-Year-Old Is Doing Are Cute. The Reason He's Doing Them Is Heartbreaking.,0
There Is Something So Satisfying About Watching The Daily Show Nail This Outrageous Hypocrisy,1
There Is Something So Satisfying About Watching The Daily Show Nail This Outrageous Hypocrisy,0
The Things This 4-Year-Old Is Doing Are Cute. The Reason He's Doing Them Is Heartbreaking.,1
Why One Organization Went Out Of Its Way To Get A Cute-As-Heck 4-Year-Old His First Kiss,0
"The Simplest, Most Brilliant Way to Save Gas That I Have Ever Seen",1
How To Keep Your Kids Happy And Save A Ton Of Gas And Aggravation,0
"When Detroit Failed To Find A Connection, This 25-Year Old Took It To the Streets",1
Meet A Young Leader Whose Putting Some Heart And Soul Back Into Motown,0
Looking For Close-Minded Folk In The Deep South? Look Somewhere Other Than This Small Kentucky Town.,1
Looking For Close-Minded Folk In The Deep South? You'll Have To Look Somewhere Other Than This Town.,0
The Things This 4-Year-Old Is Doing Are Cute. The Reason He's Doing Them Is Heartbreaking.,1
The Things This 4-Year-Old Is Doing Are Cute. The Reason He's Doing Them Is Heartbreaking.,0
"If Strangers Are Staring At You In The Subway, Do What This Kid Did. Keep Singing. ",1
Stare At Hime All You Want. He's Enjoying Himself.,0
"If You Can't Pass This Simple Online Test, Stop Having Sex Immediately",1
"If My Parents Did This, I Never Would've Been Born",0
"The Simplest, Most Brilliant Way to Save Gas That I Have Ever Seen",1
"The Simplest, Most Brilliant Way to Save Gas That I Have Ever Seen",0
The Absolutely Genius Thought That Sparked A Computer Dynasty (And An Ashton Kutcher Movie),1
The Absolutely Genius Thought That Sparked A Computer Dynasty (And An Ashton Kutcher Movie),0
"He Got Mad As Hell When His City Couldn't Connect, Then Did Something Marvelous About It",1
When The 'New Era Of Detroit' Didn't Arrive He Decided To Hit The Road,0
Meet 5 Women Who Took Advantage Of A Law You Should Know More About,1
Title What Now? Taking Advantage Of The Law That's Apparently Not Just About Sports.,0
There Is Something So Satisfying About Watching The Daily Show Nail This Outrageous Hypocrisy,1
There Is Something So Satisfying About Watching The Daily Show Nail This Outrageous Hypocrisy,0
The Middle Class Was Built On Hard Work And Looking Out For Each Other,1
When's The Last Time You Saw A Video That Celebrates America's Workers?,0
​There Aint No Blurred Lines With These Teens Views On Robin Thicke's Controversial Song,1
​There Aint No Blurred Lines With These Teens Views On Robin Thicke's Controversial Song,0
My Father-In-Law Asked Me This Very Same Question Once At A Labor Day Barbecue,1
My Father-In-Law Asked Me This Very Same Question Once At A Labor Day Barbecue,0
Meet 5 Women Who Took Advantage Of A Law We Should All Know More About,1
Meet 5 Women Who Took Advantage Of A Law We Should All Know More About,0
WHAT?!? The Police Want To Use Assault Vehicles? In America? To Fight 'Terrorists?',1
WHAT?!? The Police Want To Use Assault Vehicles. In America. To Fight 'Terrorists.',0
Watch A Dude Say Something To All Women That All Dudes Should Really Hear,1
A Dude Calls Out Some Other Dudes For Assuming That Being Nice Dudes Means Women Owe Dudes Something,0
"An 11-Year-Old Girl With Much Bigger Problems Than 'Do You Wear Boxers, Briefs, Or Tighty Whities?'",1
The Clip That Definitely Should Get Your Undewear In A Bunch,0
"If A 'Nice Guy' Says These Two Words To You And Means Them, Revoke His Nice Guy Card",1
Just Because You Are Nice To A Girl Doesn't Mean She Owes You Something,0
"An 11-Year-Old Girl With Much Bigger Problems Than 'Do You Wear Boxers, Briefs, Or Tighty Whities?'",1
"If 'Gentlemen Prefer Hanes,' Then I'd Rather Be A Brute",0
"When Both Sides Of The Marijuana Debate Use Actual Facts, Things Get Very Interesting",1
"When Both Sides Of The Marijuana Debate Use Actual Facts, Things Get Very Interesting",0
Watch A Dude Say Something To All Women That All Dudes Should Really Hear,1
Watch A Dude Say Something To All Women That All Dudes Should Really Hear,0
"If A 'Nice Guy' Says These Two Words To You And Means Them, You Should Revoke His Nice Guy Card",1
"If A 'Nice Guy' Says These Two Words To You And Means Them, Then Maybe It's Time To Change His Title",0
"When This Guy Explains Why Women Won't Sleep With Him, You May Roll Your Eyes. But 2 Minutes In...",1
"When This Guy Explains Why Women Won't Sleep With Him, You May Roll Your Eyes. But 2 Minutes In...",0
"When This Guy Explains Why Women Won't Date Him, You May Roll Your Eyes. But 2 Minutes In...",1
"When This Guy Explains Why Women Won't Go Out With Him, You May Roll Your Eyes. But 2 Minutes In...",0
Meet 5 Women Who Took Advantage Of A Law We Should All Know More About,1
Meet 5 Women Who Took Advantage Of A Law We Should All Know More About,0
"A Disney Princess​ Sings About Men, But Not In The Normal-Boring-Love Way",1
"Guys, What Happened To Ariel? She's All Like Empowered And Stuff
",0
Meet 5 Women Who Took Advantage Of A Law We Should All Know More About,1
Meet 5 Women Who Took Advantage Of A Law We Should All Know More About,0
Why Is The Middle Class Disappearing? Here Are Some Clues.,1
The Great Jobs That This Country Had In The 1950's And 1960's Didn't Just 'Happen',0
Beyonce Makes Her Interviewer Uncomfortable In The Best Way. He Handles It Like A Champ.,1
Beyonce Makes Her Interviewer Uncomfortable In The Best Way. He Handles It Like A Champ.,0
In Which A 'Missundaztood' Pop Star Makes Perfect Sense About Gay Marriage,1
"We Can't Stop Talking About Gay And Straight Yet, But I Look Forward To A Future Where We Will",0
A Bunch Of Bad Predictions And One Really Important Prediction Will Get You Thinking About 2015,1
In 2015 We'll See These Celebrities For The Fortune-Tellers They Are,0
"A Disney Princess​ Sings About Men, But Not In The Normal-Predictable-Lame-Love Way",1
"A Disney Princess​ Sings About Men, But Not In The Normal-Predictable-Lame-Love Way",0
Neil Gaiman Casually Encapsulates A Piece Of Every Book Lover's Soul In One Epic Quote,1
"Here's Your Literary ""YES, THIS"" Moment For The Day (And Every Day)",0
Beyonce Makes Her Interviewer Uncomfortable In The Best Way. He Handles It Like A Champ.,1
"Beyonce Is Normally A Class Act, So Why Is She Giggling Her Way Through This Interview?",0
In Which A 'Missundaztood' Pop Star Makes Perfect Sense About Gay Marriage,1
In Which A 'Missundaztood' Pop Star Makes Perfect Sense About Gay Marriage,0
You'd Never Have Expected Comedians To Take On Such A Horrible Topic In Such A Great Way,1
You'd Never Have Expected Comedians To Take On Such A Horrible Topic In Such A Great Way,0
Here's The Most Perfect Quote About How To Make A Bad Thing A Little Better,1
BAD DAY FIXER OF THE DAY: One Quote That Everybody Who's Ever Needed An Escape Can Identify With,0
We Already Knew Costco Was A Great Company. Here's Something That Makes Them Fabulous.,1
We Already Knew Costco Was A Great Company. Here's Something That Makes Them Fabulous.,0
"The 2,200 Missing People In Arizona No One Seems To Give A Shit About
",1
"The 2,200 Missing People In Arizona No One Seems To Care About
",0
Meet 5 Women Who Took Advantage Of A Law We Should All Know More About,1
Meet 5 Women Who Took Advantage Of A Law We Should All Know More About,0
"A Religious Advisor Berates This Lady For 2 Minutes So He Can Feel One With God. Makes Sense, Right?",1
"A Religious Advisor Berates This Lady For 2 Minutes So He Can Feel One With God. Makes Sense, Right?",0
The Sly Little Thought That Gives Birth To Mad Geniuses,1
The Sly Little Thought That Gives Birth To Mad Geniuses,0
The Brilliant Reenactment Of The Trayvon Martin Murder That Every American Should Watch,1
MUST WATCH: Here's 26 Really Valid Reasons We Shouldn't Stop Talking About Trayvon Martin. YET.,0
I Wasn't Expecting To Get Emotional When This Sitcom Star Started Talking About His Fame,1
I Wasn't Expecting To Get Emotional When This Sitcom Star Started Talking About His Fame,0
You'd Never Have Expected Comedians To Take On Such A Horrible Topic In Such A Great Way,1
You'd Never Have Expected Comedians To Take On Such A Horrible Topic In Such A Great Way,0
Here Is The Best Anti-Photoshop Protest That I Have Ever Seen,1
The Best Challenge Against Photoshopping Perfection That I Have Ever Seen,0
Step Away Form Your Comfort And Hear These Real Stories About Escaping Bullets And Warzones,1
Step Away Form Your Comfort And Hear These Real Stories About Escaping Bullets And Warzones,0
Here's The Best Anti-Photoshop Protest You Won't See On The Cover Of A Magazine,1
Here Is The Best Anti-Photoshop Protest That I Have Ever Seen,0
I Wasn't Expecting To Get Emotional When This Sitcom Star Started Talking About His Fame,1
I Wasn't Expecting To Get Emotional When George Costanza Started Talking About His Fame,0
The Brilliant Reenactment Of The Zimmerman Murder That Every American Should Watch,1
The Brilliant Reenactment Of The Zimmerman Murder That Every American Should Watch,0
They Are Human Beings Trying To Survive. Why Do Some People Have Trouble Seeing That?,1
They Are Human Beings Trying To Survive. Why Do Some People Have Trouble Seeing That?,0
"I Would Never Work At This Place. Oh Wait. Um... Yup, My Bad! I Would TOTALLY Work At This Place.",1
"I Would Never Work At This Place. Oh Wait. Um... Yup, My Bad! I Would TOTALLY Work At This Place.",0
"Daughter Stages Her Own Fake Wedding, To Give Her Father The Greatest Moment Of His Life",1
This Dad Had One Final Wish Before His Cancer Takes Him - His Daughter Made It Happen,0
Watch How One Company Went From Being The Worst Place To Work To The Best In Under 3 Minutes,1
"This Is Both The Best And Worst Office Job To Have Ever, Depending On How Long You Stick Around",0
The Brilliant Reenactment Of The Zimmerman Murder That Every American Should Watch,1
The Brilliant Reenactment Of The Zimmerman Murder That Every American Should Watch,0
We Love This British Actor. We Love Him Even More After He Held Up These Bits Of Paper.,1
Sherlock Star Makes It Known That He's Pissed At the British Government,0
"In A Messed Up Country That Always Makes The Headlines, Here's One Thing The Media Hasn't Covered",1
"In A Country That Makes Headlines For All The Wrong Reasons, One Thing The Media Doesn't Cover",0
A Woman Is One Of The Most Important People In Movie History And You've Never Even Heard Of Her,1
Watching This Made Me Think — Is There A Woman Who Successfully Made Fire Before Prometheus?,0
"I Can't Believe This History Maker Was Forgotten, But Then I Remember She Was A Woman In The 1800s",1
A Woman Is One Of The Most Important People In Movie History And You've Never Even Heard Of Her,0
"In A Messed Up Country That Always Makes The Headlines, Here's One Thing The Media Hasn't Covered",1
"In A Messed Up Country That Always Makes The Headlines, Here's One Thing The Media Hasn't Covered",0
Don’t Want To Be Like Everyone Else? Then Watch This Wildly Popular Viral Video Everyone’s Watching.,1
Good News For People Who Want To Fit In. Great News For Everyone Else.,0
"This Is The Nerdiest, Most Swaggalicious Science Experiment Ever",1
"Students Push Science To The Limit, With Music",0
This Is Possibly The Worst Place To Work I've Ever Seen Or Possibly The Best. I Can't Decide Which.,1
This Is Possibly The Worst Place To Work I've Ever Seen Or Possibly The Best. I Can't Decide Which.,0
Man I Loved Me Some Chicken McNuggets … Until This Guy Put Them Under A Microscope,1
Man I Loved Me Some Chicken McNuggets … Until This Guy Put Them Under A Microscope,0
Man I Loved Me Some Chicken McNuggets … Until This Guy Put Them Under A Microscope,1
Man I Loved Me Some Chicken McNuggets … Until This Guy Put Them Under A Microscope,0
You've Never Heard Of This Woman And She's Basically The Most Important Person In Movie History,1
You've Never Heard Of This Woman And She's Basically The Most Important Person In Movie History,0
"Vaginas Prove Too Much For One University, Get Banned",1
"Don't They Know Banning Vaginas Will Only Draw More Attention?
",0
"They Tried To Make This Popstar Dress And Sing A Certain Way. She Refuses, And Sends This Message.",1
"They Tried To Make This Popstar Dress And Sing A Certain Way. She Refuses, And Sends This Message.",0
Read The Powerful Words That This Soldier Used To Tell The World Who She Truly Is,1
Read The Brave Request She Made To The World That All Human Beings Deserve,0
This Is Possibly The Worst Place To Work I've Ever Seen Or Possibly The Best. I Can't Decide Which.,1
Watch How One Company Went From Being The Worst Place To Work To The Best In Under 3 Minutes,0
This Is Possibly The Worst Place To Work I've Ever Seen Or It May Be The Best. I Can't Decide Which.,1
This Is Possibly The Worst Place To Work I've Ever Seen Or Maybe The Best. I Can't Decide Which.,0
"What Maine, North Dakota, And Wyoming Are Doing Better Than New York And California",1
Infographics Reveal That Locavores Are Not The Big-City Foodies We Thought They Were,0
4 Demands From the 1963 March On Washington Still Haven’t Been Met,1
"After Martin Luther King Jr. Said ‘I Have A Dream,’ Did America Just Go To Sleep?",0
What’s It Like To Take Pictures In A Country Where Cameras Were Outlawed?,1
The Bravest Photographers In Afghanistan Might Be The Ones Working After The Troops Are Gone,0
"They Tried To Make This Popstar Dress And Sing A Certain Way. She Refused, And Said These Words.",1
They Tried To Make This Popstar Dress And Sing A Certain Way. She Refused And Took A Stand.,0
"You've Never Heard Of This Woman, And She's Basically The Most Important Person In Movie History",1
"You've Never Heard Of This Woman, And She's One Of The Most Important People In Movie History",0
I Wasn't Expecting To Get Emotional When This Sitcom Star Started Talking About His Fame,1
I Wasn't Expecting To Get Emotional When This Sitcom Star Started Talking About His Fame,0
"You've Never Heard Of This Woman, And She's Basically The Most Important Person In Movie History",1
You've Never Heard Of This Woman But She's One Of The Most Important People In The History Of Movies,0
"What A Beach-Bumming, Couch-Surfing Dudebro Can Teach Us About Food Stamps",1
How To Catch A Straw Man,0
"They Were Married For 19 Years Until Oregon Cancelled Their Vows. Yea, They're Fighting Back.",1
You Don't Tell 2 People Who Love Each Other This Much That Their Marriage Doesn't Count. Otherwise–,0
Just Because Our Kids Won't End Up Doing These Awful 'Jobs' Doesn't Mean We Should Ignore Them,1
Just Because Our Kids Won't End Up Doing These Awful 'Jobs' Doesn't Mean We Should Ignore Them,0
Just Because Our Kids Won't End Up Doing These Awful 'Jobs' Doesn't Mean We Should Ignore Them,1
Just Because Our Kids Won't End Up Doing These Awful 'Jobs' Doesn't Mean We Should Ignore Them,0
"This Is The Nerdiest, Most Swaggalicious Science Experiment Ever",1
"This Is The Nerdiest, Most Swaggalicious Science Experiment Ever",0
Good News For People Who Want To Fit In. Great News For Those That Won’t.,1
Good News For People Who Want To Fit In. Great News For Those That Won’t.,0
Probably Shouldn't Tell A Couple They Can't Stay Married Right Before Their 20th Wedding Anniversary,1
For Their 20th Wedding Anniversary They Will Be Fighting The State To Remain Legally Married,0
A Fancy Actor Comes Out Of The Closet In The Most Unique Way Possible By Picking A Fight With Russia,1
"If You Come Out Of The Closet, You Might As Well Pick A Fight With Russia While You're Doing It",0
"An Incredible Lesson About Love That Comes From A Guy. Yes, A Teenage Guy.",1
"An Incredible Lesson About Love That Comes From A Guy. Yes, A Teenage Guy.",0
7 Moronic Things People Have Said To Me About A Possible Wonder Woman Movie (Now With Bonus Rage),1
"There Are 15 Batman Movies, 10 Superman Movies, And 7 Reasons To Make A Wonder Woman Movie",0
A 14-Year-Old Explains Food Labeling In Language Even Condescending Middle Aged TV Hosts Should Get,1
A 14-Year-Old Explains Food Labeling So That You And I And Even Condescending TV Hosts Can Get It,0
"Yeah, It’s Gonna Be Another 50 Years On Those Civil Rights You Ordered
",1
"America Might Still Need Another Civil Rights March On Washington
",0
What’s It Like To Take Pictures In A Country Where Cameras Were Outlawed?,1
Being A Photographer Is A Job That’s Both A Century Old And Brand New … In Afghanistan,0
"Thanks To This Infographic, We Can Finally Stop Talking About Food As A Fancy-Pants Issue",1
"What Maine, North Dakota, And Wyoming Are Doing Better Than New York And California",0
"An Incredible Lesson About Love That Comes From A Guy. Yes, A Teenage Guy.",1
"An Incredible Lesson About Love That Comes From A Guy. Yes, A Teenage Guy.",0
Watch An Actor Come Out Of The Closet AND Pick A Fight With A Homophobic President The Same Time,1
Watch An Actor Come Out Of The Closet AND Pick A Fight With Russia's President At The Same Time,0
Watch An Actor Come Out Of The Closet AND Pick A Fight With A Homophobic President The Same Time,1
Watch An Actor Come Out Of The Closet AND Pick A Fight With A Homophobic President The Same Time,0
Watch An Actor Come Out Of The Closet AND Pick A Fight With A Homophobic President The Same Time,1
Watch An Actor Come Out Of The Closet AND Pick A Fight With A Homophobic President The Same Time,0
"Parents Joke About Their Kids Ending Up In Counseling One Day, But What If We Took That Seriously?",1
"Parents Joke About Their Kids Ending Up In Counseling One Day, But What If We Took That Seriously?",0
Your Unhealthy Love For Public Health In 14 Images,1
14 Ways You Reveal You Unhealthy Obsession With Public Health,0
The Science Presentation That Would've Kept Me Awake In High School,1
The Science Presentation That Would've Kept Me Awake In High School,0
A Funny Spoof On How One Huge Corporation's Been Fooling Us This Whole Time,1
A Funny Spoof On How One Huge Corporation's Been Fooling Us This Whole Time,0
Identities Of Terrorists Who Hijacked School Bus Revealed ... What The Hell?!,1
Identities Of Terrorists Who Hijacked School Bus Revealed ... What The Hell?!,0
Bad News For People Who Hate Obama: You May've Been Cheering For Him This Whole Time,1
Bad News For People Who Hate Obama: You May've Been Cheering For Him This Whole Time,0
He’s Worked At Burger King For 8 Years. Guess How Much He Makes.,1
"He’s Got 3 Kids, Works 2 Jobs, And Makes Barely Enough To Survive. 
",0
"The Reason Why She Lives In A Shelter Should Make You Very Upset
",1
What If You Worked Full-Time And Still Couldn’t Afford To Move Your Daughter Out Of The Shelter?,0
"Are People Aware Police Are Experimenting On Our Children Like This? 
",1
Police Are Now Experimenting With Our Kids In Some Really Bizarre Ways,0
Everyone Should Know What This Cop Has Done,1
Everyone Should Know What This Cop Has Done,0
An Invisible Nordic Guy Has Some Uncomfortable Truths About America For You,1
15 Comic Panels That Should Make Every American Feel Meh About Our Priorities,0
An Invisible Nordic Guy Has Some Uncomfortable American Truths For You,1
An Invisible Nordic Guy Has 15 Comic Panels That'll Make You Feel Meh About Our National Priorities,0
Anyone Else Aware Police Were Pulling These Kind Of Experiments On Our Children?,1
Anyone Else Aware Police Were Pulling These Kind Of Experiments On Our Children?,0
"Hard To Believe The Woman At The End Of This Video Is The Same Woman As At The Beginning
",1
A Brave Woman With AIDS Allows Us To Witness Her Incredible Recovery,0
"I Knew Looks Could Be Deceiving, I Just Didn't Know They Could Be SO Deceiving",1
"Sweet Baby Zeus' Thunderpants, Looks Can Be Deceiving",0
Don't Think Looks Can Be Deceiving? Take A Peek At This Guy.,1
People Who Assume He 'Can't' Will Hear His Rockin' Vengeance When He 'Does',0
A Funny Spoof On How One Huge Corporation's Been Fooling Us This Whole Time,1
A Funny Spoof On How One Huge Corporation's Been Fooling Us This Whole Time,0
"Dear Religious Extremists: The Cameras Are Staying, And That's Final.",1
"Dear Religious Extremists: The Cameras Are Staying, And That's Final.",0
A Funny Spoof On How One Huge Corporation's Been Fooling Us This Whole Time,1
A Funny Spoof On How One Huge Corporation's Been Fooling Us This Whole Time,0
Some Couples You Just Don't Mess With. Especially Not Right Before Their 20th Wedding Anniversary.,1
Some Couples You Just Don't Mess With. Especially Not Right Before Their 20th Wedding Anniversary.,0
Some Couples You Just Don't Mess With. Especially Not Right Before Their 20th Wedding Anniversary.,1
Some Couples You Just Don't Mess With. Especially Not Right Before Their 20th Wedding Anniversary.,0
Don't Think Looks Can Be Deceiving? Take A Peek At This Guy.,1
Don't Think Looks Can Be Deceiving? Take A Peek At This Guy.,0
They Thought It Couldn't Happen To Them. Now They're Doing What They Can So It Won't Happen To You.,1
They Thought It Couldn't Happen To Them. Now They're Doing What They Can So It Won't Happen To You.,0
A Funny Spoof On How One Huge Corporation's Been Fooling Us This Whole Time,1
A Funny Spoof On How One Huge Corporation's Been Fooling Us This Whole Time,0
"When I Saw That This Was A List Of Things Made In China, I Didn't Expect To Be So Shocked",1
"If I Had A Nickel For All Of The Items Now Made In China, I'd Have To Start Making Nickels In China",0
They Thought It Couldn't Happen To Them. Now They're Doing What They Can So It Won't Happen To You.,1
They Thought It Couldn't Happen To Them. Now They're Doing What They Can So It Won't Happen To You.,0
Think Looks Can't Be Deceiving? Take A Peek At This Astonishing Guy.,1
Think Looks Can't Be Deceiving? Take A Peek At This Astonishing Guy.,0
Hugh Jackman Gives Us A Much-Needed History Lesson And A Wake-Up Call,1
Hugh Jackman Gives Us A Much-Needed History Lesson And A Wake-Up Call,0
We Have Found The Easiest Way To Get Congress To Do Something About Climate Change EVER,1
We Have Found The Easiest Way To Get Congress To Do Something About Climate Change EVER,0
Why I’m Pretty Much Nerding Out Over This Incredibly Inspiring Technology,1
Why I’m Pretty Much Nerding Out Over This Incredibly Inspiring Technology,0
Meet The Nuns Who Are Taking Names And Fighting Back,1
Meet The Nuns Who Are Taking Names And Fighting Back,0
Meet The Nuns Who Are Taking Names And Fighting Back,1
Meet The Nuns Who Are Taking Names And Fighting Back,0
"If You Think Race Isn’t An Issue Anymore, Boy Have I Got An Infographic For You",1
"If You Think Race Isn’t An Issue Anymore, Boy Have I Got An Infographic For You",0
"If You Were Bullied And Decided To Become A Sixth-Grade Metalhead, You Would Be These Fantastic Kids",1
"If You Were Bullied And Decided To Become A Sixth-Grade Metalhead, You Would Be These Fantastic Kids",0
I Didn't Think I Was Going To Like The Actor Behind 'The Most Interesting Man.' I Was Mistaken.,1
Here's A Guy Who Figured Out How To Use His Sudden Fame The Right Way,0
A Hilarious And Beautiful Song About All The Crazy Sh*t Women Do To Look Good,1
"A Song Called 'The Armpit Song' Is, Meaningful, Beautiful, And About So Much More Than That",0
"This Is Probably The Funniest, Most Effective Way To Deal With People Who Ignore Science Facts Ever",1
"This Is Probably The Funniest, Most Effective Way To Deal With People Who Ignore Science Facts Ever",0
A Late Night Comedian Makes An Amusing Point About The Fairness Of Men Paying For Date Night,1
A Late Night Comedian Makes An Amusing Point About The Fairness Of Women Paying For Date Night,0
"This Is Probably The Funniest, Most Effective Way To Deal With People Who Ignore Science Facts Ever",1
"This Is Probably The Funniest, Most Effective Way To Deal With People Who Ignore Science Facts Ever",0
"If You Were Bullied And Decided To Channel It In A Fantastic Way, You Would Be These Kids",1
"You Might Of Decided To Become A Sixth-Grade Metalhead If You Were Bullied, Too",0
Meet The Defiant Nuns Who Are Taking Names And Fighting Back,1
Meet The Defiant Nuns Who Are Taking Names And Fighting Back,0
"If 287,000 Women Had Been Given A Few More Choices About Their Sex Lives They’d Still Be Alive",1
I’m Lucky To Live Somewhere Where I Have Choices About My Maternal Health. 222 Million Don’t.,0
"If You Were Bullied And Decided To Channel It In A Fantastic Way, You Would Be These Kids",1
"If You Were Bullied And Decided To Channel It In A Fantastic Way, You Would Be These Kids",0
"If 287,000 Women Had Been Given A Few More Choices About Their Sex Lives They’d Still Be Alive",1
"If 287,000 Women Had Been Given A Few More Choices About Their Sex Lives They’d Still Be Alive",0
This Rapper Schools Us On Who We Have To Thank For That 5 O'Clock Feeling,1
This Rapper Schools Us On Who We Have To Thank For That 5 O'Clock Feeling,0
Diana Saw A Huge Problem In Her Community And Did Something No One Else Knew How To Do,1
Why This Big Problem In Her Community Only Inspired Her To Make Things Better,0
WARNING: This Guy Will Rip Your Heart Out Within 3 Minutes Talking About Kids,1
This Is What It Means To Be A Black Child In America,0
"If You Were Bullied And Decided To Channel It In A Fantastic Way, You Would Be These Kids",1
"If You Were Bullied And Decided To Channel It In A Fantastic Way, You Would Be These Kids",0
They Thought It Couldn't Happen To Them. And Then It Did.,1
They Thought It Couldn't Happen To Them. And Then It Did.,0
"If You Have To Talk To Your Kids This Way, I'm Sorry On Behalf Of Humanity",1
The Horrible Thing About 37% Of Americans Might Have To Teach Their Children,0
Hard Time Visualizing The Importance Of Medical Research? Here's A Simple (And Shocking) Lesson.,1
A Brave And Astonishing Lesson On The Importance Of Medical Research,0
The Science Presentation That Would've Kept Me Awake In High School,1
MIC DROP: Can't Fall Asleep During This Science Class,0
Watch A Gut-Wrenching Moment A Father Sees His Son For the First Time After He Is Thought To Be Dead,1
Watch A Gut-Wrenching Moment A Father Sees His Son For the First Time After He Is Thought To Be Dead,0
Watch A Gut-Wrenching Moment A Father Sees His Son For the First Time After He Is Thought To Be Dead,1
Watch A Gut-Wrenching Moment A Father Sees His Son For the First Time After He Is Thought To Be Dead,0
"Meanwhile, In The Peaceful Little Kingdom Of Denmark, The Citizens Were Happy, Healthy, And On Time",1
They Just Can’t Get Enough Bicycling! See What Those Zany Danes Are Up To.,0
The Epic Animated Story Of How A Ton Of Dimes And A Badass Scientist (Almost) Eradicated A Disease,1
The Epic Animated Story Of How A Ton Of Dimes And A Badass Scientist (Almost) Eradicated A Disease,0
Science Has Been Lying To You About Some Fundamental Truths,1
"How A Story Can Change The Way You Feel About The Whole World
",0
"Racial Profiling, Please Meet My Friend, Common Sense. You Two Need To Talk.",1
"Racial Profiling, Please Meet My Friend, Common Sense. You Two Need To Talk.",0
"Bullying And Rape Culture Have A New Enemy, And He Is … A Fraternity Brother",1
"The Hardest Bullies To Stand Up To Are The Ones Who You Call Brother
",0
This Rapper Schools Us On Who We Have To Thank For That 5 O'Clock Feeling,1
A Rapper's Verses Tell Us Who We Have To Thank — For That 5 O'Clock Feeling,0
You Have Electricity Because Of Guys Like These,1
Forget 'Dirty Jobs' — Check Out These Dudes Who LASSO POWER WHILE IN THE AIR,0
"If You Have To Tell Your Kids This Stuff, Then You Probably Aren't A White Person",1
"If You Have To Tell Your Kids This Stuff, Then You Probably Aren't A White Person",0
Hear One Of The Biggest Triumphs Of Modern History Told In 4 Minutes,1
The Epic Animated Story Of How A Ton Of Dimes And A Badass Scientist (Almost) Eradicated A Disease,0
You Know Those Power Lines That Stretch On Forever When You're Driving Across The Countryside?,1
The Incredible Things That These People Do So You Can Turn On Your Lights,0
WATCH: Celebrities Wasting Money To Make The World A Better Place,1
WATCH: Celebrities Wasting Money To Make The World A Better Place,0
"His Demonstration Is Incredibly Simple, In The Completely Fascinating, Heartbreaking, Oh-My-God Way",1
"For Those Who Suffer The Same Disease, He Gives An Incredibly Intimate And Profound Demonstration",0
"If You Were Bullied And Decided To Channel It In A Fantastic Way, You Would Be These Kids",1
"If You Were Bullied And Decided To Channel It In A Fantastic Way, You Would Be These Kids",0
"Who Doesn't Like To Watch Half-naked Girls Dancing? These Guys, After They See Why It's Happening",1
"Who Doesn't Like To Watch Half-naked Girls Dancing? These Guys, After They See Why It's Happening",0
These Marvelous Boys Were Bullied And Decided To Channel It In A Fantastic Way.,1
"If You Were Bullied Like These Kids And Decided To Channel It Into This, You'd Also Be Fantastic ",0
Superhuman Navigation Skills? Risky Sexual Behavior? Your Native Language Might Be To Blame.,1
Superhuman Navigation Skills? Risky Sexual Behavior? Your Native Language Might Be To Blame.,0
Kevin Spacey Predicts The Future. Mainstream Media Could Be In Serious Trouble.,1
Kevin Spacey Explains How Traditional Media Is Losing Its Stranglehold On Content,0
Stephen Fry Drops A Whale Of A Final Remark On The Catholic Church During A Debate,1
"Oh, The Crappy Arguments People Try To Pull On Stephen Fry...",0
"His Demonstration Is Incredibly Simple, In The Completely Fascinating, Heartbreaking, Oh-My-God Way",1
"His Demonstration Is Incredibly Simple, In The Completely Fascinating, Heartbreaking, Oh-My-God Way",0
You Know Those Power Lines That Stretch On Forever When You're Driving Across The Countryside?,1
You Know Those Power Lines That Stretch On Forever When You're Driving Across The Countryside?,0
"What If The Women In Your Life Had No Choice But To Keep Having Babies, Even If It Killed Them?",1
"Their Shelves Were Empty, And Women Were Dying",0
Holy Crap! They've Already Saved 20 Million Lives. That Deserves Way More Than Applause.,1
We Should Totally Thank These People For Making Our World Waaaay Less Deadly,0
How The Future Might Look If We Don't Push For Gun Control,1
How The Future Might Look If We Don't Push For Gun Control,0
Is 'The Next Jimi Hendrix' Too Subtle For How Talented This Kid Is?,1
Is 'AC/DC As Kids From Harlem' Descriptive Enough For How Talented These Kids Are?,0
At 5pm A Man's Daughter Was Sick. By 7pm She Was Dead. Her Killer Is Now Being Cleaned Up.,1
At 5pm A Man's Daughter Was Sick. By 7pm She Was Dead. Her Killer Is Now Being Defeated.,0
