Headline 1,Headline 2,Direction
A restaurant in Arkansas posted a funny sign that mocks the state for its anti-gay stance.,He knew he couldn't stand by and watch his state discriminate. So he put up a sign in his restaurant,1
"Igiugig, Alaska. Population: 70. Here's why it's a role model for America.",One village doesn't depend on ANY outside sources. It's renewable.,1
An 8-year-old girl rescued from abusive parents wrote the sweetest note to her social worker heroes.,Read the note an 8-year-old girl wrote to the social workers who rescue children like her every day.,1
"Working at tiny scales, scientists transform gold into something even more incredible.",Gold is going places it's never gone before.,1
Your daily dose of feel-good: Kid President discusses the future in this delightful video.,Your daily dose of feel-good: Watch 'Kid President' discuss the future in this delightful video.,1
The vaccination rate in Somalia is higher than in some U.S. schools — and other important info.,Vaccines save lives and money. A whole LOT of money.,1
"A little girl's mom had no formal education, but she taught her a most valuable life lesson.","Kids learn a lot in school, but we shouldn't forget the value of hands-on experience.",1
"She was sold as a sex slave for $73. Then she was sold again. And finally, she was rescued.","A sex club paid a trafficker $73 for Remy. 'For me, that was my worth,' she said.",1
He met dozens of kids who didn't have shoes. So he invented 5 pairs in 1.,Meet the transformer shoe that can help kids in poverty for up to 5 years,1
"George Lucas just pissed off his neighbors, and I couldn't be happier.","George Lucas just reminded me of my childhood, and it has nothing to do with ""Star Wars.""",1
Nanotech transforms a glittery treasure into a medical wonder.,Nanotech transforms all that glitters into a medical wonder.,1
The man who found the Titanic made a discovery during his latest adventure: a beautiful whale.<br>,"5 years after a huge oil spill, we're still looking for answers. Luckily for us, this crew is on it.<br>",1
What seems like a small indignity at first soon becomes a huge blow to your self-esteem.,"It seems like a small indignity, but imagine how it feels to never have feminine products you need.",1
It's a 4 letter practice the FDA lets food companies get away with. It could be deadly.,Would you trust companies to decide if their own food additives are safe for you? The FDA does.,1
The man who found the Titanic made a discovery during his latest adventure: a beautiful whale.<br>,"At the site of the largest oil spill in U.S. history, a whale interrupts a deep sea expedition",1
The man who found the Titanic made a discovery during his latest adventure: a beautiful whale.<br>,A whale interrupts a deep sea expedition on the site of the largest oil spill in U.S. history.,1
"He starts with an apology for ruining the earth, but then watch him take it back.","Prince EA wrote an apology to the future, but his real message is for you and me right here and now.",1
"George Lucas just pissed off his neighbors, and I couldn't be happier.",George Lucas is right to build affordable housing in his wealthy California neighborhood.,1
A war veteran finds the perfect treatment for PTSD on a mountain with his dog and his cat.,"Watch the adorable adventures of a cat, a dog, and the traumatized war vet who really needed them.",1
The consequences of fracking revealed in a simple kitchen test. Holy smokes.,When you put a match up to running water it shouldn't burst into flames. Thanks fracking.,1
"Most workers have the same rights, right? Umm … no.","When you are on the job, you have certain rights. Right?",1
The story of this young cyclist shows that no team has ever ridden for a more worthy cause.,See how a cyclist is becoming a symbol of hope for a country 'scarred' by violence.,1
"After he was raped, he made a list of people that love him. He made sure to put his name at the top.",Upworthy's exclusive interview with the poet who Facebook suggested befriend his own rapist.,1
Meet the app that watches the forest when no one else is,We might not have known what was happening in our own backyards. Then this app came along.,1
Nursing home residents are certain this tiny dog is from heaven. After seeing her in action I agree!,This adorable little teacup Poodle does more than just look cute. She brings joy to the elderly.,1
A Muslim family was being harassed on the train. So a stranger gave the bully a verbal smackdown.,"It's not always easy to stand up to bullies, but this woman confronted a bigot and made a difference.",1
Scientists have found a practical reason for turning light into sound. It's out of this world.,Scientists make stars 'sing' to learn more about what they are.,1
It looks like the best way to grow crops here may be to get them the hell off the ground.,Could growing plants in the air be the salvation of farms ruined by pollution?,1
Palm oil is farmed 1 of 2 ways: by burning and killing — or this other way someone just figured out.,Want to know the terribly obvious reason to not destroy jungles? Because then we won't have anymore.,1
She never expected to be a farmer. But you'd never guess from the way she talks about it now.,"From bank teller to dairy farmer, here's how one woman started a new life on the farm.",1
Their friends are married. They're tired of being left out. So they're telling their stories.,Couples talk about the importance of family in a place that won't let them get married.,1
An experiment may mean that farming can happen even where the ground's been ruined.,"The ground is ruined, so engineers have started growing leafy greens in the air.",1
An inventor built a zero-emissions car out of a popular kids' toy. That's not even the best part.,Could the first drivable Lego car be the future of zero-emissions engine technology?,1
"In 2013, Google launched a bunch of balloons into the sky. It just might be the future of internet.",The future of internet connectivity starts with the 30 balloons Google launched into the sky.,1
A teacher who had enough told her students what they were really worth,A teacher who had enough of standardized testing told her students what they were really worth,1
Google launched a bunch of balloons into the sky. It just might be the future of internet.,60% of Earthlings have no internet. Here is how Google wants to fix that.,1
"14 years ago, she quit her job and started farming. Here's a look at her life now.",A farmer and mom talks about why it's important to eat real food.,1
A new drug may be life-saving. That's why these 4 families are racing to get it approved.,4 families are racing the clock to get a promising treatment approved before a son dies.,1
Their friends are married. They're tired of being left out. So they're telling their stories.,These families lives will change when Ireland recognizes same sex marriage.,1
Couples that have been together for years talk about love. It's adorable — and heartbreaking.,Did you know that gay marriage isn't legal in Ireland? Yet.,1
4 families are racing the clock to get a promising treatment approved before a son dies.,"Duchenne muscular dystrophy is merciless, so they're desperate to get this promising drug approved.",1
Bees are in serious trouble. Part of the answer couldn't be easier or more delightful.,Helping out the bees. Just one more reason to surround yourself with flowers this spring.,1
Barbara was hired at a top notch design firm at 91. Here are 5 amazing things she's done so far.,What happens if we treat the elderly like the resource that they are? Barbara Beskind happens.,1
A new drug could be the miracle they're hoping for. Now they just have to get it approved.,An emotional film tells a story of 4 families trying to get a possible cure through the FDA.,1
8 confessions from students in top-notch colleges that made me think differently about 'merit',"When you hear 'Columbia' or 'Stanford,' you might think 'rich.' Sometimes, that's far from true.",1
Right after announcing he was taking a pay cut to raise his employee's salaries…business is booming.,"He took a 90% pay cut so he could pay his employees more, and business has never been better.",1
"He doesn't ride for glory, cups, or prize money. This cyclist rides to heal a wounded nation.","A Rwandan cyclist is training as if millions of lives depend on it. And in a way, they do.",1
A new drug could be the miracle they're hoping for. Now they just have to get it approved.,A new drug may be life-saving. That's why these 4 families are racing to get it approved.,1
A massive corporate power grab is about to become law. You need to know what's in it.,The Trans Pacific Partnership is a massive corporate power grab,1
It's an area of feminism often overlooked. This pizza analogy nails it.,She's explaining some issues with feminism using pizza. It's just as awesome as it sounds.,1
A new drug could be the miracle they're hoping for. Now they just have to get it approved.,An emotional film tells a story of 4 families trying to get a possible cure through the FDA.,1
Bees are in serious trouble. Part of the answer couldn't be easier or more delightful.,"Bees have survived for 50 million years, but what they face now is epic.",1
There was a time in our history when the United States bombed its own citizens. Not kidding.,The West Virginia Mine Wars: 1 million rounds were fired in the most violent strike in U.S. history.,1
"A short, punchy video on recycling reminds us of what the numbers have been saying all along.<br>",Plastic is forever. In one form or another.<br>,1
"Quitting smoking is hard, but this bubble wrap-filled video gives you a major incentive to stop.",They traded in a cigarette for 11 glorious minutes of bubble wrap popping fun.,1
A filmmaker went to the United Nations and strapped 'em into virtual reality headsets. Here's why.,He's creating virtual reality films that he hopes can change the world. Literally.,1
What happens when you ask male action stars the questions female stars actually get? Comedy gold.,"Mark Ruffalo shares his complexion tips, for justice.",1
"A plastic bottle finds its way home, but its original owner is not so happy to see it.<br>","A plastic bottle finds its way home, along with a powerful message to recycle.<br>",1
A super-absorbent sponge and a leaf-inspired mesh could get the oil out of our environment for good,We can't stop oil spills yet. So we need to learn how to clean up after them.,1
The science of why the comment section on just about anything is so awful.,Every wondered why things go viral? It's all in your mind.,1
Recycling in the U.S. hasn't increased in decades. Technology to the rescue.,"A mountain of money goes into the trash when we don't recycle, but technology can help.",1
The science of why the comment section on just about anything is so awful.,Red-pill alert: Science explains why every comment section is always a rage-splosion.,1
They're in tears before his bionic eye is even turned on. His final reaction is priceless.,"A bionic eye for the blind? It's not a sci-fi flick, this is real life.",1
He was sued by a famous stuntman over his Kanye video. Not as impressive as what he's doing now.,A filmmaker is building 'the ultimate empathy machine' with amazing virtual reality films.,1
Ever wonder how companies sell clothes at unbelievably low prices? The truth isn't so pretty.,John Oliver's look at child labor in the fashion industry might have you rethinking your closet.,1
This researcher asked some surprising experts what's wrong with US schools. Here are their ideas.,This researcher asked kids what's wrong with US schools. Here are their ideas.,1
"Because he sued to be on his husband's death certificate, gay marriage could become legal everywhere","By honoring his late husband, he might wind up making gay marriage legal in every state.",1
The whole murdering elephants in Africa thing is becoming a problem. Billy Joel is here to solve it.,The endangered elephants of Africa have an unlikely hero. Billy Joel.,1
A 'food truck social enterprise' is a real thing. Delicious food + a bright future = win!,"Food trucks sell delicious food. And for some people, they offer a better future.",1
Can you do a quick thing to help nearly a million kids in Nepal to survive the earthquake aftermath?,"We're safely going about our day, but they're just trying to survive an earthquake. We can help.",1
What happens when the 'Science Guy' and the 'President Guy' sit down together? SCIENCE BRAINSTORM.,How do we make more kids fall in love with science? Bill Nye and President Obama discuss.,1
Bees are in serious trouble. Part of the answer couldn't be easier or more delightful.,Bees are facing big trouble. The answer is to plant flowers.,1
2 brilliant scientific inventions that could clean up oil spills for good,How scientists are finding creative ways to clean up oil spills,1
The epicenter of Nepal's earthquake is called the Kathmandu Valley. Let's fly there on Google Earth.,"Explore the the Kathmandu Valley, epicenter of Nepal's earthquake.",1
She wanted to help teens coming out of jail. Now she's knocking it out of the park.<br>,This food truck makes delicious meals from maple syrup *and* gives hope to former inmates.,1
"Some songs are bad for the earth, because they're being played on instruments ripped from nature.",A new term is being coined: Sustainable Musician — one who makes music without hurting the planet.,1
Ever wonder how recycling works? A glimpse behind the scenes at cool technology and big money.,Technology that sorts frogs from green beans offers help for recycling too.,1
"These girls are making such a difference in Ethiopia, even their elders look up to them.",Meet the 5 girls behind Ethiopia's first teen brand: Yegna. They are a huge hit.,1
"One by one, bystanders find themselves joining this powerful, peaceful protest in Baltimore.",Faith leaders of Baltimore band together in solidarity with peaceful protesters.,1
A 'Harry Potter' fan held up a brilliant sign in front of the Supreme Court today.,A 'Harry Potter' fan wants the Supreme Court to know that Dumbledore deserves equal rights.,1
"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.","If you want to know how gangs are involved with the riots in Baltimore, just ask them.",1
Leave those rocks alone. They might be a hellbender's home.,"If you see a 2-foot-long salamander, you know you've found a healthy stream.",1
Many are blaming Baltimore teenagers for starting the riots. One teacher saw something else.,"It should be obvious, but confronting teenagers with bullets and riot gear is a terrible idea.",1
Moms aren't very visible in Egypt. Their sons won't even speak their names. Here's why.,Why an Arab man won't say his mom's name,1
Did you know that the light of stars can be turned into sounds? Here's what those sounds tell us.,Starlight can be transformed to tell us how big stars are.,1
Jason Mraz and other musicians are pleading with you to stop buying rare wood for your instruments.,The environment has an unlikely hero: guitars.<br>,1
"A group of Swedish cops on vacation 'handled' a situation on the New York subway. Take notes, NYPD.","2 men were fighting on the subway. Cops showed up. Luckily for them, it wasn't the 'real' police.",1
"When the cops couldn't calm the crowds in Baltimore, over 100 clergy members started marching.","As riots broke out across the city, this group of Baltimore clergy marched in peaceful protest.",1
"While Baltimore rioted, these gang members did what no one expected -- tried to keep the peace.","If you want to know how gangs are involved with the riots in Baltimore, just ask them.",1
A comedian's son put gas in the car alone. The enormity of that accomplishment brought him to tears.,Our kids' accomplishments can bring us to tears. D.L. Hughley shed several talking about his son.,1
"Two sweet moments between a father and daughter, with decades in between.",Millions of people provide care for older family members every day. This sweet clip shows just that.,1
"Plastic really is forever, you just might not recognize it when it appears on your plate.",Plastic is to disposable as peanut butter is to jelly. We might want to change that.,1
An adorable ad shows a father looking after his daughter. But those roles will change over time.,It's time for this daughter to look after her father. It's a sweet ad — with a serious point.,1
Watch a 10-year-old from the poorest slum in Kenya recite a poem straight from the heart,Why education is pivotal in changing the future of girls in Kenya,1
Jon Stewart has some strong opinions about news networks' coverage of Baltimore.,Jon Stewart has some strong opinions about journalists who covered a party instead of Baltimore.,1
Two guys from Belgium took this photo. It's the first of its kind.,This is the first-ever photo of a monkey many people thought was extinct.,1
She hated authority until she became boss. Here's how she treats her employees.,She runs 8 restaurants like it's no big deal because that's how she rolls.,1
"They spent 4 days in the swamp looking for a creature many thought extinct. On day 5, they found it.",They took a camera into the swamp forest to look for a super rare monkey. Here's what they found.,1
"Pope Francis speaks up about the gender pay gap, and thinks women should be paid the same as men.","Francis comes out against the gender pay gap, one again claiming the title of 'Cool Pope.'",1
"When heroin users overdose, their friends and family can keep them from dying. Here's how.",What if there was a very simple way to prevent most heroin overdoses? There is.,1
There's a big taboo in Egypt that it's not ok to speak your mother's name in public. Here's why.,An Egyptian taboo says it's not ok to say your mom's name in public. Is it time to change that?,1
