clickability_test_id,headline,clicks,impressions
551098bb62666600246f0200,It's hard to study or have a family because of what happened at 15.,9,2532
551098bb62666600246f0200,"She wants a family, but doesn't have one all because of what happened at 15.",16,2590
551098bb62666600246f0200,She can't start a family or advance all because of what happened at 15.,19,2555
551098bb62666600246f0200,"She wants a normal life, but can't because of what happened at 15.",22,2592
551098bb62666600246f0200,She can't study or start a family all because of what happened at 15.,27,2398
5510a0bb6631340018590100,See The President and 5 Girl Scouts bond at the White House Science Fair,3,2476
5510a0bb6631340018590100,The 5 best parts of the president's conversation with these Girl Scouts about their science project.,4,2512
5510a0bb6631340018590100,The president can learn a thing or two about brainstorming from these girls.,5,2572
5510a0bb6631340018590100,5 scientists wearing superhero capes met with the president and delighted the heck out of him,7,2463
5510a0bb6631340018590100,The president asked these Girl Scouts about their project and they responded like real scientists,15,2584
5510a0bb6631340018590100,"When the president meets with caped crusaders, it usually doesn't turn out this adorably",15,2578
5510d3386266660018000100,Let's talk turkey about the ruckus beef is causing,1,2515
5510d3386266660018000100,"There's a ruckus bubbling, which is sorta weird if there's no water",3,2598
5510d3386266660018000100,The way we grow food is causing a ruckus and we have a way to make it all good,4,2521
5510d3386266660018000100,Our food is causing a mighty big ruckus and you are right there a part of it,5,2519
5510f846626666000c120100,A story about tides that's not about global warming,11,2528
5510f846626666000c120100,A story about water that may leave you short of breath,11,2463
5510f846626666000c120100,Watch what it looks like to symbolicly see how the earth lets you breath.,17,2607
5510f846626666000c120100,A time lapse video that allows you to watch the earth breath. It's wonderful.,45,2524
5511238562666600182f0100,"Lots of people go by 'he', and lots of people go by 'she'. And some people ... don't.",8,2502
5511238562666600182f0100,"Lots of people go by 'he', and lots of people go by 'she'. And some people ... don't.",15,2517
5511238562666600182f0100,"Lots of people go by 'he', and lots of people go by 'she'. And some people ... don't.",17,2496
5511238562666600182f0100,"Lots of people go by 'he'. Lots of people go by 'she'. And, some people ... don't.",18,2573
5511238562666600182f0100,"Lots of people go by 'he', and lots of people go by 'she'. And some people ... don't.",18,2512
5511238562666600182f0100,"Lots of people go by 'he', and lots of people go by 'she'. And some people ... don't.",20,2503
55115b073365310024290000,"Lots of people go by 'he', lots of humans are called 'she', and some folks ... don't.",15,2540
55115b073365310024290000,"Some people go by 'he', some people go by 'she'. and some people ... don't.",17,2497
55115b073365310024290000,"You can be 'mister', or you can be 'misses', but you can also be a person who's neither of those.",18,2550
55115b073365310024290000,"Lots of people go by 'he'. Lots of people go by 'she'. And, some people ... don't.",24,2545
55115b073365310024290000,"Lots of people go by 'he', and lots of people go by 'she'. And some people ... don't.",24,2525
5511629c336531000c150000,Sarah can't study or start a family all because of what happened at 15.,27,2609
5511629c336531000c150000,She can't study or start a family all because of what happened at 15.,33,2513
55116b4c626666000c4a0100,Life is all about moments. No one in history has been able to hold onto one. Not a single soul.',8,2543
55116b4c626666000c4a0100,How many moments have you lost thinking about the next one?',11,2543
55116b4c626666000c4a0100,You shouldn't have to choose between your job and your life.,15,2482
55116b4c626666000c4a0100,"If you're watching this video at work, you're giving up something so incredibly precious.",17,2521
55116b4c626666000c4a0100,"As you lay dying, what moments will you remember?",21,2561
55118cfe6266660024110300,"1 in 5 girls is being denied an education, and it's up to us to change that.",1,2527
55118cfe6266660024110300,"In parts of the world, up to half of all girls drop out of school. Let's fix that.",2,2549
55118cfe6266660024110300,"Around the world, girls aren't getting the education needed to succeed. Here's how to change that.",4,2574
55118cfe6266660024110300,"Education is a fundamental right. That shouldn't be a radical statement, but it is.",7,2477
55118cfe6266660024110300,It's hard enough being a girl. It's even harder when you're denied an education.,9,2526
551198ca33656300241b0000,It took this man 22 years to carve a road through a mountain with nothing but a hammer and a chisel.,9,2603
551198ca33656300241b0000,A man in India carved a road through a mountain using nothing but a hammer and chisel.,16,2529
551198ca33656300241b0000,His wife died because he couldn't get over the mountain. So he took a hammer and got to work.,33,2567
551198ca33656300241b0000,"When his wife died, he was heartbroken. It took him 22 years and a hammer to honor her memory.",32,2462
55119a486635390024280000,"One of these stories is horrifying. The other? Inspiring. Both happened in Tuskegee, Alabama.",11,2513
55119a486635390024280000,"I never heard about Tuskegee, Alabama in school. Boy, did I miss a lot ...",11,2474
55119a486635390024280000,It's not often that one town is both famous and infamous at the same time.,12,2602
55119a486635390024280000,One of these groups of black men was studied and left to die. The other took on Hitler.,12,2493
55119a486635390024280000,"In the 1940s, two very different experiments were happening at the same time in Tuskegee, Alabama.",19,2505
55119a486635390024280000,"You've probable heard about one group of black men from Tuskegee, Alabama. But likely not the other.",24,2548
55119f5c3365630024370000,"How ""embracing the shake"" could help you make your masterpiece",8,2574
55119f5c3365630024370000,What one amazing artist did with a Starbucks cup could make you think differently about creativity.,9,2463
55119f5c3365630024370000,What you can learn from an artist whose hand shakes,10,2547
55119f5c3365630024370000,The 3 words that changed this artist's life forever. (They could change yours too.),16,2531
55119f5c3365630024370000,What happens when an artist's hand starts to shake? A lesson for us all.,18,2589
55119f5c3365630024370000,"He made some mind blowing art but no one knew about the ""problem"" that started it all.",19,2487
5511a53a663539000c3c0000,What happens when a straight guy pretends to come out to his parents? Comedy gold.,27,2511
5511a53a663539000c3c0000,A straight guy comes out to his parents. Pretend drama ensues.,29,2592
5511a53a663539000c3c0000,A straight guy shares the pretend story of when he had to come out to his parents.,33,2530
5511a53a663539000c3c0000,A straight guy shares the hilarious story of when he had to come out to his parents.,35,2559
5511a8bb663539000c4a0000,Is being colorblind is the best response to racism? NO. Nononononono.,6,1985
5511a8bb663539000c4a0000,Erasing someone's history in order to see them as equal = that's a problem,7,2009
5511a8bb663539000c4a0000,"If you're saying you're colorblind, you're just closing your eyes to life",8,2054
5511a8bb663539000c4a0000,New concept: You're only allowed to be colorblind if a doctor says so,14,2123
5511b4ba336563000c660000,"She works with Husky dogs in the arctic. Some days, all she wants is her mom.",10,2557
5511b4ba336563000c660000,"Her job in the Arctic can get cold and lonely. Some days, all she wants is her mom.",11,2479
5511b4ba336563000c660000,"She works with Husky dogs in the arctic. Some days, all she wants is her mom.",14,2494
5511b4ba336563000c660000,She needed a good meal. When I saw how her mom made that happen — wow.,15,2598
5511b84b663539000c840000,Should parents be required to vaccinate their kids?,5,2553
5511b84b663539000c840000,"His life depends on 'herd immunity,' and there are hundreds of kids just like him",6,2525
5511b84b663539000c840000,Meet the 7-year-old poster child of the pro-vaccine movement,8,2470
5511b84b663539000c840000,5 years ago they reported on the 'vaccine war'. It's a different story today.,11,2568
5511b84b663539000c840000,The health risk of going to school for kids like Rhett Krawitt is messed up. And avoidable.,11,2520
5511d4283365630018af0000,The way we grow food is causing a ruckus and we have a way to make it all good,3,2541
5511d4283365630018af0000,California has 1 year of water left. This is how we can solve the long term issue.,4,2544
5511d5f2336563000cc10000,"There's no place like home, unless your mom brings it to you in the Arctic.",6,2588
5511d5f2336563000cc10000,"She knew it tasted like home, but didn't know how close that was.",11,2430
5511d5f2336563000cc10000,"After 16 hours and 1 bite, she sensed that home wasn't all that far away.",13,2522
5511d5f2336563000cc10000,The best kept secrets are the ones that only home can provide,14,2567
5511d5f2336563000cc10000,"I'd freak if my mom popped up without calling, but she was almost in tears.",15,2462
5511d5f2336563000cc10000,She needed a good meal. When I saw how her mom made that happen — wow.,17,2588
5511efc3343863000c3c0000,The best kept secrets are the ones that only home can provide,10,2521
5511efc3343863000c3c0000,"She works with huskies in the Arctic. Some days, all she wants is her mom.",11,2549
5511efc3343863000c3c0000,"After 16 hours and 1 bite, she sensed that home wasn't all that far away.",13,2592
5511efc3343863000c3c0000,"I'd freak if my mom popped up without calling, but she was almost in tears.",18,2512
5511efc3343863000c3c0000,She needed a good meal. When I saw how her mom made that happen — wow.,22,2488
5512027262376500243e0000,A fun way to experience breath with the tide. Its wonderful.,11,2548
5512027262376500243e0000,Watch the earth breathe in this wonderful time-lapse video about breath,25,2490
5512027262376500243e0000,A time lapse video that allows you to watch the earth breathe. It's wonderful.,32,2537
5512027262376500243e0000,A time lapse video that allows you to breathe with the tide. Its wonderful.,34,2549
55120c75343863002c410000,This is what discrimination looks like in real life. And it hurts.,23,2544
55120c75343863002c410000,Let me show you what discrimination looks like in real life. It hurts.,24,2524
551213ba6237650024550000,This is a really good explanation of how the earth can give and take your breath,23,2620
551213ba6237650024550000,A time lapse video that allows you to breathe with the tide. Its wonderful.,33,2470
551214336237650018720000,They needed a bipartisan effort and got one. Let's take a look at what *we* saved from a sad list.,6,2521
551214336237650018720000,"If you think the world needs more cute animals, you're in for some good news.",7,2548
551214336237650018720000,Remember how much you cared about endangered animals when you were a kid? We've got some news...,8,2448
551214336237650018720000,"What do grizzly bears, bald eagles, alligators, prairie dogs, and cornflowers have in common?",11,2593
55121db66237650024610000,This is a really good explanation of how the earth can give and take your breath,17,2570
55121db66237650024610000,A time lapse video that allows you to breathe with the tide. Its wonderful.,19,2531
55121db66237650024610000,A time lapse video that allows you to breathe with the tide. Its wonderful.,19,2507
55121db66237650024610000,A time lapse video that allows you to breathe with the tide. Its wonderful.,22,2527
55121db66237650024610000,A time lapse video that allows you to breathe with the tide. Its wonderful.,23,2502
5512b53962376500189a0000,"2 experiments, one city: Tuskegee, Alabama's two very different legacies.",12,2537
5512b53962376500189a0000,"Over 70 years ago, there were two distinctly different experiments happening in Tuskegee, Alabama.",15,2528
5512b53962376500189a0000,"In the 1940s, two very different experiments were happening at the same time in Tuskegee, Alabama.",15,2504
5512b53962376500189a0000,One of these experiments forever changed the way medical studies happened. The other created heroes.,23,2668
5512b53962376500189a0000,There's a place in Alabama called Tuskegee. 2 very different things happened here.,37,2458
5512be626237650024800000,"His team signed one of the top players in the league, so why is this sportscaster so upset?",6,2596
5512be626237650024800000,"His team brought on a player guaranteed to improve the squad, so why is this sportscaster so upset?",9,2517
5512be626237650024800000,"A sportscaster says things a local sportscaster normally would never say. Thanks, NFL.",12,2498
5512be626237650024800000,Watch this Dallas sportscaster take a powerful stand against domestic violence in football.,16,2492
5512be626237650024800000,A sportscaster goes off on the NFL's poor taste in men.,21,2574
5512be626237650024800000,A sportscaster says what needs to be said to the NFL about hitting women.,21,2496
5512c775343863001caa0000,"His team signed one of the top players in the league, so why is this sportscaster so upset?",9,2527
5512c775343863001caa0000,A sportscaster goes off on the NFL's poor taste in men.,11,2561
5512c775343863001caa0000,A sportscaster goes off on the NFL's poor taste in men.,13,2532
5512c775343863001caa0000,"A sportscaster says things a local sportscaster normally would never say. Thanks, NFL.",17,2495
5512c775343863001caa0000,"His team brought on a player guaranteed to improve the squad, so why is this sportscaster so upset?",18,2484
5512c775343863001caa0000,A sportscaster says what needs to be said to the NFL about hitting women.,19,2571
5512c775343863001caa0000,Watch this Dallas sportscaster take a powerful stand against domestic violence in football.,25,2552
5512c864343863002cac0000,She was being threatened by people who wouldn't show their faces. Her supporters signed their names.,10,2593
5512c864343863002cac0000,Her story is a perfect example of one of the internet's most famous truisms. And how to fix it.,13,2486
5512c864343863002cac0000,She was out in the spotlight. They hid in the shadows. She knew they were all around her.,18,2541
5512c864343863002cac0000,"Racist trolls said ""Bash her head in."" Her school said, ""You don't feel safe? You can leave.""",21,2641
5512c864343863002cac0000,"She still doesn't know who posted, ""Bash that bitch's head in."" But she knows they meant her head.",24,2457
5512cfc36237650024c90000,A guy wanted to do something special for his niece. So he put on a dress and took her to the movies.,43,2630
5512cfc36237650024c90000,His niece was afraid to go out dressed like a princess. So he dressed up like a princess too.,43,2495
5512cfc36237650024c90000,His niece put on her dress. Then he put his on. Then they went to the movies together.,50,2554
5512cfc36237650024c90000,"This guy just won the 'Uncle of the Year,' award, and it's not even close.",68,2516
5512d1cd343863000cec0000,"Even after you listen to his whole thing, you'll say, ""But sugar *does* make my kid hyper."" Nope.",15,2518
5512d1cd343863000cec0000,"Even after you listen to his whole think, you'll say, ""But sugar *does* make my kid hyper."" Nope.",18,2602
5512eb2d343863000c460100,Most pregnant women know what they need to bring to the hospital. Doris' list had something extra.,12,2550
5512eb2d343863000c460100,Snacks. Bathrobe. Socks. Camera. ... Water? What made Doris' delivery different (yet too common).,21,2526
5512eb2d343863000c460100,"What does childbirth look like? For Doris, it was far from ideal. She was luckier than most.",29,2587
5512eb68343863000c4b0100,10 thousand people from 29 countries get to go to medical school for free.,10,2588
5512eb68343863000c4b0100,Their doctors are known for preventing illness before folks get sick. Incredible.,10,2566
5512eb68343863000c4b0100,"He's was a football star, but found his true calling in a hospital in Cuba.",11,2459
5512eb68343863000c4b0100,"If I knew that medical school could be free, you'd be calling me doctor.",14,2549
5512eb68343863000c4b0100,"Cuba's known for many things, but when I heard about their doctors — incredible.",24,2544
5512eb68343863000c4b0100,"In a few years he'll graduate — debt free and be a doctor. Yep, I'm jealous.",28,2525
5512f0f76237650024150100,Snacks. Bathrobe. Socks. Camera. ... Water? What made Doris' delivery different (yet too common).,24,2612
5512f0f76237650024150100,"What does childbirth look like? For Doris, it was far from ideal. She was luckier than most.",25,2557
5512f0f76237650024150100,Most pregnant women know what they need to bring to the hospital. Doris' list had something extra.,27,2489
5512f4e7343863000c720100,An (un)likely group of people get together to smash people's notions of where love can exist.,5,2502
5512f4e7343863000c720100,It's what's on the inside that counts.' Watch these loving duos and you'll never doubt that again.,11,2554
5512f4e7343863000c720100,Watch behind-the-scenes interviews with some of the happiest skeletons the Internet has ever seen.,14,2524
5512f4e7343863000c720100,"After the skeletons danced, hugged, and kissed, they opened up backstage — to my utter delight.",14,2482
5512f4e7343863000c720100,An Israeli Jew and a Palestinian Muslim hug it out for the whole world to see. I'm *still* smiling.,15,2609
5512f4e7343863000c720100,It's what's on the inside that counts?' Sure. But here's why what's on the outside still matters.,15,2499
5512f4e7343863000c720100,Here's an inside look at the viral skeletons video that brought joy to the Internet.,24,2615
551308f062376500243e0100,In 6 years he'll graduate debt-free and be a doctor. I'm totally jealous.,17,2469
551308f062376500243e0100,"In a few years he'll graduate debt-free and be a doctor. Yep, I'm jealous.",19,2491
551308f062376500243e0100,After med school he'll be a doctor and debt-free. #imjealous,21,2715
551308f062376500243e0100,"He will graduate debt-free and become a doctor. Yep, owing no one.",20,2512
551308f062376500243e0100,In a few years he'll graduate debt-free and be a doctor. Jealous? I am.,28,2565
55130a85623765000c310100,Forget driving while Black … wha'bout FLYING while Black?,5,2570
55130a85623765000c310100,The TSA has spent over $1 billion on a program proven scientifically not to work. Womp womp.,7,2519
55130a85623765000c310100,"Wait a sec … it has cost over $1 billion, doesn't work,  and it's STILL being used? Thanks, TSA.",12,2569
55130a85623765000c310100,"Quick poll: When you're at the airport, pressed for the time, might you appear … nervous?",13,2561
55130a85623765000c310100,My fwife knows I can't stand the TSA. Perhaps this will help her understand why a bit better.,15,2567
55130a85623765000c310100,"How the TSA “scans"" us at airports and why it means nothing for security.",17,2480
55133d43306437001c2d0000,Dave Chappelle interviewed Maya Angelou about a time she talked to Tupac. But the story goes deeper.,16,2041
55133d43306437001c2d0000,Tupac and Maya Angelou had a moment. And the background story is just as great as that sentence.,20,1991
55133d43306437001c2d0000,"We all know the story about Tupac and Maya Angelou, but an interview with Ray Luv sheds more light.",25,2052
55133d43306437001c2d0000,We can all learn something from how Maya Angelou dealt with a young rapper named Tupac.,33,2060
5513f17d33316600240d0000,One way the TSA 'scans' us at airports and how it means nothing for security.,10,2567
5513f17d33316600240d0000,"This TSA scam means nothing for security, and has cost taxpayers $1 billion.",11,2573
5513f17d33316600240d0000,One way the TSA scans us at airports has been proven to be 'junk' science.,12,2512
5513f17d33316600240d0000,There's a type of passenger screening that has cost us $1 billion and does nothing. What the ... ?,13,2509
5513f17d33316600240d0000,How the TSA 'scans' us at airports and why it means nothing for security.,16,2503
5513fa643566320024170000,One way the TSA scans us at airports has been proven to be junk science.,11,2547
5513fa643566320024170000,One way the TSA scans us at airports has been proven to be junk science.,12,2529
5513fa643566320024170000,One way the TSA scans us at airports has been proven to be junk science.,14,2485
5513fa643566320024170000,One way the TSA scans us at airports has been proven to be junk science.,19,2539
5513fa643566320024170000,One way the TSA scans us at airports has been proven to be junk science.,27,2451
5513fa643566320024170000,One way the TSA scans us at airports has been proven to be 'junk' science.,34,2624
551423a233316600186c0000,"We all need this resource to stay alive, but it would be better off without us.",3,2491
551423a233316600186c0000,"If water could talk, what would it say? Penélope Cruz narrates water's thoughts.",6,2661
551423a233316600186c0000,Stunning images show the beauty and power of water. Penélope Cruz narrates its thoughts.,10,2468
551423a233316600186c0000,"The sad and beautiful monologue of water, as told by Penélope Cruz.",14,2593
551423a233316600186c0000,"Humans often take it for granted, but it's likely to outlast our entire species.",15,2554
551423a233316600186c0000,"Penélope Cruz stars as water. Beautiful, ancient, and everlasting.",19,2471
5514336f35663200247c0000,This fuzzy ball of yarn is the best view of it we've ever seen. Until now.,9,2538
5514336f35663200247c0000,Learn how this man came along for the ride to the planet he discovered,10,2625
5514336f35663200247c0000,The discoverer of this fuzzy ball of yarn is about to become the first person to see it up close,13,2522
5514336f35663200247c0000,We've never been this close to Pluto,14,2572
5514336f35663200247c0000,Remember Pluto? Probably not like this.,18,2490
5514336f35663200247c0000,The man who discovered Pluto is about to become the first person to visit it,19,2506
551440b1356632000c670000,A look at Kenya's anti-rape revolution gives a glimpse at what success looks like.,9,2592
551440b1356632000c670000,Take a look inside Kenya's wildly successful sexual assault prevention program.,9,2539
551440b1356632000c670000,Kenya just revolutionized rape prevention.,10,2487
551440b1356632000c670000,Take a look inside Kenya's stunningly successful sexual assault prevention program.,14,2548
551440b1356632000c670000,"For years, the world has approached anti-rape programs all wrong, but Kenya set things straight.",20,2526
551453be33356300180c0000,We often take this resource for granted. But it will survive long after we're gone.,3,1980
551453be33356300180c0000,"Penélope Cruz stars as water. Beautiful, ancient, and everlasting.",4,2029
551453be33356300180c0000,Penélope Cruz stars in a role she's never played: water. So powerful.,5,2017
551453be33356300180c0000,Penélope Cruz may make you rethink all the water humans take for granted.,10,2026
551453be33356300180c0000,Penélope Cruz gives water a voice in this powerful and beautiful clip.,13,2070
551453be33356300180c0000,The story here is sad but beautiful. Whose is it? Water's. (Penélope Cruz narrates.),24,2047
55145d7c6562370018220000,"Before we can all live on Mars, we need this guy to live in space for 1 year<br>",5,2572
55145d7c6562370018220000,"Before we can all live on Mars, we need this guy to live in space for 1 year<br>",6,2481
55145d7c6562370018220000,"Before we can all live on Mars, we need this guy to live in space for 1 year",10,2591
55145d7c6562370018220000,"Before we can all live on Mars, we need this guy to live in space for 1 year<br>",10,2451
55145d7c6562370018220000,"Before we can all live on Mars, we need this guy to live in space for 1 year<br>",11,2529
55145d7c6562370018220000,"Before we can all live on Mars, we need this guy to live in space for 1 year<br>",21,2585
55146dce323932000c090000,"Before we can all live on Mars, we need this guy to live in space for 1 year",4,1989
55146dce323932000c090000,A NASA astronaut explains how to get to the Space Station and why he's living there for a year.<br>,5,2035
55146dce323932000c090000,"If we want to live on Mars, we need what this guy is going to learn living on ISS for a year",5,2007
55146dce323932000c090000,"He's going to live on the Space Station for a year, so that someday we can all live on Mars<br>",7,1957
55146dce323932000c090000,"Before we can all live on Mars, we need this guy to live in space for 1 year<br>",9,2162
5514750d32393200183e0000,An infographic about how to reduce heart disease and anxiety with one fluffy friend.,4,2070
5514750d32393200183e0000,How are cats and a healthy heart related? Science has a few ideas.,8,2005
5514750d32393200183e0000,Can owning a cat actually be good for your health? Science investigates.,11,2073
5514750d32393200183e0000,"The magic power of self-healing cats, explained.",15,2040
55147e07323932000c2a0000,He interviewed an astronaut before he leaves to live in space *for a year.* Incredible.<br>,1,1910
55147e07323932000c2a0000,"Despite rising tensions, an American and a Russian are about to live together in space. For *1 year*<br>",5,2070
55147e07323932000c2a0000,An American and a Russian are about to live together in space for a whole year. <br>,5,2058
55147e07323932000c2a0000,These two guys are going to live in a tiny tin can in space. For a year. <br>,8,2049
55147e07323932000c2a0000,"Before we can all live on Mars, we need this guy to live in space for 1 year<br>",8,2038
551489c5303261002c450000,What he says about mind control proves once and for all — there is nothing weirder than real life.,2,2025
551489c5303261002c450000,Cat-seeking rats and wasps leading roaches on a leash: strange but true stories from the 'hood.,9,2020
551489c5303261002c450000,"We put a premium on our own free will, but it turns out that mind manipulation is everywhere.",10,2102
551489c5303261002c450000,If you think zombies are only on TV you gotta hear this guys stories.,11,1991
55149146303261001c310000,The World Wide Web has been around for as long as some college graduates. Wow.,3,2051
55149146303261001c310000,The World Wide Web was launched 25 years ago. Where has it taken you?,4,2019
55149146303261001c310000,"What was born 25 years ago, changed the world, and is something you're using right now to read this?",5,2113
55149146303261001c310000,What's the one thing that's grown up fast in the last 25 years and has connected the world?,6,2047
55149146303261001c310000,The future of the Web could not be predicted 25 years ago when it began.,7,1940
55149853303261002c590000,Remember Pluto? Probably not like this.,7,2037
55149853303261002c590000,We're about to visit Pluto for the first time. So what?,7,1984
55149853303261002c590000,We've never been this close to Pluto. Here's why it matters.,9,2042
55149853303261002c590000,Remember Pluto? Probably not like this.,10,2106
55149853303261002c590000,We're about to visit Pluto for the first time. So what?,11,2029
55149853303261002c590000,The man who discovered Pluto is about to become the first person to visit it,17,1980
5514a9bd323932000c4e0000,The best feature of his multi-million dollar home is nowhere near it.,5,1998
5514a9bd323932000c4e0000,"His mansion is really nice, but the part I like the best is WAAAY out back.",15,2019
5514a9bd323932000c4e0000,"His mansion is really nice, but the part I like the best is WAAAY out back.",17,2079
5514a9bd323932000c4e0000,The best feature of his multi-million dollar home is nowhere near it.,17,2022
5514b35832393200246b0000,A scientist studied a group of baboons. He learned something extraordinary about how men behave.,11,2071
5514b35832393200246b0000,Are men naturally aggressive and violent?,13,1980
5514b35832393200246b0000,A group of baboons added a fascinating twist to the nature vs. nurture debate.,16,2007
5514b35832393200246b0000,A scientist observed something totally fascinating after watching a group of male baboons die.,22,2055
5514d318303261002c8b0000,"Why some animals gather together, why some crickets swim, and other stranger-than-fiction stories.",3,2057
5514d318303261002c8b0000,When flamingoes eat sea monkeys they're getting a heck of a lot more than a meal.,12,2022
5514d318303261002c8b0000,"Zombies aren't just on TV. In fact, we are literally surrounded by them.",18,2054
5514d318303261002c8b0000,"Scientists are learning more about mind control, and it's nowhere near as rare as you might think.",18,2004
551548713239320024910000,This 4th grader isn't just complaining about testing. She actually wants more tests.,15,1997
551548713239320024910000,She's spent the whole year stressed over one test and she's sick of it.,23,2028
551548713239320024910000,"She's only 10 years old, but she's not afraid to stand up to her school board.",32,2035
551548713239320024910000,A 4th grader took her school board to task over a standardized test. It's epic.,43,2043
551548713239320024910000,"When this little girl lays the smack down on the school board, the adults can't get enough.",50,2053
55155254323932000c900000,"Before we can all live on Mars, we need this guy to live in space for 1 year<br>",3,2064
55155254323932000c900000,"Today, he's going to space. The next 364 days are going to be a test of sheer endurance.<br>",3,2042
55155254323932000c900000,"Today, an astronaut will strap himself into a rocket and do something no American ever done.<br>",7,1922
55155254323932000c900000,"Before we go to Mars, he has to go to space and do something no American has ever done.<br>",10,2070
55155254323932000c900000,"On his 4th trip to space, he'll be doing something no American has ever done before.<br>",10,2032
55155590303261001c960000,A fun animation about a caterpillar and a snail puts you in different shoes,17,1994
55155590303261001c960000,"This animation is a great, non-confrontational way to talk about privilege",21,2078
55155590303261001c960000,Talking about privilege can get awkward. A caterpillar and a snail make it easy.,21,2042
55155590303261001c960000,A caterpillar and a snail go to a party and teach you about privilege. It's the best.,23,1984
55155590303261001c960000,"This animation is the best, most non-confrontational way to talk about privilege",28,2048
5515583e303261001ca00000,"His mansion is really nice, but the part I like the best is WAAAY out back.<br>",8,2041
5515583e303261001ca00000,"His mansion is really nice, but the part I like the best is WAAAY out back.",16,2064
5515583e303261001ca00000,"His mansion is really nice, but the part I like the best is WAAAY out back.",16,2026
55156a79323932000cc40000,A scientist observed something totally fascinating after watching a group of male baboons die.,55,1991
55156a79323932000cc40000,A scientist watched a group of male baboons die. It revealed something unexpected about men.,72,2068
55156a79323932000cc40000,A scientist observed something fascinating about men after watching a group of male baboons die.,72,1982
55156a79323932000cc40000,A scientist watched a bunch of male baboons die. It revealed something fascinating about men.,84,2115
55157817303261001cde0000,The story here is sad but beautiful. Whose is it? Water's. (Penélope Cruz narrates.),15,2061
55157817303261001cde0000,Penélope Cruz tells the sad but beautiful story of water. It's haunting.,17,2035
55157e4d3239320024df0000,A 9 year old lays the smack down on standardized tests and it's *epic*,56,2100
55157e4d3239320024df0000,"When this little girl lays the smack down on the school board, the adults can't get enough.",56,2010
55157e4d3239320024df0000,"When you see how this little girl schooled her school board, you'll give a standing ovation too",56,1997
55157e4d3239320024df0000,This little girl just schooled the school board and the parents are going wild,70,2047
55157e4d3239320024df0000,A 9 year old goes in on standardized tests and ends with the best mic drop of all time,76,1993
551580b63239320024e30000,"On the one end, empathy. On the other, ID theft. How do we steer the Internet more toward the first?",4,2007
551580b63239320024e30000,"The Web should belong to people who want to do important, great, and silly things. Not trolls.",5,2029
551580b63239320024e30000,The future of the Web could not be predicted 25 years ago when it began.,5,2024
551580b63239320024e30000,"The Internet's come a long way in the last 25 years, but it really needs one thing to keep going.",5,1980
551580b63239320024e30000,"Trolls may be ruining the internet, but here's how we can win.",8,2092
551580b63239320024e30000,"A short video recaps 25 years of the Internet. We've gotta admit, it's pretty exciting. What's next?",12,2028
55158430323932000cfe0000,The long showers you like to take are not the *real* problem.,10,2064
55158430323932000cfe0000,Shorter showers won't end our water-shortage crisis; it's this shared understanding that will.,10,2045
55158be9616664002c100000,A scientist observed something totally fascinating after watching a group of male baboons die.,50,2003
55158be9616664002c100000,Something fascinating happened after these male baboons died. It reveals something great about men.,57,1994
55158be9616664002c100000,Something weird happened after these male baboons died. It reveals something fascinating about men.,59,1995
55158be9616664002c100000,Something totally unexpected happened after these male baboons died. It reveals something about men.,73,2039
55158be9616664002c100000,A scientist watched a bunch of male baboons die. It revealed something fascinating about men.,80,2118
55158be9616664002c100000,Something fascinating happened after these male baboons died. Men should keep this in mind.,82,2090
55158f12663131000c130000,Mind control is far more common than scientists used to think. Now I'm worried.,18,2002
55158f12663131000c130000,Mind control is far more common than scientists used to think. Now I'm worried.,25,2010
55158f12663131000c130000,Mind control is far more common than scientists used to think. Now I'm worried.,28,2036
55158f12663131000c130000,Mind control is far more common than scientists used to think. Now I'm worried.,32,2055
55158f12663131000c130000,Mind control is far more common than scientists used to think. Now I'm worried.,33,2078
55158f12663131000c130000,These microscopic creatures are some of the scariest living things on Earth.,42,2018
551590fb663131001c1c0000,In a few years he'll graduate debt-free and be a doctor.,6,1982
551590fb663131001c1c0000,"In a few years he'll graduate debt-free and be a doctor. Yep, I'm jealous.",7,2011
551590fb663131001c1c0000,"In a few years he'll graduate debt-free and be a doctor. Yep, I'm jealous.",13,2037
551590fb663131001c1c0000,"In a few years he'll graduate debt-free and be a doctor. Yep, I'm jealous.",15,2116
551590fb663131001c1c0000,"In a few years he'll graduate debt-free and be a doctor. Yep, I'm jealous.",15,2043
5515973f616664002c2b0000,VIDEO: 25 years of the Internet. It's pretty exciting. What's next? It's kinda up to all of us.,3,2025
5515973f616664002c2b0000,"A short video recaps 25 years of the Internet. We've gotta admit, it's pretty exciting. What's next?",6,1988
5515973f616664002c2b0000,25 years of the Internet is t's pretty exciting. What's next?,7,2041
5515973f616664002c2b0000,A short video on 25 years of the Internet. It's pretty exciting. What's next? It's kinda up to you.,11,2066
5515973f616664002c2b0000,"A short video: 25 years of the Internet. We've gotta admit, it's pretty exciting. What's next?",11,2051
5515a7b3616664001c5d0000,Mind control is far more common than scientists used to think. Now I'm worried.,18,2023
5515a7b3616664001c5d0000,These tiny creatures are some of the scariest living things on Earth.,37,2115
5515a7b3616664001c5d0000,These microscopic creatures are some of the scariest living things on Earth.,43,1944
5515a7b3616664001c5d0000,These tiny creatures are some of the scariest living things on Earth.,47,2029
5515a7b3616664001c5d0000,These tiny creatures are some of the scariest living things on Earth.,55,2080
