Headline,Attention Score
It takes a community: how one man got support from his neighbors to save its water supply.,0
"A Navajo teen and his camera visit the White House, but the audience he really wants is back home.",0
"There's nothing wrong with high expectations, unless they mean you quit even before you get started.",0
"Some smart guys, like him, think  that certain laws should be broken.",0
The backlash against Indiana's nasty anti-gay law has begun.,0
Do the ups and downs of creativity make you feel like a yoyo? 3 rules to live steady by.,0
"Could 'self-acceptance' help fight climate change? If you said 'wait, what,' you're in for a treat.",0
A 9th century potion could cure the Methicillin-resistant Staphylococcus aureus (MRSA) superbug.<br>,0
Many delightful words start with the letter 'R.' Robust. Rhubarb. Rubenesque. So why use this one?,0
Is destroying this river and the community that lives off of it worth making a buck on coal?,0
A ripped guy and a not-ripped guy are in their underwear and I love it.,0
A ripped guy and a not-ripped guy are in their underwear and I love it.,0
A remedy from a 9th century medieval text kills scary superbugs like MRSA. Here's how they found it.<br>,0
"There's a new way to help kids face cancer. A robot teddy bear named 'Huggable.""",0
Have you ever wondered why college campuses don't have more clubs just for white guys?,0
"If the bad stuff in the world has you down, he's here to tell you why everything's still good.",0
"A robot whose sole purpose is to connect emotionally with cancer patients. It's working, too.",0
"Indiana, 'til you play nice with EVERYONE, you don't get things like Angie's List and Ron Swanson.",0
"They don't enjoy the word “illegal,"" so what he said got me hyped.",0
Burglars are criminals for having what isn't theirs. These people are criminals for NOT having.,0
"""If you're against it, you're against jobs ... For it, you're against children.""",0
How one fan is making sure not a single seat will be empty at her team's LGBT Pride Night,0
Someone wondered if homeless people go to heaven? Wow.,0
"Let's talk about birth control — the tiny, insertable, don't-have-to-remember-to-take-it  kind.",0
Celebs reading mean tweets is hilarious. Homeless reading mean tweets? Not so much.,0
"Watch a love story about a soldier and listen to a man sing about his love, Georgia",0
"What's better than having to always drink water that might make you sick? Um, NOT having to do that.",0
Here's what California needs to learn from Brazil before this drought gets any worse.,0
She can't do her homework. She's too busy listening to her mom cry at night.,0
"What's it take for a black person to live in Chris Rock's neighborhood? A lot of patience, for one.",0
"Comedians probe the edge of our culture, sometimes at great peril. Meet Lenny Bruce.",0
"It's a tiny history lesson, but it should be so much bigger.",0
"Helen Mirren sounds off on 'manspreading' on late-night TV, and it's awesome.",0
She wanted safety for her daughter. But the country she fled to wasn't about to make things easy.,0
"They got silly vests, a rhyming dictionary, and a message for their school: drop big oil.",0
A 10-year-old boy in Florida goes on camera to say that discrimination against his dads is wrong.,0
"After her talk, she dropped 5 names of important women. If you don't know who they are, here goes.",0
Two 80-something Holocaust survivors started a band to remember the good times.,0
"They completed a remarkable exodus, and not just from darkness into freedom.",0
Women are making waves in the sporting world. Now up? The NFL.,0
John Oliver knows you don't want to hear about government surveillance. So he flew to Russia.,0
"When it looks like to turn the clock back 50 years. I'm looking at YOU, Indiana (and Alabama, and …)",0
A comedian goes on a joke rant *against* science. He's trying to get humans to like it.,0
Clean water must come first. And then everything else will follow.,0
"One 12-year-old girl, two entirely different potential outcomes. We all want the good one, right?",0
College keeps getting more expensive. Here's how one school manages to stay affordable.,0
How would you feel if your electric company paid you to buy less of their product?,0
"Three people named Jenny, Victor, and Julie took a chance on a better life. They got the opposite.",0
These onesies really put the patriarcy in perspective,0
See how a Chicago student body decided to help the undocumented students at their university.,0
Republican want to give corporations enormous new power. Obama is helping them do it.,0
See why one rock legend wants your kid to be a monk ... sort of.,0
"The fight to #RaiseTheWage is about civil rights, and human dignity.",0
Some are worried that food stamp users will buy things like steak and shrimp. That's just silly.,0
"What's going on in Cuba is interesting, kind of  like how they roll.",0
"Sometimes the more power people use, the less power companies make. It can be a great thing.",0
"The 'Black Girls Rock' Awards had a lot of great speeches, but this one really stood out.",0
"If you take 1 thing away from National Beer Day, here's what it should be.",0
"He just made a movie, and I'm dying to see it.",0
Gay football player Michael Sam performed a dance to a song about a dad who won't accept his son.,0
One look at Cuba's bike culture and the creative people behind it,0
"We need them for 1/3 of all our food, so yeah, bees really are good.",0
A clever new idea uses a power company's smart meters to cut everyone's pollution.,0
Dropping out of school is a familiar story for millions. This song gives it a unique twist.,0
Apple's racially diverse emoji might just make us be nicer to each other. SCIENCE!,0
What happened in North Charleston mirrors Ferguson. Here's what we can learn from both cities.,0
"This savings and loan program in some of the poorest, rural areas of the world is... working",0
How some parents talk to their black sons about racial profiling.,0
A reformed racist gives insight to why he changed and offered advice on how American can change,0
What happened in North Charleston mirrors Ferguson. Here's what we can learn from both cities.,0
Sarah Silverman got paid $50 less for making *just* as many people laugh. She's got some thoughts.,0
She started by feeding neighborhood kids extras from her pantry. It united a neighborhood.,0
IMPORTANT SCIENCE NEWS: The Brontosaurus might be real after all.,0
"In a number of states, a rapist can sue for custody of a child conceived as a result of his crime.",0
The Daily Show's Samantha Bee did an eye-opening report about sexual assault and parental rights.,0
They're walking out all across the nation on April 15. And it's only just the start.,0
"June Cleaver, desperate housewives, move over. These women are talking about the real thing.",0
Cambodian garment workers are benefiting from these health programs at work,0
What would happen if we stopped trying to be 'normal'?,0
A displaced Syrian carpenter turns trash into happiness and reminds refugee kids to be kids,0
"Capitalism isn't working the way it should. Thankfully, we have options.",0
"Capitalism's gotten twisted. Thankfully, we have options.",0
"Capitalism isn't working the way it should. Thankfully, we have options.",0
Having a Southern good ol' boy talk about privilege in American may be what America needs,0
It's time to talk about ways to keep our forests as forest-y as they can be.,0
Supporting marriage equality with a paper shredder? Genius.,0
Gay propaganda transformed to make gay weddings more festive? Now that's lemons into lemonade.,0
Some people who work very hard for a living are about to hit the streets. Why?,0
3 Laureates and a UN dude talk about water. It's way more interesting than you'd think.,0
You don't need a prize like these folks to stop the water crisis,0
What do you when you don't think you can make it through a lifetime?,0
Can we harness tornado power? A maverick engineer aims to show us how.,0
Mad Men' creator speaks out: 'I'm a product of an era where feminism was the most exciting idea.',0
This Harvard-educated cardiologist takes care of people for free. There's good in the world.,0
Why Carry That Weight is so much more than carrying mattresses,0
"When I dance, I am alive and free.",0
John Oliver and Michael Bolton sing a hilarious tribute to a notorious part of the government.,0
"If they had a 'chemical party' and let certain elements react, it would look something like this.",0
He told me that my body was shameful. I decided to be proud of its power.,0
A scientist is working on a revolutionary way to treat cancer that wouldn't make people so sick.,0
Do taxes actually help bridge the wealth gap? Kinda.,0
Thousands of survivors will carry mattresses to protest assault. Here's why we should support them.,0
"He's been trying to prove it for 5 decades, but this scientist still says tornadoes can save us.",0
Want your food to taste better? A musician learns that what's in your head is part of the answer.,0
Is it really possible to 'make a living' on $7.25 an hour? Let's do the math.,0
An economist demonstrates the tax code's impact on income inequality using Lego bricks.,0
"It's illegal to pay women less than men for doing the same job, but it happens anyway.",0
Ever listen to a story on the radio and think you've got one better? StoryCorps has an app for that.,0
Men have opinions about her face so she explains her thoughts on all that,0
How 1 gay woman told herself that it would get better,0
"Would you run 550 miles? In ten days? After surviving cancer? Yes? Are you this guy, then?<span></span>",0
"Ever heard of a VSLA? It's got these women sitting in a circle, putting money in a box.",0
Why is the U.S. trying to give corporations enormous new power? Let's follow the money.,0
"If you think minimum wage jobs are only for kids, here's the reality for you. And a clever spoof.",0
These unsuspecting moviegoers were pranked with unusable water bottles. But why?,0
"In a remote place where water and people flow away, his ideas help make things grow.",0
A DIY ice-maker has ideas that create a legacy of doing good.,0
"How cops giving out food will 'make a lot of people a little healthier in immediate, tangible ways.'",0
Don't want your kid to take the Common Core tests just yet? There's an opt-out for that.,0
So many animals do what they do best while 'Wonderful World' plays in the background,0
"It shouldn't be a novel approach to rape prevention, but this college's email sure feels like it is!",0
"After dealing with a big loss, surviving AP classes is no biggie.",0
An L.A. movie theater handed out free water that was impossible to open. Why?,0
"When Dave was 22, his dad came out to him. Here's how that story inspired a national project.",0
She turned a loss into an opportunity to excel and is not turning back.,0
"A giant circular kindergarten helps children develop in their own creative, silly ways.",0
Their daily rituals whisper of an invisible bond between 5 kids from 5 places and 5 faiths.,0
The hardest part about scaling a glacier used to be the climbing. Now it's actually finding one.,0
Ever had a teacher that changed your life? So have these folks.,0
The definition of 'white privilege' doesn't include 'good' or 'bad.' But it is 'real.',0
She loved him madly once. It might have gone differently if his friends helped him be a better man.,0
Meditation can keep you from getting sick and help you figure out your life. Science says so.,0
She went to war. Then she battled PTSD at home. But this helps.,0
"A young man describes his specific struggles employment, family, and gender.",0
A video that shows not all cops are bad. How Houston cops are helping the homeless,0
"Palm oil basically lubricates our lives, so here's what you really ought to know.",0
They treat land so destructively that forests full of endangered animals are blown out like candles.,0
"""What drugs don't destroy, the war against them is ripping apart.""",0
He knew he couldn't stand by and watch his state discriminate. So he put up a sign in his restaurant,0
One village doesn't depend on ANY outside sources. It's renewable.,0
Read the note an 8-year-old girl wrote to the social workers who rescue children like her every day.,0
Gold is going places it's never gone before.,0
Your daily dose of feel-good: Watch 'Kid President' discuss the future in this delightful video.,0
Vaccines save lives and money. A whole LOT of money.,0
"Kids learn a lot in school, but we shouldn't forget the value of hands-on experience.",0
"A sex club paid a trafficker $73 for Remy. 'For me, that was my worth,' she said.",0
Meet the transformer shoe that can help kids in poverty for up to 5 years,0
"George Lucas just reminded me of my childhood, and it has nothing to do with ""Star Wars.""",0
Nanotech transforms all that glitters into a medical wonder.,0
"5 years after a huge oil spill, we're still looking for answers. Luckily for us, this crew is on it.<br>",0
"It seems like a small indignity, but imagine how it feels to never have feminine products you need.",0
Would you trust companies to decide if their own food additives are safe for you? The FDA does.,0
"At the site of the largest oil spill in U.S. history, a whale interrupts a deep sea expedition",0
A whale interrupts a deep sea expedition on the site of the largest oil spill in U.S. history.,0
"Prince EA wrote an apology to the future, but his real message is for you and me right here and now.",0
George Lucas is right to build affordable housing in his wealthy California neighborhood.,0
"Watch the adorable adventures of a cat, a dog, and the traumatized war vet who really needed them.",0
When you put a match up to running water it shouldn't burst into flames. Thanks fracking.,0
"When you are on the job, you have certain rights. Right?",0
See how a cyclist is becoming a symbol of hope for a country 'scarred' by violence.,0
Upworthy's exclusive interview with the poet who Facebook suggested befriend his own rapist.,0
We might not have known what was happening in our own backyards. Then this app came along.,0
This adorable little teacup Poodle does more than just look cute. She brings joy to the elderly.,0
"It's not always easy to stand up to bullies, but this woman confronted a bigot and made a difference.",0
Scientists make stars 'sing' to learn more about what they are.,0
Could growing plants in the air be the salvation of farms ruined by pollution?,0
Want to know the terribly obvious reason to not destroy jungles? Because then we won't have anymore.,0
"From bank teller to dairy farmer, here's how one woman started a new life on the farm.",0
Couples talk about the importance of family in a place that won't let them get married.,0
"The ground is ruined, so engineers have started growing leafy greens in the air.",0
Could the first drivable Lego car be the future of zero-emissions engine technology?,0
The future of internet connectivity starts with the 30 balloons Google launched into the sky.,0
A teacher who had enough of standardized testing told her students what they were really worth,0
60% of Earthlings have no internet. Here is how Google wants to fix that.,0
A farmer and mom talks about why it's important to eat real food.,0
4 families are racing the clock to get a promising treatment approved before a son dies.,0
These families lives will change when Ireland recognizes same sex marriage.,0
Did you know that gay marriage isn't legal in Ireland? Yet.,0
"Duchenne muscular dystrophy is merciless, so they're desperate to get this promising drug approved.",0
Helping out the bees. Just one more reason to surround yourself with flowers this spring.,0
What happens if we treat the elderly like the resource that they are? Barbara Beskind happens.,0
An emotional film tells a story of 4 families trying to get a possible cure through the FDA.,0
"When you hear 'Columbia' or 'Stanford,' you might think 'rich.' Sometimes, that's far from true.",0
"He took a 90% pay cut so he could pay his employees more, and business has never been better.",0
"A Rwandan cyclist is training as if millions of lives depend on it. And in a way, they do.",0
A new drug may be life-saving. That's why these 4 families are racing to get it approved.,0
The Trans Pacific Partnership is a massive corporate power grab,0
She's explaining some issues with feminism using pizza. It's just as awesome as it sounds.,0
An emotional film tells a story of 4 families trying to get a possible cure through the FDA.,0
"Bees have survived for 50 million years, but what they face now is epic.",0
The West Virginia Mine Wars: 1 million rounds were fired in the most violent strike in U.S. history.,0
Plastic is forever. In one form or another.<br>,0
They traded in a cigarette for 11 glorious minutes of bubble wrap popping fun.,0
He's creating virtual reality films that he hopes can change the world. Literally.,0
"Mark Ruffalo shares his complexion tips, for justice.",0
"A plastic bottle finds its way home, along with a powerful message to recycle.<br>",0
We can't stop oil spills yet. So we need to learn how to clean up after them.,0
Every wondered why things go viral? It's all in your mind.,0
"A mountain of money goes into the trash when we don't recycle, but technology can help.",0
Red-pill alert: Science explains why every comment section is always a rage-splosion.,0
"A bionic eye for the blind? It's not a sci-fi flick, this is real life.",0
A filmmaker is building 'the ultimate empathy machine' with amazing virtual reality films.,0
John Oliver's look at child labor in the fashion industry might have you rethinking your closet.,0
This researcher asked kids what's wrong with US schools. Here are their ideas.,0
"By honoring his late husband, he might wind up making gay marriage legal in every state.",0
The endangered elephants of Africa have an unlikely hero. Billy Joel.,0
"Food trucks sell delicious food. And for some people, they offer a better future.",0
"We're safely going about our day, but they're just trying to survive an earthquake. We can help.",0
How do we make more kids fall in love with science? Bill Nye and President Obama discuss.,0
Bees are facing big trouble. The answer is to plant flowers.,0
How scientists are finding creative ways to clean up oil spills,0
"Explore the the Kathmandu Valley, epicenter of Nepal's earthquake.",0
This food truck makes delicious meals from maple syrup *and* gives hope to former inmates.,0
A new term is being coined: Sustainable Musician — one who makes music without hurting the planet.,0
Technology that sorts frogs from green beans offers help for recycling too.,0
Meet the 5 girls behind Ethiopia's first teen brand: Yegna. They are a huge hit.,0
Faith leaders of Baltimore band together in solidarity with peaceful protesters.,0
A 'Harry Potter' fan wants the Supreme Court to know that Dumbledore deserves equal rights.,0
"If you want to know how gangs are involved with the riots in Baltimore, just ask them.",0
"If you see a 2-foot-long salamander, you know you've found a healthy stream.",0
"It should be obvious, but confronting teenagers with bullets and riot gear is a terrible idea.",0
Why an Arab man won't say his mom's name,0
Starlight can be transformed to tell us how big stars are.,0
The environment has an unlikely hero: guitars.<br>,0
"2 men were fighting on the subway. Cops showed up. Luckily for them, it wasn't the 'real' police.",0
"As riots broke out across the city, this group of Baltimore clergy marched in peaceful protest.",0
"If you want to know how gangs are involved with the riots in Baltimore, just ask them.",0
Our kids' accomplishments can bring us to tears. D.L. Hughley shed several talking about his son.,0
Millions of people provide care for older family members every day. This sweet clip shows just that.,0
Plastic is to disposable as peanut butter is to jelly. We might want to change that.,0
It's time for this daughter to look after her father. It's a sweet ad — with a serious point.,0
Why education is pivotal in changing the future of girls in Kenya,0
Jon Stewart has some strong opinions about journalists who covered a party instead of Baltimore.,0
This is the first-ever photo of a monkey many people thought was extinct.,0
She runs 8 restaurants like it's no big deal because that's how she rolls.,0
They took a camera into the swamp forest to look for a super rare monkey. Here's what they found.,0
"Francis comes out against the gender pay gap, one again claiming the title of 'Cool Pope.'",0
What if there was a very simple way to prevent most heroin overdoses? There is.,0
An Egyptian taboo says it's not ok to say your mom's name in public. Is it time to change that?,0
